hour,Z00,Z01,Z02,Z03,Z04
7636,564.57,569.53,739.58,780.31,542.54
7637,599.72,615.73,773.79,815.55,568.34
7638,651.12,666.45,879.38,896.23,616.13
7639,707.2,743.9,950.38,978.25,680.83
7640,729.09,774.2,1001.41,1012.85,702.72
7641,744.3,785.8,1022.16,1037.13,717.18
7642,755.14,788.71,1030.76,1047.35,717.71
7643,764.54,802.25,1059.91,1032.73,728.22
7644,759.36,798.37,1059.21,1014.56,737.96
7645,745.46,788.61,1033.01,1004.29,725.12
7646,753.15,786.95,1034.96,1016.73,734.77
7647,759.74,795.11,1036.06,1028.77,743.66
7648,801.63,820.77,1087.54,1023.24,768.1
7649,830.79,856.08,1145.07,1078.69,787.76
7650,867.52,878.27,1183.68,1109.02,823.79
7651,859.7,877.98,1178.57,1099.33,803.11
7652,814.68,841.29,1139.17,1049.2,757.39
7653,774.03,788.15,1054.14,991.9,716.77
7654,714.03,709.89,970.86,905.07,649.39
7655,646.73,650.29,884.21,811.26,596.92
7656,607.89,606.7,837.27,765.85,566.6
7657,584.52,570.54,794.28,730.55,541.51
7658,561.31,553.75,785.74,717.41,528.35
7659,562.3,541.31,766.18,698.81,526.33
7660,573.52,536.4,784.93,723.21,531.76
7661,601.08,557.87,821.21,779.04,546.32
7662,670.29,623.72,892.16,840.24,615.18
7663,743.77,681.13,972.76,912.23,687.66
7664,777.7,704.18,1017.25,942.37,723.14
7665,792.5,720.75,1031.31,985.73,746.13
7666,813.78,711.76,1026.51,974.29,750.52
7667,831.63,736.01,1028.81,974.0,759.75
7668,820.31,749.18,1044.44,984.18,751.81
7669,807.89,742.77,1040.61,966.2,726.17
7670,803.51,748.0,1003.25,976.58,721.15
7671,805.43,750.7,1003.78,998.08,713.77
7672,813.32,769.69,1034.45,1006.5,731.42
7673,858.25,805.17,1081.55,1027.01,786.83
7674,887.88,830.59,1132.71,1072.92,812.08
7675,879.4,831.47,1126.6,1066.1,816.31
7676,852.32,785.7,1069.48,1019.23,792.74
7677,791.21,743.11,1000.26,963.17,738.82
7678,727.73,678.79,914.74,897.8,678.46
7679,667.06,624.69,853.4,818.07,616.06
7680,581.59,556.88,752.24,704.59,547.09
7681,551.58,542.36,710.75,682.98,520.31
7682,541.06,519.41,685.13,659.47,511.46
7683,532.85,517.51,674.45,651.11,504.36
7684,546.76,534.43,687.57,658.48,502.38
7685,569.51,562.86,728.7,698.71,520.38
7686,626.61,629.61,802.38,753.69,568.13
7687,671.69,679.87,894.07,818.82,622.96
7688,698.0,708.29,927.3,856.86,661.53
7689,705.74,742.06,961.92,867.89,672.86
7690,723.09,754.93,993.35,882.98,681.2
7691,735.16,769.31,1006.66,887.36,688.63
7692,738.07,766.29,992.44,906.95,685.29
7693,744.33,755.73,990.06,915.86,673.31
7694,753.83,762.41,975.96,908.65,684.1
7695,764.45,768.91,983.53,916.83,676.93
7696,778.09,804.67,1004.13,958.39,690.6
7697,799.54,832.65,1049.74,993.99,719.22
7698,826.12,851.69,1103.28,1019.6,760.27
7699,814.24,847.27,1088.34,1011.08,763.54
7700,772.04,795.26,1066.24,965.97,745.96
7701,719.7,749.34,996.71,890.07,693.48
7702,650.97,701.82,906.88,821.33,642.62
7703,606.14,654.94,832.31,755.73,579.67
7704,564.35,605.99,775.95,728.66,550.25
7705,532.65,572.74,738.21,696.62,527.78
7706,522.44,562.43,736.84,686.65,521.96
7707,506.03,551.11,740.94,672.94,513.93
7708,518.6,560.43,738.94,675.96,514.37
7709,551.83,577.63,767.76,704.64,557.54
7710,604.69,634.08,832.16,770.18,605.94
7711,651.55,696.15,905.91,832.65,671.45
7712,675.35,718.84,939.67,877.12,692.06
7713,674.73,736.81,962.0,885.24,690.0
7714,693.66,744.17,954.51,896.36,698.56
7715,701.45,748.06,962.53,918.96,698.67
7716,696.07,739.12,952.12,901.35,703.73
7717,682.95,730.24,930.21,883.66,691.9
7718,688.68,733.22,942.37,909.49,691.26
7719,708.37,738.12,945.26,932.14,692.39
7720,718.45,765.39,996.01,957.13,712.97
7721,747.79,805.46,1027.43,1016.66,754.56
7722,759.68,822.4,1070.17,1043.7,778.56
7723,760.92,815.81,1066.02,1027.23,772.49
7724,730.47,790.16,1039.96,994.53,729.79
7725,703.17,744.75,1001.89,923.53,686.27
7726,647.77,683.89,948.18,851.07,631.18
7727,590.43,616.02,876.8,781.34,577.3
7728,594.63,624.2,897.36,791.98,593.55
7729,571.69,595.31,860.34,749.79,563.5
7730,546.86,587.96,843.68,733.6,553.36
7731,545.07,579.27,820.11,731.81,543.66
7732,554.33,586.79,810.58,729.57,541.88
7733,580.46,619.85,841.95,783.08,577.89
7734,632.39,692.24,912.03,862.05,642.85
7735,699.29,762.5,1000.93,927.59,702.77
7736,744.51,810.22,1050.91,961.71,720.32
7737,755.25,819.46,1066.68,974.34,735.27
7738,767.1,835.16,1066.86,973.69,739.33
7739,789.39,843.1,1085.49,962.39,750.85
7740,782.88,854.99,1097.32,970.4,746.06
7741,772.41,839.38,1089.37,953.98,727.84
7742,761.25,843.72,1098.61,939.52,729.45
7743,767.29,855.54,1094.79,933.79,726.64
7744,788.7,868.61,1114.13,957.35,733.14
7745,821.66,906.69,1182.91,984.38,765.17
7746,844.06,934.28,1213.84,1027.94,790.59
7747,822.08,918.97,1221.78,1019.09,782.76
7748,775.17,870.2,1199.52,963.58,733.29
7749,719.1,800.41,1121.68,917.78,692.56
7750,670.25,741.06,1043.56,840.07,648.32
7751,611.5,678.59,956.06,781.16,601.27
7752,572.7,638.85,902.06,725.29,561.84
7753,550.65,606.23,853.02,693.83,524.65
7754,541.39,592.37,837.92,673.26,513.21
7755,530.49,579.48,826.59,672.33,507.29
7756,534.75,580.43,836.83,693.09,503.5
7757,568.76,613.77,859.65,720.23,524.53
7758,629.58,677.68,940.15,786.11,577.89
7759,681.18,743.45,1020.19,871.78,646.6
7760,713.06,777.49,1054.93,881.15,661.81
7761,728.38,781.12,1059.97,909.35,679.21
7762,746.48,777.85,1065.37,935.61,692.19
7763,746.85,779.06,1094.23,948.61,701.69
7764,755.68,796.97,1092.63,960.23,702.09
7765,752.81,794.63,1061.33,949.63,705.37
7766,744.45,783.89,1042.08,943.77,706.09
7767,761.77,800.84,1054.64,945.05,714.91
7768,792.31,830.76,1093.21,992.55,722.11
7769,816.77,864.17,1148.35,1034.44,761.79
7770,865.93,901.68,1197.58,1071.45,793.05
7771,846.88,894.88,1182.39,1070.59,771.52
7772,801.65,855.22,1140.69,1034.68,754.0
7773,748.35,802.72,1072.41,970.65,697.88
7774,697.01,749.73,968.08,897.23,651.13
7775,642.83,690.75,901.07,815.43,603.68
7776,606.04,635.87,856.73,782.25,584.21
7777,585.55,600.08,801.66,745.26,551.91
7778,572.73,593.76,781.91,741.24,540.72
7779,573.56,600.04,773.07,741.54,538.28
7780,598.44,599.15,774.64,752.63,555.46
7781,629.35,637.94,811.08,784.06,583.08
7782,670.98,688.55,903.57,866.03,643.02
7783,727.2,760.98,979.81,940.22,696.15
7784,747.48,789.05,1021.18,961.84,732.73
7785,762.84,814.08,1038.59,987.93,740.56
7786,770.77,825.88,1041.68,983.79,750.29
7787,766.95,824.53,1049.59,997.52,761.43
7788,756.87,813.92,1056.99,1000.15,767.59
7789,747.9,793.62,1049.08,981.35,768.58
7790,746.89,776.42,1039.21,988.28,774.99
7791,731.81,754.12,1061.46,1003.31,776.73
7792,763.74,767.62,1088.43,1044.88,808.82
7793,801.19,806.86,1121.46,1114.24,856.16
7794,831.13,834.32,1169.02,1150.5,881.03
7795,828.23,834.9,1177.04,1130.15,864.19
7796,783.67,796.03,1126.06,1108.13,810.74
7797,734.77,753.33,1068.55,1042.67,761.41
7798,687.4,700.04,995.48,963.91,703.6
7799,638.25,638.91,909.62,894.53,634.29
7800,605.87,593.35,866.4,817.28,599.37
7801,574.53,552.4,818.23,773.45,570.0
7802,554.6,544.78,799.77,757.4,561.9
7803,556.23,539.0,777.71,747.99,550.1
7804,567.04,535.13,787.78,769.15,563.43
7805,593.77,559.79,831.02,808.53,596.66
7806,636.64,615.46,925.29,877.06,653.41
7807,688.16,687.94,1006.79,964.7,710.34
7808,701.41,728.25,1046.19,988.98,742.58
7809,728.42,742.56,1096.92,1020.12,752.25
7810,738.61,757.86,1103.99,1028.27,759.7
7811,740.33,752.38,1116.94,1020.19,757.56
7812,739.35,749.98,1116.4,1016.55,772.11
7813,756.92,740.97,1082.39,1020.31,762.16
7814,768.06,730.45,1077.88,1008.9,763.34
7815,763.17,751.72,1097.98,1011.27,762.86
7816,784.35,771.74,1145.53,1041.55,778.36
7817,809.49,823.13,1196.16,1086.22,801.69
7818,822.11,837.22,1249.73,1114.84,831.73
7819,818.61,841.94,1219.63,1097.51,851.27
7820,807.68,814.89,1161.07,1039.42,809.96
7821,770.6,754.22,1092.43,979.65,769.88
7822,710.76,699.65,1001.34,920.72,709.23
7823,647.74,643.84,912.89,844.62,650.86
7824,612.61,611.59,853.07,805.09,609.33
7825,589.55,579.32,824.14,743.91,583.57
7826,564.22,558.91,803.09,736.42,568.58
7827,544.55,545.53,793.28,728.5,558.04
7828,564.89,555.2,810.35,740.45,566.34
7829,596.52,581.18,843.96,787.67,595.09
7830,668.35,640.6,936.82,874.21,646.81
7831,730.26,679.48,1003.39,947.56,695.78
7832,772.66,707.89,1038.67,989.36,728.61
7833,781.09,708.34,1069.83,1016.44,750.36
7834,792.01,720.01,1053.71,1029.38,761.08
7835,812.42,742.61,1043.75,1037.74,772.83
7836,819.68,748.03,1041.79,1025.99,771.88
7837,805.26,740.22,1044.21,1018.55,759.14
7838,811.28,750.69,1053.56,1005.96,753.4
7839,810.71,740.27,1072.46,994.37,761.44
7840,818.69,759.04,1092.73,1023.79,773.46
7841,860.79,807.95,1139.95,1072.53,811.1
7842,904.25,833.65,1179.99,1106.97,831.9
7843,902.87,809.27,1180.21,1109.28,824.68
7844,849.07,766.97,1131.07,1060.18,788.09
7845,801.37,725.98,1053.36,1005.9,744.68
7846,743.09,676.79,962.16,920.32,687.26
7847,675.24,623.17,886.1,843.47,614.83
7848,574.62,553.45,779.38,734.65,547.78
7849,552.7,528.46,734.37,683.58,532.55
7850,543.38,517.55,718.07,662.41,515.75
7851,538.39,518.07,705.93,647.29,504.33
7852,533.74,513.97,730.23,666.27,505.86
7853,551.58,560.75,759.21,696.18,526.41
7854,614.12,620.02,829.29,765.72,575.43
7855,675.94,694.78,904.95,837.67,630.67
7856,707.51,724.59,928.13,876.08,646.63
7857,718.74,749.53,935.73,893.02,665.14
7858,728.41,760.36,930.86,901.52,666.6
7859,729.99,770.16,932.88,913.35,662.0
7860,726.74,769.63,930.85,920.5,657.6
7861,712.0,759.16,949.55,897.38,652.24
7862,714.16,770.74,967.12,889.47,641.7
7863,717.38,783.87,960.47,870.0,650.43
7864,746.52,819.37,978.47,878.75,658.99
7865,787.67,840.95,1040.95,932.14,687.32
7866,807.31,850.58,1072.8,984.18,726.81
7867,817.47,846.96,1070.19,997.67,725.64
7868,770.64,824.07,1025.95,964.72,691.41
7869,724.93,759.85,979.19,906.8,649.37
7870,676.49,691.14,921.09,832.35,600.94
7871,627.8,625.65,853.43,757.52,551.19
7872,576.25,587.39,805.83,715.18,529.39
7873,554.17,565.43,767.71,692.18,506.25
7874,546.91,549.76,749.25,672.61,495.13
7875,547.59,543.85,738.86,664.31,489.19
7876,539.45,540.25,733.15,676.69,502.02
7877,562.64,555.85,765.72,710.29,525.7
7878,617.67,614.16,827.12,769.36,573.14
7879,669.79,673.1,903.58,830.88,625.72
7880,708.5,695.65,948.22,869.31,665.34
7881,716.08,712.2,974.48,875.91,679.06
7882,733.05,720.91,972.16,871.94,699.86
7883,743.96,733.93,992.74,875.28,701.98
7884,730.21,728.98,977.12,865.6,703.16
7885,714.18,722.36,972.26,874.64,691.44
7886,710.09,737.93,971.36,883.03,680.33
7887,717.94,737.37,979.59,891.6,679.37
7888,747.54,754.92,1018.4,910.34,691.46
7889,780.38,785.08,1078.94,972.2,720.82
7890,816.71,820.94,1107.3,1002.94,751.32
7891,793.94,805.05,1096.69,978.96,752.85
7892,731.66,758.05,1048.8,938.31,714.92
7893,683.59,704.14,988.78,879.88,645.68
7894,635.44,639.0,893.01,828.48,595.23
7895,580.32,588.62,804.82,760.37,548.84
7896,582.56,610.66,841.56,766.74,554.99
7897,558.43,586.01,807.67,737.67,526.97
7898,558.33,575.05,787.24,726.13,511.6
7899,550.67,570.64,776.0,716.86,516.2
7900,553.48,575.86,785.63,710.61,522.77
7901,577.22,594.89,816.32,756.06,553.51
7902,651.43,646.78,894.61,841.9,603.33
7903,710.51,714.49,975.14,920.27,667.42
7904,745.82,732.02,1009.49,958.91,706.58
7905,771.8,763.79,1022.38,955.39,706.25
7906,788.67,761.21,1026.01,972.25,708.47
7907,786.66,765.63,1074.6,977.19,732.09
7908,794.94,758.51,1084.72,976.39,730.25
7909,794.05,741.4,1058.95,962.15,724.1
7910,797.21,738.97,1053.25,947.73,724.82
7911,812.81,746.19,1066.55,947.63,749.2
7912,828.92,767.19,1089.56,987.5,766.68
7913,865.23,809.44,1148.8,1019.28,812.81
7914,889.08,841.76,1218.63,1048.73,853.87
7915,887.95,849.9,1174.44,1021.25,842.18
7916,841.42,809.84,1138.29,984.29,821.96
7917,790.45,750.91,1065.91,929.11,774.17
7918,718.69,688.04,967.12,876.34,719.65
7919,656.71,630.59,878.26,798.53,654.22
7920,616.66,603.21,804.72,749.2,616.4
7921,585.53,575.75,754.92,708.27,593.25
7922,571.23,558.99,753.15,691.38,573.95
7923,562.26,553.62,734.27,678.67,565.89
7924,568.11,553.43,726.16,683.13,584.05
7925,583.11,580.64,770.65,720.01,619.03
7926,650.87,634.64,865.11,792.34,675.48
7927,704.97,684.98,963.69,867.72,742.67
7928,732.72,720.95,986.88,890.67,765.16
7929,740.48,729.31,999.07,913.59,781.07
7930,757.96,732.53,1008.5,919.91,789.45
7931,757.41,731.29,1027.36,929.81,795.18
7932,763.01,736.74,1017.0,935.5,798.08
7933,767.15,721.95,1017.96,923.79,784.03
7934,782.36,743.96,1034.15,936.82,793.97
7935,800.28,743.29,1043.16,962.07,802.52
7936,828.02,775.19,1080.99,986.52,839.76
7937,853.14,818.53,1153.1,1020.25,875.87
7938,896.07,858.35,1190.36,1033.87,907.04
7939,899.03,853.54,1195.89,1031.52,878.66
7940,866.22,807.16,1137.18,980.89,848.2
7941,816.35,777.09,1065.2,920.16,790.02
7942,751.39,718.61,981.79,858.66,734.16
7943,682.17,649.55,895.88,786.85,670.34
7944,650.12,621.1,850.02,750.4,631.42
7945,625.52,590.35,811.19,695.47,595.15
7946,600.35,570.39,790.2,676.84,569.09
7947,596.99,567.46,781.28,678.27,566.22
7948,604.79,575.52,796.89,696.95,577.48
7949,641.04,610.17,827.23,716.58,602.07
7950,704.96,670.67,899.16,781.72,658.1
7951,776.03,740.28,980.51,857.9,733.4
7952,814.52,774.29,1029.62,901.46,765.26
7953,835.52,785.54,1038.9,899.37,768.11
7954,827.39,792.73,1056.92,906.76,773.19
7955,840.22,809.73,1061.45,913.74,768.33
7956,837.6,808.49,1058.54,930.03,771.71
7957,816.28,793.21,1055.93,919.48,760.24
7958,820.54,793.88,1056.26,919.85,777.85
7959,813.33,806.14,1060.88,943.66,797.15
7960,843.57,833.03,1098.89,981.13,829.98
7961,897.72,857.44,1152.24,1011.34,872.36
7962,921.55,875.95,1182.6,1051.13,893.41
7963,920.45,865.59,1137.77,1044.1,897.24
7964,882.06,836.3,1108.36,1017.74,847.65
7965,829.21,784.82,1030.9,967.97,800.33
7966,750.74,736.71,952.51,883.88,749.02
7967,690.48,686.09,876.61,826.78,676.52
7968,650.76,650.16,812.41,772.48,632.82
7969,622.5,618.28,781.15,748.61,592.51
7970,604.81,599.98,770.87,734.66,574.99
7971,602.5,585.06,755.93,718.03,564.33
7972,610.42,593.31,766.9,719.84,567.03
7973,645.31,615.57,829.15,757.0,606.89
7974,718.14,683.42,899.24,841.08,679.41
7975,781.9,730.18,967.99,902.7,745.39
7976,820.19,770.97,1007.46,932.85,764.46
7977,835.17,783.83,1025.66,971.17,796.1
7978,844.7,784.14,1024.19,990.34,795.55
7979,844.5,792.7,1036.24,1009.1,807.82
7980,848.56,793.58,1030.43,1015.53,802.89
7981,848.34,786.05,1037.17,1011.12,799.41
7982,843.93,773.84,1053.04,1005.19,787.63
7983,855.97,755.47,1085.11,1017.45,807.01
7984,880.96,787.94,1141.3,1028.86,827.56
7985,907.2,826.07,1189.82,1073.72,881.31
7986,939.91,864.04,1224.74,1117.84,899.28
7987,941.95,832.5,1234.48,1108.75,897.86
7988,892.62,794.27,1192.71,1065.46,865.16
7989,816.55,736.42,1126.01,992.87,802.42
7990,752.96,682.13,1022.8,926.84,722.22
7991,682.89,633.9,947.04,843.39,664.09
7992,656.88,589.03,899.19,812.16,621.82
7993,622.72,564.98,845.99,770.77,589.92
7994,605.04,555.05,828.09,754.68,578.03
7995,591.34,534.66,811.59,754.29,560.3
7996,599.6,542.6,823.09,764.58,566.68
7997,625.78,572.66,868.17,789.21,595.27
7998,680.11,629.2,946.98,865.99,651.94
7999,740.53,692.4,1032.36,939.17,691.46
8000,763.37,733.82,1066.62,964.44,736.25
8001,790.07,756.14,1093.29,980.63,743.47
8002,786.16,774.98,1102.62,979.77,747.48
8003,792.67,790.86,1141.48,988.47,765.68
8004,785.95,789.45,1132.23,974.69,753.55
8005,765.78,775.84,1115.62,972.06,744.57
8006,781.46,764.73,1094.23,966.82,744.82
8007,769.55,754.93,1086.1,990.4,745.5
8008,806.26,772.33,1110.96,999.36,763.86
8009,830.05,813.16,1168.57,1042.39,785.12
8010,861.4,842.19,1184.17,1072.71,827.98
8011,877.61,835.68,1159.44,1056.17,820.08
8012,818.35,808.88,1127.72,996.45,792.22
8013,754.36,766.69,1076.98,907.65,752.3
8014,707.81,705.49,990.91,851.63,712.76
8015,649.95,645.56,915.73,803.54,645.02
8016,566.99,555.21,792.74,701.97,547.24
8017,539.56,536.01,770.8,668.29,523.47
8018,520.13,521.52,751.22,660.43,513.46
8019,514.72,498.71,750.7,647.05,510.66
8020,531.52,506.62,759.95,658.51,526.74
8021,557.11,533.18,796.15,706.44,560.3
8022,614.1,593.16,857.29,775.65,612.89
8023,679.63,648.24,930.54,845.08,682.53
8024,723.98,680.31,1003.09,895.28,703.91
8025,732.45,690.07,1029.48,925.03,715.66
8026,741.37,705.13,1047.84,917.0,721.38
8027,742.88,702.94,1057.17,911.12,738.38
8028,736.79,702.77,1057.85,922.37,748.09
8029,726.02,698.82,1059.08,907.83,752.13
8030,720.57,697.01,1048.31,883.01,751.25
8031,712.98,712.38,1048.52,900.51,760.04
8032,717.01,737.02,1083.45,929.05,769.99
8033,745.63,774.22,1138.39,970.27,813.64
8034,775.66,804.09,1173.76,994.99,850.24
8035,782.37,801.93,1167.96,977.71,846.11
8036,744.8,772.43,1122.44,935.33,814.51
8037,697.31,715.0,1047.61,898.4,760.69
8038,649.51,659.41,966.04,829.33,699.77
8039,600.91,602.1,885.99,779.95,638.49
8040,566.74,564.63,833.55,734.83,607.9
8041,539.23,537.88,791.03,705.47,577.57
8042,537.54,524.42,772.63,685.94,558.75
8043,528.27,509.74,747.78,681.44,555.9
8044,532.22,515.6,754.58,679.99,567.29
8045,549.69,550.03,795.13,720.58,595.98
8046,608.51,610.1,877.27,779.68,652.98
8047,662.32,650.89,962.68,842.69,710.16
8048,706.25,674.04,994.84,872.41,734.15
8049,717.43,691.74,1023.92,874.81,751.51
8050,731.33,688.19,1043.17,876.2,771.26
8051,746.04,697.66,1051.13,878.66,792.81
8052,759.36,712.05,1037.36,883.4,786.8
8053,739.62,709.54,1021.66,881.81,782.89
8054,752.08,702.03,1017.72,887.62,786.82
8055,758.11,712.57,1039.37,875.39,794.6
8056,777.69,718.06,1063.28,901.93,816.78
8057,809.88,751.97,1117.88,950.34,852.35
8058,833.91,761.06,1146.58,970.4,867.33
8059,822.59,751.55,1154.53,961.61,851.45
8060,765.15,703.78,1095.48,917.65,794.4
8061,721.16,655.64,1020.52,886.38,738.88
8062,665.79,604.11,948.63,815.05,686.78
8063,603.06,563.06,869.68,743.28,628.92
8064,611.86,574.59,860.01,738.88,638.54
8065,598.24,560.82,816.82,686.48,605.75
8066,585.08,556.13,808.17,673.8,591.05
8067,574.34,549.84,775.83,660.07,590.68
8068,593.13,562.1,789.07,672.21,605.1
8069,617.81,585.01,813.47,707.4,637.26
8070,677.73,644.31,885.02,770.82,699.09
8071,734.04,699.42,942.58,829.96,758.49
8072,762.17,720.62,994.94,886.65,802.48
8073,783.72,745.3,1028.27,912.1,814.59
8074,796.09,747.46,1048.71,915.87,822.87
8075,796.3,758.99,1098.39,919.32,821.55
8076,794.67,756.94,1091.63,899.68,816.25
8077,787.44,759.09,1078.93,880.34,812.76
8078,783.35,763.62,1089.45,866.11,812.93
8079,790.44,756.91,1080.26,857.41,814.62
8080,806.29,782.98,1111.91,881.84,832.21
8081,836.91,846.85,1144.55,926.84,868.87
8082,867.81,883.98,1199.13,991.03,899.72
8083,850.4,886.86,1201.9,993.13,873.8
8084,818.42,852.61,1152.52,965.01,827.8
8085,765.24,811.38,1066.65,912.29,768.7
8086,698.77,741.81,959.99,829.43,706.55
8087,636.16,672.92,871.03,748.95,646.64
8088,597.85,629.13,831.5,705.94,609.94
8089,568.7,588.18,780.33,680.46,576.57
8090,555.95,566.22,761.06,676.72,563.95
8091,548.23,566.45,747.27,672.1,555.21
8092,550.75,569.21,771.47,690.25,569.71
8093,591.1,594.09,802.19,729.44,594.81
8094,658.02,663.63,896.25,809.39,664.08
8095,719.23,728.28,965.79,878.28,721.36
8096,757.95,753.67,1002.32,925.7,752.89
8097,776.0,762.34,1033.62,936.21,781.21
8098,781.09,767.84,1041.63,938.88,797.15
8099,789.39,776.17,1034.15,967.84,805.52
8100,813.6,785.95,1029.27,960.96,791.86
8101,813.45,781.43,1021.33,947.82,791.38
8102,821.18,772.69,1020.46,950.58,804.53
8103,823.47,778.43,1041.0,952.81,806.69
8104,851.0,788.02,1077.46,960.97,819.82
8105,910.79,819.97,1129.3,1002.63,851.96
8106,944.4,867.18,1179.13,1048.01,869.05
8107,943.79,846.23,1154.6,1039.12,870.21
8108,911.37,805.3,1099.42,991.68,832.4
8109,855.5,762.43,1006.28,935.64,774.33
8110,798.67,705.37,919.03,865.68,709.56
8111,729.53,644.03,837.83,801.15,645.57
8112,688.56,601.01,776.25,729.74,605.03
8113,647.49,566.48,741.86,705.05,569.74
8114,645.71,557.47,747.19,693.24,554.75
8115,635.77,549.85,754.86,681.48,546.3
8116,641.57,559.86,766.43,685.92,557.58
8117,681.61,594.36,815.82,726.03,576.26
8118,741.87,642.65,888.59,793.9,637.97
8119,805.17,687.16,977.79,854.74,685.86
8120,827.83,721.03,1014.47,904.31,715.98
8121,841.0,745.3,1041.69,921.74,724.81
8122,842.3,753.38,1043.92,935.93,741.32
8123,852.29,768.72,1067.74,952.11,760.97
8124,847.92,755.05,1081.79,946.3,768.28
8125,831.4,745.84,1088.62,909.58,778.3
8126,826.19,742.18,1082.88,910.94,782.23
8127,830.81,745.78,1083.71,929.29,795.89
8128,847.77,773.37,1128.78,954.37,810.53
8129,894.62,784.58,1185.12,1000.53,848.46
8130,931.0,809.97,1238.35,1017.79,890.79
8131,921.84,815.98,1248.79,1006.75,876.81
8132,867.9,778.91,1179.86,975.98,847.36
8133,815.7,720.96,1108.43,916.5,792.32
8134,740.1,669.6,1018.42,831.73,728.5
8135,678.24,604.62,929.44,772.75,674.72
8136,639.36,577.12,880.9,735.62,634.12
8137,603.32,545.28,843.67,696.86,602.53
8138,581.75,541.99,835.46,681.53,589.5
8139,569.27,538.15,833.33,675.89,587.06
8140,590.47,538.06,860.6,690.03,598.19
8141,618.94,566.67,906.71,723.76,608.98
8142,678.56,623.75,972.81,808.23,682.57
8143,747.67,686.84,1060.82,885.67,750.18
8144,781.45,704.36,1087.61,925.94,782.85
8145,805.31,728.07,1108.11,948.53,804.83
8146,800.56,727.92,1120.39,977.03,808.88
8147,797.45,719.91,1128.81,990.71,828.44
8148,827.24,720.39,1151.39,987.76,819.51
8149,816.99,708.82,1127.66,966.17,811.68
8150,812.58,711.95,1115.65,971.29,810.87
8151,820.33,735.52,1131.12,978.33,821.81
8152,851.61,757.2,1168.43,989.78,856.16
8153,877.66,810.89,1233.36,1042.34,880.84
8154,910.39,861.58,1275.17,1114.52,915.49
8155,900.72,874.26,1265.82,1120.99,915.49
8156,866.64,837.41,1219.05,1068.8,868.16
8157,811.51,795.31,1142.58,985.99,827.76
8158,742.67,743.25,1056.15,904.16,753.51
8159,672.53,688.81,958.73,814.81,711.18
8160,616.48,646.28,880.29,752.23,668.08
8161,593.35,622.03,833.85,708.45,631.07
8162,568.32,610.71,817.87,684.72,622.37
8163,558.62,602.35,796.36,695.11,622.37
8164,577.62,602.11,800.25,693.53,618.38
8165,605.06,636.33,855.45,749.0,643.52
8166,670.37,701.16,948.55,829.8,715.62
8167,729.4,750.49,1038.9,892.09,756.1
8168,765.83,769.75,1078.49,928.2,792.8
8169,781.05,794.78,1092.07,958.16,815.73
8170,783.78,798.6,1103.7,973.54,828.68
8171,803.52,811.96,1090.92,992.21,823.05
8172,800.39,807.19,1084.07,997.91,824.59
8173,780.13,785.94,1096.76,983.99,817.28
8174,777.25,778.66,1105.75,984.39,815.27
8175,789.9,764.4,1101.91,984.49,804.22
8176,802.27,791.75,1139.27,998.57,828.9
8177,847.93,814.73,1202.46,1037.95,860.29
8178,886.04,866.46,1236.68,1063.45,901.23
8179,899.36,850.3,1231.64,1059.38,899.15
8180,852.83,815.24,1158.34,1013.82,856.58
8181,803.64,753.97,1078.06,941.25,781.72
8182,726.4,683.3,987.23,864.23,698.85
8183,661.8,626.25,919.57,790.1,649.52
8184,581.31,544.17,804.69,688.19,582.04
8185,555.42,533.56,760.18,662.32,558.72
8186,540.63,518.38,734.97,652.24,549.8
8187,532.77,497.07,725.39,645.28,536.46
8188,535.95,504.71,750.7,651.59,531.05
8189,561.32,526.36,795.58,675.01,563.8
8190,619.83,576.7,873.08,747.72,613.15
8191,680.62,624.35,951.38,821.79,665.78
8192,714.02,644.26,1004.51,863.41,696.31
8193,736.12,645.29,1000.75,876.63,711.48
8194,752.45,656.33,974.0,890.96,729.1
8195,743.33,665.36,980.17,903.21,711.7
8196,738.5,667.22,971.45,906.75,722.42
8197,729.86,660.16,961.04,893.25,705.34
8198,724.38,676.13,966.95,907.26,719.93
8199,740.37,678.19,957.5,915.82,713.94
8200,767.9,695.22,999.34,946.26,724.96
8201,802.18,744.93,1046.66,999.57,756.93
8202,831.38,775.8,1067.01,1036.28,786.45
8203,835.37,764.94,1063.16,1033.39,792.72
8204,794.85,725.45,1014.09,992.83,739.0
8205,740.81,676.59,960.43,938.0,689.96
8206,689.62,623.16,867.59,862.93,643.78
8207,633.99,571.34,783.44,791.39,588.34
8208,606.64,549.1,763.92,742.61,557.58
8209,578.1,514.12,721.21,709.45,533.72
8210,566.58,502.73,707.31,674.97,515.37
8211,554.37,501.19,710.33,653.13,501.64
8212,554.77,512.89,735.93,663.21,504.3
8213,582.99,538.75,785.4,701.24,541.04
8214,621.46,587.76,856.19,763.53,592.86
8215,681.16,645.0,939.59,843.4,642.18
8216,717.26,678.11,985.6,873.19,684.12
8217,731.72,691.15,1020.71,885.99,708.13
8218,736.52,695.03,1040.84,888.14,723.04
8219,752.39,713.95,1040.44,890.2,728.07
8220,751.18,711.91,1026.76,879.49,732.6
8221,751.33,704.35,1034.36,863.3,738.0
8222,768.42,716.24,1017.92,885.06,740.68
8223,779.93,722.89,1034.43,889.86,757.59
8224,808.24,743.46,1072.12,923.83,784.79
