hour,bus001,bus002,bus003,bus004,bus006,bus007,bus011,bus012,bus013,bus014,bus015,bus016,bus017,bus018,bus019,bus020,bus021,bus022,bus023,bus027,bus028,bus029,bus031,bus032,bus033,bus034,bus035,bus036,bus039,bus040,bus041,bus042,bus043,bus044,bus045,bus046,bus047,bus048,bus049,bus050,bus051,bus052,bus053,bus054,bus055,bus056,bus057,bus058,bus059,bus060,bus062,bus066,bus067,bus070,bus074,bus075,bus076,bus077,bus078,bus079,bus080,bus082,bus083,bus084,bus085,bus086,bus088,bus090,bus092,bus093,bus094,bus095,bus096,bus097,bus098,bus100,bus101,bus102,bus103,bus104,bus105,bus106,bus107,bus108,bus109,bus110,bus112,bus114,bus115,bus117,bus118
8677,306.4378,120.1639,234.3281,180.2742,312.4375,114.1642,420.602,282.3824,204.273,84.1091,540.7659,150.219,64.5015,360.4917,270.3829,108.1645,84.1091,60.1103,42.0545,372.5477,102.1648,144.2193,258.3835,354.492,86.1853,221.0395,123.6311,116.149,95.2909,69.8335,130.5838,130.5838,19.5299,17.3599,57.5046,30.3798,36.8898,21.6999,94.3944,18.4449,18.4449,19.5299,24.9548,122.6042,68.3545,91.1394,13.0199,13.0199,300.543,84.6294,83.5444,42.3147,30.3798,114.8437,118.3238,81.7827,73.7795,66.1846,77.0345,42.3147,141.0491,145.0328,53.7159,29.5437,64.459,56.4017,128.9181,209.4919,258.7233,47.7643,119.4108,167.1751,151.2536,24.1195,54.6708,147.2733,87.5679,19.9018,91.5483,151.2536,123.3911,171.1554,109.9676,7.9607,31.8429,155.234,99.509,21.8938,60.2143,54.7473,53.0628
8678,302.4328,118.5934,231.2656,177.9181,308.3541,112.6721,415.1049,278.6918,201.6032,83.0098,533.6984,148.2557,63.6585,355.7803,266.8492,106.7508,83.0098,59.3247,41.5049,367.6787,100.8295,142.3344,255.0066,349.859,85.0589,218.1507,122.0153,114.631,94.0455,68.9208,128.8771,128.8771,19.2277,17.0913,56.6148,29.9097,36.3189,21.3641,92.9338,18.1595,18.1595,19.2277,24.5687,120.7071,67.2969,89.7292,12.8184,12.8184,295.8926,83.3199,82.2517,41.66,29.9097,113.0667,116.493,80.5172,72.6379,65.1605,75.8425,41.66,138.8665,142.7887,52.8847,29.0866,63.4616,55.5289,126.9233,206.2503,254.9627,47.07,117.6751,164.7451,149.0551,23.7689,53.8761,145.1326,86.2951,19.6125,90.2176,149.0551,121.5976,168.6676,108.3691,7.845,31.38,152.9776,98.0626,21.5755,59.3391,53.9516,52.2915
8679,300.18,117.71,229.5429,176.5928,306.0571,111.8328,412.0128,276.6158,200.1015,82.3915,529.7228,147.1514,63.1843,353.1301,264.8614,105.9557,82.3915,58.8827,41.1957,364.9399,100.0785,141.2742,253.107,347.2529,84.4253,216.5257,121.1064,113.7771,93.3449,68.4074,127.9171,127.9171,19.1924,17.06,56.5111,29.8549,36.2524,21.3249,92.7635,18.1262,18.1262,19.1924,24.5237,120.4859,67.1736,89.5648,12.795,12.795,295.3504,83.1673,82.101,41.5836,29.8549,112.8595,116.2795,80.3697,72.5048,65.0411,75.7035,41.5836,138.6121,142.527,52.7878,29.0333,63.3454,55.4272,126.6907,205.8724,250.9825,46.3352,115.8381,162.1733,146.7282,23.3978,53.0351,142.8669,84.9479,19.3063,88.8092,146.7282,119.6993,166.0346,106.6774,7.7225,30.8901,150.5895,96.5317,21.2387,58.4128,53.1093,51.4752
8680,325.0208,127.4509,248.5383,191.2064,331.3844,121.0874,446.1082,299.5067,216.6605,89.2096,573.5591,159.3286,68.413,382.3527,286.7796,114.7238,89.2096,63.7555,44.6048,395.1399,108.3603,152.9651,274.0525,375.9892,91.4118,234.4439,131.1284,123.1925,101.0695,74.0683,138.5027,138.5027,21.0078,18.6736,61.8562,32.6787,39.6813,23.342,101.5375,19.8407,19.8407,21.0078,26.8433,131.8821,73.5272,98.0362,14.0052,14.0052,323.2862,91.0336,89.8665,45.5168,32.6787,123.5344,127.2778,87.9714,79.3627,71.193,82.864,45.5168,151.7227,156.008,57.7807,31.7794,69.3369,60.6698,138.6737,225.3448,270.0342,49.8525,124.6312,174.4837,157.8661,25.1739,57.0609,153.7118,91.3962,20.7719,95.5506,157.8661,128.7855,178.638,114.7751,8.3087,33.235,162.0205,103.8593,22.8509,62.8468,57.1408,55.3826
8681,351.9216,137.9995,269.1089,207.0318,358.8118,131.1093,483.0309,324.2957,234.5927,96.5932,621.0305,172.5157,74.0753,413.9987,310.5152,124.2191,96.5932,69.0323,48.2966,427.8441,117.3289,165.6255,296.7348,407.1084,98.9776,253.8479,141.9814,133.3887,109.4347,80.1987,149.966,149.966,22.9729,20.4204,67.6425,35.7357,43.3933,25.5255,111.0359,21.6967,21.6967,22.9729,29.3543,144.219,80.4053,107.2071,15.3153,15.3153,353.528,99.5494,98.2731,49.7747,35.7357,135.0904,139.1841,96.2007,86.7867,77.8527,90.6155,49.7747,165.9157,170.6018,63.1858,34.7522,75.823,66.3451,151.646,246.4248,287.909,53.1524,132.8811,186.0335,168.316,26.8403,60.838,163.8866,97.4461,22.1468,101.8755,168.316,137.3104,190.4629,122.3726,8.8587,35.4349,172.7454,110.7342,24.3635,67.0069,60.9232,59.0487
8682,361.1677,141.6252,276.1792,212.4712,368.239,134.554,495.7217,332.816,240.7562,99.131,637.3469,177.0482,76.0215,424.8757,318.6735,127.4827,99.131,70.846,49.5655,439.0849,120.4115,169.977,304.5309,417.8045,101.578,260.5173,145.7117,136.8932,112.3099,82.3058,153.9061,153.9061,24.1094,21.4306,70.9887,37.5035,45.5399,26.7882,116.5286,22.77,22.77,24.1094,30.8064,151.3533,84.3828,112.5104,16.0729,16.0729,371.0165,104.474,103.1346,52.237,37.5035,141.7731,146.0693,100.9596,91.0799,81.704,95.0981,52.237,174.1233,179.0412,66.3115,36.4713,79.5739,69.6271,159.1477,258.615,303.0501,55.9477,139.8693,195.817,177.1678,28.2518,64.0375,172.5055,102.5708,23.3115,107.2331,177.1678,144.5316,200.4793,128.8082,9.3246,37.2985,181.8301,116.5578,25.6448,70.5308,64.1272,62.154
8683,336.7245,132.0403,257.4879,198.0915,343.3172,125.4476,462.1721,310.2916,224.4623,92.422,594.2124,165.0659,70.8765,396.1209,297.1062,118.8549,92.422,66.0513,46.211,409.3684,112.2622,158.4732,283.9208,389.5282,94.7034,242.886,135.8502,127.6286,104.7089,76.7354,143.49,143.49,22.2879,19.8115,65.6256,34.6701,42.0994,24.7644,107.725,21.0497,21.0497,22.2879,28.479,139.9187,78.0078,104.0103,14.8586,14.8586,342.9865,96.581,95.3428,48.2905,34.6701,131.0623,135.0338,93.3322,84.1988,75.5313,87.9135,48.2905,160.9684,165.5147,61.3018,33.716,73.5621,64.3668,147.1242,239.0768,284.045,52.4391,131.0977,183.5368,166.0571,26.4801,60.0215,161.6872,96.1383,21.8496,100.5082,166.0571,135.4676,187.9067,120.7303,8.7398,34.9594,170.427,109.2481,24.0366,66.1076,60.1056,58.2562
8684,315.5758,123.7472,241.3158,185.6499,321.7544,117.5686,433.1443,290.803,210.3644,86.6172,556.8915,154.6986,66.425,371.2416,278.4458,111.39,86.6172,61.9028,43.3086,383.6571,105.2113,148.5199,266.0885,365.063,88.7554,227.6309,127.3178,119.6125,98.1325,71.9159,134.4778,134.4778,20.4892,18.2126,60.3293,31.8721,38.7018,22.7658,99.0312,19.3509,19.3509,20.4892,26.1807,128.6267,71.7122,95.6163,13.6595,13.6595,315.3061,88.7866,87.6483,44.3933,31.8721,120.485,124.1361,85.8,77.4037,69.4356,80.8185,44.3933,147.9776,152.1571,56.3545,30.995,67.6254,59.1722,135.2507,219.7824,262.1324,48.3937,120.9842,169.3779,153.2467,24.4373,55.3912,149.2139,88.7218,20.164,92.7546,153.2467,125.017,173.4107,111.4166,8.0656,32.2625,157.2795,100.8202,22.1823,61.0078,55.4687,53.762
8685,292.7348,114.7905,223.8496,172.2128,298.4662,109.0591,401.7939,269.755,195.1385,80.348,516.5844,143.5017,61.6172,344.3716,258.2922,103.3277,80.348,57.4223,40.174,355.8885,97.5963,137.7703,246.8294,338.6402,82.3314,211.1553,118.1027,110.9551,91.0297,66.7107,124.7445,124.7445,18.7702,16.6847,55.2679,29.1982,35.4549,20.8558,90.7228,17.7275,17.7275,18.7702,23.9842,117.8354,65.6958,87.5945,12.5135,12.5135,288.8532,81.3377,80.2949,40.6689,29.1982,110.3768,113.7216,78.6017,70.9098,63.6103,74.0382,40.6689,135.5629,139.3917,51.6265,28.3946,61.9518,54.2079,123.9037,201.3435,239.3379,44.1855,110.4636,154.6491,139.9206,22.3123,50.5745,136.2385,81.0067,18.4106,84.6888,139.9206,114.1458,158.3312,101.728,7.3642,29.457,143.6027,92.053,20.2533,55.7026,50.6453,49.087
8686,274.2281,107.5335,209.6979,161.3256,279.5972,102.1644,376.3925,252.7012,182.8019,75.2684,483.926,134.4295,57.7218,322.6005,241.963,96.7953,75.2684,53.7921,37.6342,333.3893,91.4262,129.0604,231.2249,317.2314,77.1264,197.8061,110.6362,103.9406,85.2749,62.4933,116.8581,116.8581,17.0849,15.1865,50.3054,26.5764,32.2714,18.9832,82.5768,16.1357,16.1357,17.0849,21.8306,107.2549,59.797,79.7293,11.3899,11.3899,262.9169,74.0344,73.0852,37.0172,26.5764,100.466,103.5104,71.544,64.5428,57.8987,67.3902,37.0172,123.3906,126.8756,46.991,25.845,56.3892,49.3405,112.7783,183.2648,220.2867,40.6683,101.6708,142.3391,128.783,20.5362,46.5488,125.394,74.5586,16.9451,77.9476,128.783,105.0598,145.7281,93.6305,6.7781,27.1122,132.172,84.7257,18.6412,51.2687,46.6139,45.1797
8687,253.8068,99.5256,194.082,149.3119,258.776,94.5564,348.3631,233.8829,169.1889,69.6633,447.8887,124.4187,53.4233,298.5769,223.9444,89.5871,69.6633,49.7863,34.8316,308.5623,84.6179,119.4495,214.0059,293.6076,71.3829,183.0758,102.3973,96.2003,78.9246,57.8395,108.1559,108.1559,15.7354,13.987,46.3319,24.4772,29.7224,17.4837,76.0543,14.8612,14.8612,15.7354,20.1063,98.7831,55.0738,73.4317,10.4902,10.4902,242.1498,68.1866,67.3124,34.0933,24.4772,92.5305,95.3344,65.8929,59.4447,53.3254,62.0673,34.0933,113.6443,116.8541,43.2793,23.8036,51.9351,45.4433,103.8703,168.7892,202.6455,37.4115,93.5287,130.9402,118.4697,18.8916,42.821,115.3521,68.5877,15.5881,71.7053,118.4697,96.6463,134.0578,86.1323,6.2352,24.941,121.5873,77.9406,17.1483,47.163,42.881,41.5616
8688,250.5955,98.2664,191.6264,147.4228,255.5019,93.36,343.9555,230.9237,167.0483,68.7819,442.222,122.8446,52.7474,294.7992,221.111,88.4536,68.7819,49.1564,34.3909,304.6583,83.5473,117.9382,211.2982,289.8928,70.4797,180.7594,101.1018,94.9831,77.926,57.1077,106.7875,106.7875,16.2191,14.417,47.7562,25.2297,30.6361,18.0212,78.3923,15.318,15.318,16.2191,20.7244,101.8198,56.7668,75.6891,10.8127,10.8127,249.5938,70.2827,69.3817,35.1414,25.2297,95.375,98.2651,67.9185,61.2721,54.9647,63.9753,35.1414,117.1379,120.4463,44.6097,24.5354,53.5317,46.8402,107.0634,173.978,204.9772,37.8419,94.6049,132.4468,119.8328,19.109,43.3137,116.6793,69.3769,15.7675,72.5304,119.8328,97.7584,135.6003,87.1234,6.307,25.228,122.9863,78.8374,17.3457,47.7057,43.3744,42.0398
8689,236.3412,92.6768,180.7264,139.0371,240.9685,88.0495,324.3907,217.7884,157.5462,64.8694,417.0676,115.857,49.747,278.0305,208.5338,83.4222,64.8694,46.3602,32.4347,287.3287,78.7949,111.2297,199.2792,273.4032,66.4707,170.4775,95.3509,89.5803,73.4934,53.8593,100.7132,100.7132,15.2546,13.5596,44.9163,23.7294,28.8142,16.9495,73.7305,14.4071,14.4071,15.2546,19.492,95.7649,53.3911,71.1881,10.1697,10.1697,234.7512,66.1032,65.2557,33.0516,23.7294,89.7033,92.4216,63.8796,57.6284,51.6961,60.1709,33.0516,110.172,113.2837,41.9569,23.0763,50.3483,44.0548,100.6966,163.632,189.1847,34.9264,87.316,122.2424,110.6003,17.6367,39.9766,107.6898,64.0318,14.5527,66.9423,110.6003,90.2266,125.153,80.4109,5.8211,23.2843,113.5108,72.7634,16.0093,44.0302,40.0326,38.8008
8690,232.9168,91.334,178.1078,137.0226,237.4771,86.7738,319.6906,214.6328,155.2635,63.9295,411.0247,114.1783,49.0262,274.0021,205.5123,82.2135,63.9295,45.6885,31.9648,283.1656,77.6533,109.618,196.3918,269.4418,65.5076,168.0075,93.9694,88.2824,72.4286,53.0789,99.254,99.254,14.9654,13.3026,44.0649,23.2796,28.2681,16.6283,72.333,14.134,14.134,14.9654,19.1225,93.9498,52.3791,69.8388,9.977,9.977,230.3016,64.8503,64.0189,32.4251,23.2796,88.003,90.6698,62.6688,56.5361,50.7162,59.0304,32.4251,108.0838,111.1365,41.1617,22.6389,49.394,43.2197,98.788,160.5305,194.7566,35.9551,89.8876,125.8427,113.8577,18.1562,41.154,110.8614,65.9176,14.9813,68.9139,113.8577,92.8839,128.839,82.7792,5.9925,23.97,116.8539,74.9064,16.4808,45.3269,41.2116,39.9436
8691,233.7766,91.6712,178.7653,137.5284,238.3537,87.0941,320.8707,215.4251,155.8367,64.1655,412.5419,114.5998,49.2072,275.0135,206.2709,82.517,64.1655,45.8572,32.0828,284.2109,77.9399,110.0227,197.1168,270.4364,65.7494,168.6276,94.3162,88.6083,72.6959,53.2749,99.6203,99.6203,14.8754,13.2226,43.7998,23.1395,28.098,16.5282,71.8977,14.049,14.049,14.8754,19.0074,93.3844,52.0639,69.4185,9.9169,9.9169,228.9158,64.46,63.6336,32.23,23.1395,87.4735,90.1242,62.2917,56.1959,50.4111,58.6752,32.23,107.4334,110.4677,40.914,22.5027,49.0968,42.9597,98.1935,159.5645,211.0762,38.9679,97.4198,136.3877,123.3984,19.6776,44.6025,120.151,71.4412,16.2366,74.6885,123.3984,100.6671,139.635,89.7157,6.4947,25.9786,126.6457,81.1831,17.8618,49.1251,44.6649,43.2907
8692,246.809,96.7816,188.7309,145.1952,251.6412,91.9493,338.7583,227.4344,164.5241,67.7426,435.5399,120.9884,51.9504,290.3447,217.7699,87.1171,67.7426,48.4136,33.8713,300.0548,82.2848,116.1561,208.1055,285.5125,69.4148,178.0281,99.5741,93.5479,76.7485,56.2448,105.1739,105.1739,15.6918,13.9482,46.2035,24.4094,29.64,17.4353,75.8435,14.82,14.82,15.6918,20.0506,98.5093,54.9211,73.2282,10.4612,10.4612,241.4786,67.9976,67.1258,33.9988,24.4094,92.274,95.0702,65.7103,59.2799,53.1776,61.8952,33.9988,113.3293,116.5301,43.1593,23.7376,51.7912,45.3173,103.5824,168.3213,240.6184,44.4219,111.0547,155.4765,140.6692,22.4316,50.8451,136.9674,81.4401,18.5091,85.1419,140.6692,114.7565,159.1784,102.2723,7.4036,29.6146,144.3711,92.5456,20.3617,56.0007,50.9162,49.3496
8693,286.3897,112.3024,218.9976,168.4801,291.9969,106.6952,393.0849,263.908,190.9088,78.6064,505.3873,140.3912,60.2816,336.9073,252.6937,101.088,78.6064,56.1777,39.3032,348.1745,95.4809,134.7841,241.4793,331.3001,80.5468,206.5785,115.5428,108.5502,89.0567,65.2647,122.0406,122.0406,18.8274,16.7354,55.4361,29.287,35.5628,20.9193,90.9989,17.7814,17.7814,18.8274,24.0572,118.1939,65.8957,87.861,12.5516,12.5516,289.732,81.5852,80.5392,40.7926,29.287,110.7126,114.0675,78.8408,71.1255,63.8038,74.2634,40.7926,135.9753,139.8158,51.7836,28.481,62.1403,54.3728,124.2807,201.9561,270.0975,49.8641,124.6604,174.5245,157.9031,25.1798,57.0743,153.7478,91.4176,20.7767,95.573,157.9031,128.8157,178.6799,114.802,8.3107,33.2428,162.0585,103.8836,22.8563,62.8615,57.1542,55.3956
8694,311.0075,121.9558,237.8225,182.9625,317.0966,115.8667,426.8741,286.5933,207.3192,85.3633,548.83,152.4591,65.4634,365.8675,274.415,109.7775,85.3633,61.0066,42.6817,378.1033,103.6883,146.37,262.2366,359.7783,87.4705,224.3357,125.4747,117.881,96.7119,70.8748,132.5311,132.5311,22.1782,19.714,65.3025,34.4994,41.8922,24.6425,107.1947,20.9461,20.9461,22.1782,28.3388,139.2299,77.6237,103.4983,14.7855,14.7855,341.298,96.1056,94.8734,48.0528,34.4994,130.4171,134.3691,92.8728,83.7843,75.1595,87.4807,48.0528,160.176,164.6999,61.0,33.55,73.2,64.05,146.3999,237.8999,276.9874,51.1361,127.8404,178.9765,161.9311,25.8222,58.5302,157.6698,93.7496,21.3067,98.0109,161.9311,132.1017,183.2379,117.7306,8.5227,34.0908,166.1925,106.5336,23.4393,64.4651,58.6121,56.8087
8695,311.3425,122.0872,238.0787,183.1596,317.4382,115.9915,427.334,286.9021,207.5425,85.4553,549.4212,152.6234,65.5339,366.2616,274.7106,109.8957,85.4553,61.0724,42.7276,378.5106,103.8,146.5276,262.5191,360.1659,87.5648,224.5774,125.6099,118.008,96.8161,70.9512,132.6739,132.6739,22.6769,20.1573,66.771,35.2752,42.8342,25.1966,109.6052,21.4171,21.4171,22.6769,28.9761,142.3607,79.3693,105.8257,15.118,15.118,348.9728,98.2667,97.0069,49.1334,35.2752,133.3498,137.3907,94.9612,85.6684,76.8496,89.4479,49.1334,163.7778,168.4035,62.3717,34.3044,74.846,65.4903,149.692,243.2496,273.7694,50.542,126.3551,176.8971,160.0498,25.5221,57.8502,155.8379,92.6604,21.0592,96.8722,160.0498,130.5669,181.109,116.3627,8.4237,33.6947,164.2616,105.2959,23.167,63.7161,57.9312,56.1487
8696,313.9026,123.0911,240.0364,184.6657,320.0485,116.9453,430.8478,289.2612,209.2491,86.158,553.939,153.8784,66.0728,369.2733,276.9695,110.7994,86.158,61.5746,43.079,381.623,104.6535,147.7325,264.6778,363.1275,88.2848,226.4241,126.6428,118.9784,97.6122,71.5346,133.7648,133.7648,22.3282,19.8473,65.7443,34.7328,42.1756,24.8092,107.9198,21.0878,21.0878,22.3282,28.5305,140.1718,78.1489,104.1985,14.8855,14.8855,343.6069,96.7557,95.5153,48.3779,34.7328,131.2993,135.2781,93.501,84.3511,75.6679,88.0725,48.3779,161.2595,165.8141,61.4126,33.7769,73.6952,64.4833,147.3903,239.5093,275.6966,50.8978,127.2446,178.1424,161.1765,25.7018,58.2574,156.935,93.3127,21.2074,97.5542,161.1765,131.4861,182.3839,117.1819,8.483,33.9319,165.418,106.0372,23.3301,64.1646,58.339,56.544
8697,316.5621,124.134,242.07,186.2302,322.76,117.936,434.4981,291.7119,211.0219,86.8879,558.6321,155.1821,66.6326,372.4019,279.316,111.7381,86.8879,62.0962,43.444,384.8562,105.5402,148.9841,266.9202,366.204,89.0328,228.3424,127.7157,119.9864,98.4392,72.1407,134.8981,134.8981,22.1192,19.6615,65.1288,34.4077,41.7807,24.5769,106.9095,20.8904,20.8904,22.1192,28.2634,138.8595,77.4172,103.223,14.7461,14.7461,340.3901,95.8499,94.6211,47.925,34.4077,130.0701,134.0117,92.6257,83.5615,74.9595,87.248,47.925,159.7499,164.2618,60.8377,33.4607,73.0052,63.8796,146.0105,237.267,275.8037,50.9176,127.294,178.2117,161.2391,25.7118,58.2801,156.996,93.349,21.2157,97.5921,161.2391,131.5372,182.4548,117.2274,8.4863,33.9451,165.4822,106.0784,23.3392,64.1896,58.3617,56.5659
8698,315.2943,123.6368,241.1005,185.4843,321.4673,117.4637,432.7579,290.5436,210.1767,86.5399,556.3948,154.5606,66.3657,370.9104,278.1974,111.2906,86.5399,61.8475,43.27,383.3149,105.1175,148.3875,265.8512,364.7373,88.6762,227.4279,127.2042,119.5058,98.0449,71.8517,134.3578,134.3578,22.037,19.5885,64.8868,34.2798,41.6255,24.4856,106.5123,20.8128,20.8128,22.037,28.1584,138.3436,77.1296,102.8395,14.6914,14.6914,339.1255,95.4938,94.2695,47.7469,34.2798,129.5869,133.5138,92.2816,83.251,74.6811,86.9239,47.7469,159.1564,163.6516,60.6117,33.3364,72.734,63.6423,145.468,236.3856,274.2957,50.6392,126.598,177.2373,160.3575,25.5712,57.9614,156.1376,92.8386,21.0997,97.0585,160.3575,130.818,181.4572,116.5865,8.4399,33.7595,164.5774,105.4984,23.2116,63.8386,58.0426,56.2567
8699,312.9484,122.7169,239.3067,184.1043,319.0756,116.5898,429.5381,288.3819,208.613,85.8961,552.2551,153.4106,65.8719,368.1508,276.1275,110.4626,85.8961,61.3874,42.948,380.4629,104.3354,147.2834,263.8732,362.0236,88.0164,225.7358,126.2578,118.6167,97.3154,71.3172,133.3582,133.3582,21.8389,19.4124,64.3035,33.9717,41.2513,24.2655,105.5548,20.6257,20.6257,21.8389,27.9053,137.1,76.4363,101.915,14.5593,14.5593,336.0769,94.6354,93.4221,47.3177,33.9717,128.422,132.3136,91.452,82.5026,74.0097,86.1425,47.3177,157.7256,162.1804,60.0668,33.0367,72.0802,63.0702,144.1604,234.2606,274.3948,50.6575,126.6438,177.3013,160.4154,25.5805,57.9824,156.194,92.8721,21.1073,97.0936,160.4154,130.8652,181.5228,116.6286,8.4429,33.7717,164.6369,105.5365,23.2199,63.8617,58.0635,56.277
8700,313.5039,122.9347,239.7314,184.4311,319.6419,116.7967,430.3006,288.8938,208.9833,86.0485,553.2353,153.6829,65.9888,368.8042,276.6176,110.6586,86.0485,61.4963,43.0243,381.1383,104.5206,147.5449,264.3415,362.6662,88.1726,226.1365,126.4819,118.8272,97.4882,71.4437,133.5949,133.5949,21.641,19.2365,63.7207,33.6638,40.8775,24.0456,104.5982,20.4387,20.4387,21.641,27.6524,135.8574,75.7435,100.9914,14.4273,14.4273,333.0311,93.7777,92.5754,46.8889,33.6638,127.2581,131.1144,90.6232,81.7549,73.339,85.3618,46.8889,156.2962,160.7106,59.5224,32.7373,71.4269,62.4986,142.8538,232.1375,273.3166,50.4584,126.1461,176.6046,159.7851,25.4799,57.7545,155.5802,92.5072,21.0244,96.712,159.7851,130.351,180.8095,116.1703,8.4097,33.639,163.99,105.1218,23.1287,63.6107,57.8354,56.0559
8701,311.3628,122.0952,238.0942,183.1715,317.4589,115.999,427.3618,286.9208,207.556,85.4609,549.457,152.6333,65.5382,366.2855,274.7285,109.9029,85.4609,61.0763,42.7304,378.5353,103.8068,146.5372,262.5362,360.1894,87.5705,224.5921,125.6181,118.0157,96.8224,70.9558,132.6825,132.6825,21.4668,19.0816,63.2078,33.3928,40.5484,23.852,103.7563,20.2742,20.2742,21.4668,27.4298,134.7639,75.1338,100.1785,14.3112,14.3112,330.3504,93.0229,91.8303,46.5114,33.3928,126.2337,130.059,89.8937,81.0968,72.7486,84.6746,46.5114,155.0381,159.4169,59.0433,32.4738,70.852,61.9955,141.704,230.2689,269.984,49.8432,124.608,174.4512,157.8368,25.1692,57.0503,153.6832,91.3792,20.768,95.5328,157.8368,128.7616,178.6048,114.7538,8.3072,33.2288,161.9904,103.84,22.8467,62.8351,57.1302,55.3723
8702,313.187,122.8105,239.4891,184.2446,319.3188,116.6786,429.8656,288.6017,208.772,85.9616,552.6761,153.5276,65.9221,368.4314,276.338,110.5468,85.9616,61.4342,42.9808,380.753,104.4149,147.3957,264.0743,362.2996,88.0835,225.9079,126.354,118.7071,97.3896,71.3715,133.4599,133.4599,21.3052,18.9379,62.7319,33.1414,40.2431,23.6724,102.975,20.1216,20.1216,21.3052,27.2233,133.7492,74.5681,99.4242,14.2035,14.2035,327.863,92.3224,91.1388,46.1612,33.1414,125.2833,129.0797,89.2169,80.4862,72.2009,84.0371,46.1612,153.8707,158.2166,58.5988,32.2293,70.3185,61.5287,140.637,228.5351,272.341,50.2783,125.6958,175.9742,159.2147,25.389,57.5484,155.0249,92.177,20.9493,96.3668,159.2147,129.8857,180.1641,115.7556,8.3797,33.5189,163.4046,104.7465,23.0461,63.3837,57.6289,55.8558
8703,313.9901,123.1254,240.1032,184.7171,320.1376,116.9778,430.9679,289.3418,209.3074,86.182,554.0933,153.9212,66.0912,369.3762,277.0466,110.8303,86.182,61.5917,43.091,381.7293,104.6827,147.7737,264.7515,363.2286,88.3094,226.4871,126.678,119.0115,97.6394,71.5545,133.8021,133.8021,20.8565,18.5391,61.4107,32.4434,39.3955,23.1738,100.8062,19.6978,19.6978,20.8565,26.6499,130.9322,72.9976,97.3301,13.9043,13.9043,320.9576,90.378,89.2193,45.189,32.4434,122.6446,126.3611,87.3378,78.791,70.6802,82.2671,45.189,150.6299,154.8843,57.3645,31.5505,68.8375,60.2328,137.6749,223.7217,286.2919,52.8539,132.1347,184.9886,167.3706,26.6896,60.4963,162.9662,96.8988,22.0225,101.3033,167.3706,136.5392,189.3931,121.6853,8.809,35.2359,171.7751,110.1123,24.2267,66.6306,60.581,58.717
8704,353.5852,138.6519,270.381,208.0105,360.508,131.7291,485.3142,325.8287,235.7017,97.0498,623.9662,173.3312,74.4255,415.9557,311.9831,124.8063,97.0498,69.3586,48.5249,429.8666,117.8835,166.4084,298.1375,409.0329,99.4455,255.0479,142.6525,134.0192,109.952,80.5778,150.6749,150.6749,21.8821,19.4508,64.4307,34.0389,41.3329,24.3135,105.7636,20.6665,20.6665,21.8821,27.9605,137.3712,76.5875,102.1166,14.5881,14.5881,336.7417,94.8226,93.6069,47.4113,34.0389,128.676,132.5753,91.6329,82.6658,74.1561,86.3129,47.4113,158.0376,162.5012,60.1856,33.1021,72.2228,63.1949,144.4455,234.724,323.0942,59.6481,149.1204,208.7686,188.8858,30.1204,68.273,183.9151,109.355,24.8534,114.3256,188.8858,154.0911,213.7392,137.3277,9.9414,39.7654,193.8565,124.267,27.341,75.1958,68.3686,66.265
8705,356.9327,139.9646,272.9408,209.9798,363.921,132.9762,489.9089,328.9134,237.9332,97.9686,629.8735,174.9722,75.1301,419.8937,314.9367,125.9879,97.9686,70.0153,48.9843,433.9363,118.9995,167.9838,300.9601,412.9053,100.387,257.4625,144.0031,135.2881,110.9929,81.3406,152.1014,152.1014,22.4487,19.9544,66.0991,34.9203,42.4032,24.943,108.5022,21.2016,21.2016,22.4487,28.6845,140.9282,78.5706,104.7608,14.9658,14.9658,345.4611,97.2779,96.0307,48.6389,34.9203,132.0079,136.0081,94.0056,84.8063,76.0763,88.5478,48.6389,162.1298,166.7089,61.744,33.9592,74.0929,64.8312,148.1857,240.8018,314.0818,57.9843,144.9608,202.9452,183.617,29.2803,66.3686,178.785,106.3046,24.1601,111.1366,183.617,149.7929,207.7772,133.4971,9.6641,38.6562,188.4491,120.8007,26.5783,73.0983,66.4615,64.4166
8706,342.2783,134.2181,261.7348,201.3588,348.9798,127.5167,469.795,315.4094,228.1645,93.9464,604.0132,167.7885,72.0455,402.6544,302.0066,120.8153,93.9464,67.1407,46.9732,416.1204,114.1138,161.087,288.6037,395.9529,96.2654,246.892,138.0908,129.7336,106.436,78.0011,145.8567,145.8567,24.407,21.6951,71.865,37.9664,46.102,27.1189,117.967,23.051,23.051,24.407,31.1867,153.2215,85.4244,113.8992,16.2713,16.2713,375.5961,105.7635,104.4076,52.8818,37.9664,143.5231,147.8723,102.2058,92.2041,82.7125,96.2719,52.8818,176.2725,181.2511,67.1301,36.9215,80.5561,70.4866,161.1121,261.8072,296.7856,54.7912,136.978,191.7692,173.5054,27.6678,62.7137,168.9395,100.4505,22.8297,105.0165,173.5054,141.5439,196.3351,126.1456,9.1319,36.5275,178.0714,114.1483,25.1147,69.0728,62.8015,60.8692
