hour,Region_R1,Region_R2,Region_R3
6532,5202.3505,2801.3021,1859.2957
6533,5616.0133,2912.9997,2043.684
6534,6020.9781,2995.4363,2196.9111
6535,6256.23,3144.5708,2358.4256
6536,6397.4399,3337.0883,2500.6656
6537,6494.7268,3509.3377,2627.2425
6538,6556.2512,3745.2303,2729.9562
6539,6655.5115,3998.2127,2807.943
6540,6735.0586,4241.7576,2862.885
6541,6787.2409,4446.3883,2894.9393
6542,6809.7006,4466.2065,2888.404
6543,6676.852,4231.5623,2826.7355
6544,6412.4991,4025.399,2705.8022
6545,6293.0209,3966.4377,2611.7319
6546,6272.2161,3497.5703,2586.7407
6547,5986.5799,2968.1143,2608.3885
6548,5378.9441,2520.9108,2369.7322
6549,4827.3353,2213.5332,2095.3369
6550,4515.4681,2072.2063,1870.5355
6551,4458.5199,2143.4808,1747.5514
6552,4469.9885,1844.1292,1695.2174
6553,4349.0864,1802.2551,1609.0459
6554,4351.188,1851.8473,1571.5174
6555,4433.0185,2002.3512,1553.3071
6556,4758.9079,2354.5444,1613.0478
6557,5397.0046,2649.4482,1790.9816
6558,5860.8988,2596.8672,1992.942
6559,5920.6349,2632.8478,2122.4675
6560,6044.4029,2664.1308,2184.981
6561,6189.4438,2715.4292,2286.8419
6562,6256.8038,2727.9056,2369.4081
6563,6258.8344,2735.7053,2413.4438
6564,6300.6784,2749.6642,2445.5603
6565,6294.5813,2751.1994,2490.528
6566,6301.7369,2763.5573,2500.6376
6567,6292.4849,2792.9998,2471.2488
6568,6379.4508,2971.3005,2426.3619
6569,6600.2737,3036.5394,2397.281
6570,6477.4777,2932.8968,2537.293
6571,6254.4511,2752.7556,2553.4418
6572,5935.4334,2451.6004,2433.0082
6573,5427.6144,2179.7772,2240.202
6574,5000.6228,1984.0498,2010.8196
6575,4720.7875,1867.5624,1816.3902
6576,4518.6089,1844.2028,1685.268
6577,4304.1723,1778.956,1541.3273
6578,4232.4896,1722.9335,1486.2422
6579,4250.7149,1752.1445,1483.4523
6580,4275.3507,1766.2455,1471.5797
6581,4235.7572,1722.9519,1495.4928
6582,4551.2476,1918.3372,1558.9087
6583,4962.6271,2175.8332,1669.012
6584,5205.9356,2373.1378,1799.3934
6585,5498.1831,2602.9817,1947.1759
6586,5774.0627,2795.5176,2037.2125
6587,5939.6089,2924.3208,2068.5229
6588,6153.0459,3136.7907,2115.3252
6589,6358.35,3357.0023,2141.0479
6590,6516.8531,3594.3565,2158.5563
6591,6623.3729,3762.0239,2159.5583
6592,6703.5641,3870.6774,2166.9992
6593,6672.821,3886.2399,2211.9732
6594,6569.6587,3753.1284,2258.6278
6595,6715.9659,3739.5353,2375.0657
6596,6164.6896,3289.7797,2373.0337
6597,5483.3613,2755.8813,2166.4799
6598,4937.5969,2285.4629,1898.4893
6599,4684.6658,2038.2608,1737.7404
6600,4416.597,2157.2002,1704.4773
6601,4452.008,2102.7656,1611.8094
6602,4573.7541,2231.924,1617.4546
6603,4883.7033,2473.0327,1677.3554
6604,5246.207,2606.9547,1738.4028
6605,5760.1871,2803.833,1874.2179
6606,6051.9671,2901.4796,2009.0652
6607,6200.3587,2994.7311,2110.1542
6608,6277.3689,3080.2171,2239.6596
6609,6285.8739,3147.0571,2354.4091
6610,6237.0302,3175.0512,2405.839
6611,6309.7367,3330.3107,2473.8002
6612,6440.6309,3477.7679,2513.2736
6613,6530.4245,3622.0074,2532.4533
6614,6540.6434,3735.256,2531.4637
6615,6511.8564,3774.0623,2522.0903
6616,6425.5502,3646.7601,2493.8684
6617,6289.0386,3519.5578,2469.3872
6618,6406.2549,3571.7758,2502.8018
6619,6224.5356,3316.7845,2499.4987
6620,5647.7769,2812.1312,2413.6559
6621,5093.7255,2451.9383,2199.6892
6622,4728.9411,2274.9992,2005.1619
6623,4560.4339,2225.3359,1866.7435
6624,4639.0869,2057.8737,1541.4625
6625,4707.592,2070.3895,1554.3822
6626,4797.4462,2300.086,1674.4473
6627,5091.5495,2744.0586,1988.0189
6628,5619.8529,3444.1604,2515.2416
6629,6014.4569,3608.8048,2666.7368
6630,6235.607,3307.8364,2515.7252
6631,6334.966,3061.3211,2417.7977
6632,6389.2811,2996.2637,2379.4632
6633,6361.8574,2886.1881,2347.468
6634,6278.2145,2813.3284,2309.9193
6635,6179.1982,2755.9918,2294.3201
6636,6027.1177,2686.1841,2250.3264
6637,5882.1893,2611.7287,2204.4857
6638,5800.4731,2653.6054,2284.1702
6639,6113.7425,3115.811,2768.9398
6640,6499.3705,3427.8863,2889.8265
6641,6683.0433,3041.8345,2558.2404
6642,6551.4818,2847.6607,2352.15
6643,6307.435,2588.1902,2105.4209
6644,5924.0929,2247.9971,1784.3353
6645,5528.2901,1966.8126,1531.0507
6646,5167.4405,1882.875,1438.2428
6647,4900.6311,1920.0014,1432.4717
6648,4271.7257,1774.1846,1722.7732
6649,4318.5978,1882.8013,1611.7596
6650,4534.0844,2115.5629,1610.9115
6651,5012.153,2619.9821,1675.3202
6652,5990.7378,2997.4095,1831.5379
6653,6412.0289,2957.3732,1960.0707
6654,6296.9167,2805.3893,2068.3938
6655,6275.7026,2766.5803,2159.2878
6656,6355.5267,2780.6182,2299.6621
6657,6287.3003,2751.1388,2379.4476
6658,6224.0327,2740.2767,2413.352
6659,6259.7901,2752.6898,2414.2748
6660,6226.1482,2721.5858,2367.5113
6661,6218.9493,2710.7526,2312.4947
6662,6226.0201,2710.7789,2270.3853
6663,6276.0263,2859.6766,2267.7213
6664,6666.2159,3010.3437,2498.8434
6665,6814.3651,2908.0257,2827.9304
6666,6427.1868,2655.0853,2748.9151
6667,5842.8476,2322.9182,2580.8529
6668,5186.8847,2034.0999,2405.3514
6669,4625.8404,1824.3531,2205.1649
6670,4386.4581,1754.2849,2045.4461
6671,4346.3383,1718.3279,1823.4781
6672,4548.2623,1752.2339,1409.1269
6673,4522.7273,1756.8159,1431.1229
6674,4742.1488,1791.085,1466.0496
6675,5181.2825,1892.2756,1563.499
6676,5858.5271,2015.3801,1722.5299
6677,6266.5049,2243.673,1914.2626
6678,6305.8259,2530.5509,2027.1309
6679,6450.0108,2702.7345,2124.4187
6680,6513.5657,2710.5184,2199.6544
6681,6483.181,2710.4973,2242.7425
6682,6367.9527,2738.3467,2274.803
6683,6345.4636,2744.5297,2316.8533
6684,6164.9268,2687.0904,2288.5054
6685,6090.3731,2660.6657,2265.5633
6686,6060.6713,2615.708,2227.9509
6687,6038.106,2645.2847,2196.796
6688,6075.7468,2744.8559,2172.2961
6689,6495.4374,2906.3326,2208.2932
6690,6543.7281,3034.8411,2363.892
6691,6095.351,2947.7094,2328.7181
6692,5527.2463,2716.1487,2108.3266
6693,4993.804,2470.7186,1871.4846
6694,4672.6432,2211.477,1683.3588
6695,4566.9482,2029.919,1563.1492
6696,4274.7111,1708.8825,1529.1779
6697,4250.1221,1766.3718,1517.2867
6698,4283.0291,1896.8128,1666.7794
6699,4458.0611,2270.9172,1810.9441
6700,4919.2763,2846.9108,1845.3212
6701,5227.2417,2999.221,1965.5573
6702,5541.6182,2794.5376,2100.3983
6703,5785.7515,2675.264,2187.5937
6704,5816.5708,2662.9192,2234.4364
6705,5804.5032,2607.0836,2262.0124
6706,5762.7059,2560.5434,2272.1219
6707,5716.9011,2549.618,2288.664
6708,5638.3157,2485.9143,2296.8939
6709,5581.1728,2487.4442,2289.5323
6710,5531.1112,2495.2465,2279.4104
6711,5522.9454,2512.4153,2267.4787
6712,5789.812,2692.7722,2378.6291
6713,6267.0548,2619.7757,2579.4009
6714,6202.3321,2484.6475,2500.4199
6715,5919.0943,2267.1931,2343.4117
6716,5469.4369,1989.1001,2138.7142
6717,5090.0937,1774.6609,1931.2393
6718,4719.0581,1687.5318,1764.1418
6719,4533.0483,1665.6942,1647.5359
6720,4693.1751,2098.381,1732.6463
6721,4410.4601,1920.004,1667.5388
6722,4403.2075,1899.7859,1626.3537
6723,4485.8767,1924.6201,1616.4308
6724,4639.9879,1997.5693,1623.0515
6725,4792.1412,2092.3402,1637.8711
6726,5003.6514,2198.1022,1710.5983
6727,5312.1057,2313.0939,1744.7173
6728,5495.0402,2424.952,1816.2854
6729,5547.4857,2482.4834,1900.6161
6730,5562.0428,2479.4945,1949.1582
6731,5560.1818,2453.1119,1969.2544
6732,5558.2135,2442.1734,1978.3603
6733,5538.8258,2404.926,1961.8695
6734,5600.0696,2381.5717,1939.8967
6735,5781.6928,2432.7754,1950.0405
6736,6092.8727,2488.6979,1980.4997
6737,6695.2918,2614.5202,2014.7182
6738,6513.2074,2782.1586,2024.5276
6739,6129.4161,2716.946,2181.8863
6740,5607.4988,2508.8897,2152.2005
6741,5096.7811,2336.4456,2057.4617
6742,4751.4555,2157.8423,1965.6077
6743,4458.0299,2004.039,1807.8789
6744,4086.031,1856.4766,1514.5823
6745,3938.6928,1771.0353,1404.6267
6746,3919.2168,1746.2168,1397.3243
6747,3977.3437,1806.7238,1421.2404
6748,4049.7075,1861.0558,1457.0805
6749,4137.6368,1929.4968,1476.439
6750,4359.2758,2087.9451,1537.2376
6751,4550.4713,2198.3864,1623.6222
6752,4684.6001,2274.6244,1673.2191
6753,4813.6263,2291.8616,1708.166
6754,4855.6712,2287.2191,1729.2518
6755,4824.1845,2285.6445,1723.7699
6756,4791.5355,2285.5708,1721.926
6757,4799.7826,2311.9166,1728.3912
6758,4962.0889,2415.8513,1801.7613
6759,5503.9764,2719.8901,2001.6585
6760,5601.0815,2707.5532,2007.5665
6761,5807.3171,2793.2445,2078.201
6762,5690.8484,2731.3023,2046.732
6763,5439.324,2560.4407,1941.8464
6764,5004.0991,2318.1232,1776.4388
6765,4598.3509,2112.9714,1634.9692
6766,4300.9213,1937.3964,1518.396
6767,4109.6479,1794.4448,1444.0395
6768,4448.1373,1949.407,1520.0362
6769,4269.4527,1839.3446,1495.258
6770,4444.1765,1943.5767,1519.0855
6771,4709.0678,2088.4477,1567.7535
6772,5163.1621,2277.9606,1710.0649
6773,5744.5281,2510.6828,1919.4289
6774,5951.109,2621.0241,2110.3446
6775,6042.3508,2678.6002,2225.0926
6776,6137.6434,2722.0726,2319.6774
6777,6156.1855,2770.1796,2374.8014
6778,6066.449,2720.5243,2371.1633
6779,6026.7049,2687.9114,2362.9257
6780,5964.3938,2658.4031,2356.5148
6781,5851.068,2630.4616,2306.0854
6782,5797.9916,2632.0784,2262.0435
6783,5717.4275,2577.9516,2204.2462
6784,5618.6709,2481.8849,2147.4401
6785,5620.8712,2459.9974,2128.5045
6786,5804.0904,2634.8725,2202.8159
6787,5681.9184,2603.3554,2308.035
6788,5201.4279,2322.1867,2152.8039
6789,4658.6973,2036.523,1902.1646
6790,4421.3438,1904.5309,1737.7389
6791,4402.6874,1921.4603,1701.7014
6792,4473.0015,1943.1478,1580.5379
6793,4429.0819,2070.4948,1629.9824
6794,4355.5072,2258.604,1622.7748
6795,4321.1478,2532.2545,1650.5809
6796,4423.9821,2633.5373,1785.8713
6797,4774.8293,2704.946,2075.7103
6798,5120.1965,2717.4276,2210.5296
6799,5324.4299,2716.0187,2231.7444
6800,5591.042,2779.6908,2313.4858
6801,5916.8742,2840.1768,2418.9646
6802,6173.1757,2841.7225,2499.6247
6803,6363.3229,2844.8798,2562.9038
6804,6541.1341,2861.9117,2619.7566
6805,6719.8723,2886.7118,2585.8677
6806,6814.7737,2917.6711,2612.4074
6807,6806.743,3020.0022,2576.5658
6808,6690.3661,3114.8599,2524.518
6809,6946.3576,2964.3981,2650.3433
6810,6753.142,2695.5295,2615.1958
6811,6475.1901,2397.0842,2481.855
6812,6183.4818,2163.9015,2290.7092
6813,5740.6044,1989.8722,2020.8374
6814,5265.4051,1929.202,1800.634
6815,4883.1319,1877.9246,1697.8363
6816,4296.9283,2206.7503,1621.7059
6817,4262.0841,2163.4779,1618.9813
6818,4286.8324,2090.9076,1637.4186
6819,4390.5678,2059.0236,1699.1307
6820,4525.3406,2082.549,1765.6118
6821,4625.8778,2084.0894,1850.9881
6822,4922.157,2155.585,2033.6055
6823,5213.2369,2376.015,2214.4677
6824,5439.4487,2608.8319,2348.6442
6825,5592.5403,2849.238,2441.396
6826,5691.6639,3023.0831,2468.2141
6827,5756.1026,3276.0234,2492.3293
6828,5835.7692,3550.5461,2470.5416
6829,5909.3976,3888.6409,2453.2586
6830,6002.1644,4226.662,2447.7549
6831,6085.5425,4474.7651,2466.7962
6832,6036.5879,4577.3462,2479.5962
6833,6079.9666,4513.7109,2628.2097
6834,6240.411,4263.4279,2611.2291
6835,5909.8786,4106.1516,2415.4338
6836,5423.1837,3689.9626,2179.2876
6837,4948.8508,3176.2954,1976.2661
6838,4678.8777,2760.5012,1815.6121
6839,4543.9639,2482.8845,1810.0447
6840,4493.994,2140.1972,1653.3459
6841,4379.8572,2076.6856,1607.5347
6842,4331.0446,2072.0379,1607.4337
6843,4390.6145,2177.5762,1685.2572
6844,4596.5298,2408.9343,1899.7112
6845,4859.7507,2586.426,2118.15
6846,5157.1128,2777.432,2312.9525
6847,5514.7797,2921.8188,2457.0861
6848,5808.3091,3089.5652,2570.9953
6849,5999.5219,3274.3672,2699.6992
6850,6150.7776,3335.0426,2745.0075
6851,6272.4734,3477.8627,2762.7475
6852,6346.1399,3575.7119,2804.2545
6853,6391.0038,3907.7369,2832.8916
6854,6377.739,4106.3478,2828.4039
6855,6363.2668,4320.4003,2808.3093
6856,6315.0141,4363.7227,2703.7672
6857,6212.0059,4172.7404,2560.5268
6858,6035.2498,3866.0023,2532.2971
6859,6076.4134,3746.4208,2754.8644
6860,5970.4223,3437.3633,2561.1495
6861,5817.4536,2915.6464,2233.5037
6862,5405.4543,2553.6789,1976.2654
6863,5056.0518,2343.9453,1824.5215
6864,4228.277,2039.7802,1645.4084
6865,4268.0679,2070.7632,1630.4971
6866,4148.7005,2019.6226,1580.0163
6867,4133.6596,2032.2226,1576.3565
6868,4378.1773,2220.2924,1691.0159
6869,4967.8181,2465.8488,1902.9178
6870,5288.7851,2652.0807,2074.7362
6871,5548.4545,2765.4372,2223.4104
6872,5814.2642,2973.4567,2361.0538
6873,6046.2502,3144.2235,2484.1047
6874,6215.7693,3218.7579,2563.2024
6875,6286.2583,3315.0034,2583.5567
6876,6391.3837,3372.248,2598.2347
6877,6457.7907,3417.3056,2612.9828
6878,6501.667,3529.0164,2638.6402
6879,6447.5078,3612.7646,2603.7384
6880,6307.5555,3592.5412,2526.6604
6881,5910.4665,3339.7561,2339.6921
6882,6056.2977,3355.3266,2455.2447
6883,6279.3822,3456.0357,2616.3564
6884,6119.4881,3364.1457,2528.0876
6885,5759.453,3002.3519,2329.8134
6886,5205.689,2604.88,2074.6725
6887,4837.9729,2354.8549,1834.191
6888,4642.8773,1962.2544,1678.0791
6889,4228.374,2042.8348,1617.3939
6890,4103.5336,2174.7505,1555.9602
6891,4019.6257,2323.8403,1539.5409
6892,4087.8417,2420.2806,1600.153
6893,4445.1745,2437.5704,1746.0107
6894,4746.3745,2512.1259,1902.8899
6895,5227.3834,2608.5241,2051.6588
6896,5490.3082,2650.4745,2156.3486
6897,5804.168,2669.0995,2244.4635
6898,6051.5637,2698.5999,2282.093
6899,6256.8626,2655.0722,2300.4355
6900,6327.3862,2593.03,2288.5117
6901,6340.7497,2594.5704,2268.3517
6902,6392.887,2585.446,2251.8764
6903,6433.8507,2605.9984,2230.831
6904,6388.7011,2639.8596,2217.1892
6905,6130.144,2782.2639,2194.2735
6906,5880.6667,2649.0577,2258.55
6907,5800.738,2346.4436,2330.803
6908,6164.0067,2253.0895,2356.1774
6909,5849.284,2176.7305,2199.1164
6910,5314.7433,2100.4162,1966.0166
6911,4863.7365,1996.2367,1772.4323
6912,4422.0059,1927.801,1591.7567
6913,4244.9192,1823.7742,1535.7723
6914,4236.7881,1862.5358,1554.0463
6915,4389.0192,2005.2953,1644.7662
6916,4641.3374,2224.0796,1825.3345
6917,5083.3439,2514.2516,2082.0036
6918,5496.4433,2540.8263,2150.9015
6919,5618.456,2552.0253,2175.8695
6920,5712.7004,2556.9177,2233.8704
6921,5787.3735,2547.7802,2300.0406
6922,5779.2996,2403.6513,2318.4982
6923,5767.0934,2467.3077,2328.6574
6924,5759.9983,2451.8478,2376.3483
6925,5761.0569,2411.5746,2373.6205
6926,5727.4497,2405.3996,2366.2699
6927,5816.3579,2619.4705,2442.321
6928,6305.5516,3137.6669,2643.2964
6929,6393.6436,2878.5674,2636.4262
6930,6203.2955,2677.0729,2516.1824
6931,5940.2824,2521.816,2348.2321
6932,5562.8226,2341.4854,2118.8823
6933,5185.5065,2091.3339,1837.1955
6934,4783.0502,1920.3803,1652.6704
6935,4529.9401,1859.6706,1553.4797
6936,4501.4595,2213.2148,1815.4566
6937,4265.7101,1963.5817,1683.3682
6938,4269.4441,1864.5762,1636.5114
6939,4414.1093,1793.6464,1647.4224
6940,4603.8601,1792.1586,1714.3023
6941,4945.0258,1914.7,1860.2285
6942,5406.3623,2191.2025,2054.172
6943,5675.5278,2321.8172,2212.1527
6944,5931.226,2439.9819,2341.5911
6945,6079.7492,2565.791,2456.3453
6946,6208.9451,2738.2193,2545.4358
6947,6328.709,2867.1278,2627.0731
6948,6275.8905,2901.3996,2663.7285
6949,6288.462,2980.6395,2695.817
6950,6249.9548,3008.5574,2725.1482
6951,6194.1667,3024.1462,2730.697
6952,6115.7076,3090.9177,2716.0532
6953,6034.534,3046.969,2648.1977
6954,6023.9775,2869.6377,2515.5862
6955,5972.8271,3039.9888,2615.768
6956,5822.7789,3146.6229,2646.9323
6957,5501.7514,3051.6757,2488.0693
6958,5123.1637,2736.5221,2258.3557
6959,4770.8563,2441.5445,2066.2669
6960,4631.8734,1875.2384,1800.0471
6961,4445.2558,1842.6387,1758.5339
6962,4336.8196,1814.934,1699.8295
6963,4358.2207,1832.437,1652.1946
6964,4543.0646,1968.9899,1655.9959
6965,5003.9388,2274.5007,1738.8311
6966,5452.8717,2465.5935,1978.3588
6967,5674.9436,2559.0608,2146.3619
6968,5855.0019,2633.7662,2237.2543
6969,5997.2566,2740.9634,2331.7133
6970,6077.2659,2810.9843,2417.9066
6971,6093.8432,2846.8149,2437.1189
6972,6151.2631,2895.0272,2414.1815
6973,6227.1074,2927.648,2453.5258
6974,6267.0488,2953.899,2466.2916
6975,6342.6161,2958.4073,2458.1768
6976,6337.3006,2899.4591,2439.3329
6977,6237.1842,2921.0993,2369.8419
6978,6482.1234,3060.2411,2333.0791
6979,6244.0802,2907.681,2420.9049
6980,5952.7424,2719.5507,2439.8747
6981,5599.18,2512.9769,2346.9269
6982,5262.6077,2261.5192,2174.2386
6983,4878.0495,2064.4329,1908.1619
6984,4484.4711,1903.0826,1553.2776
6985,4402.4952,1864.2999,1517.4329
6986,4520.0554,1910.8349,1525.6783
6987,4794.1312,2070.7526,1589.0196
6988,5159.5528,2266.5695,1674.5219
6989,5588.2107,2476.6768,1842.8018
6990,5915.8883,2611.776,2025.3772
6991,6049.4042,2676.8176,2155.5021
6992,6204.3731,2791.6304,2233.4841
6993,6242.1074,2889.4059,2253.7452
6994,6237.8748,2946.8688,2276.678
6995,6234.8704,3019.7522,2327.9649
6996,6251.3664,3064.8309,2347.2627
6997,6203.4132,3094.3366,2334.4192
6998,6151.2708,3157.9719,2311.474
6999,6087.0173,3207.5667,2261.9844
7000,6023.9454,3222.9319,2231.7289
7001,5972.7593,3187.1486,2240.2262
7002,6014.2501,3142.4331,2274.1462
7003,6004.6397,3033.7901,2377.5835
7004,5631.487,2803.9699,2304.9092
7005,5144.9393,2449.8573,2101.9452
7006,4802.5383,2230.7493,1910.0275
7007,4525.929,2056.8385,1743.0
7008,5011.8518,2193.2598,1647.5795
7009,4639.4868,2007.1147,1573.3349
7010,4458.6678,1915.53,1509.2403
7011,4332.8882,1861.1453,1458.0856
7012,4355.244,1871.9996,1464.8494
7013,4621.1628,2018.2111,1587.9579
7014,5261.9585,2401.8582,1907.914
7015,5815.8818,2636.2998,2159.1727
7016,6070.4036,2681.3574,2279.3497
7017,6315.625,2754.3356,2370.1551
7018,6506.6508,2867.6473,2471.9383
7019,6533.1925,2946.7741,2536.1495
7020,6431.2134,2948.3619,2555.3992
7021,6409.8937,2949.9182,2586.5541
7022,6398.611,2952.9781,2568.1478
7023,6333.467,2862.7865,2521.5166
7024,6381.0825,2777.6951,2476.7789
7025,6977.2982,2894.7956,2620.9499
7026,6899.6795,3065.4072,2734.4143
7027,6683.0027,3092.8119,2702.0164
7028,6515.3342,3037.2815,2620.9661
7029,6235.0747,2846.0992,2418.0207
7030,5803.7137,2547.7618,2130.8722
7031,5211.1152,2268.1573,1858.5167
7032,4730.8411,2306.6137,1742.9658
7033,4748.7133,2275.3833,1622.8603
7034,4795.3671,2335.7614,1550.3928
7035,4979.8804,2512.4796,1507.3295
7036,5354.3954,2804.121,1524.9219
7037,5790.4867,3015.3161,1718.724
7038,6182.5157,3105.9393,2110.4021
7039,6371.0652,3149.6617,2299.3651
7040,6421.577,3109.4439,2371.8839
7041,6414.8248,3042.8644,2415.0156
7042,6403.9438,2977.8202,2452.6886
7043,6378.5715,2959.2215,2479.2999
7044,6378.5992,2909.553,2453.5958
7045,6346.0159,2892.1842,2426.0556
7046,6455.142,2982.3653,2355.4351
7047,6815.2973,3221.1731,2224.2942
7048,6853.0385,3267.7291,2259.1276
7049,6883.5773,3282.0064,2658.9874
7050,6799.0853,3246.3415,2771.7484
7051,6585.8318,3092.8303,2738.7652
7052,6209.0248,2844.564,2670.7589
7053,5692.2706,2596.1635,2481.6498
7054,5232.1918,2373.9956,2176.9959
7055,5038.2715,2246.3592,1903.5685
7056,4584.2482,1810.1337,1470.7596
7057,4472.5306,1826.992,1415.6652
7058,4551.381,1912.4253,1474.3572
7059,4857.1079,2162.4321,1631.2208
7060,5265.0113,2552.1727,1904.5285
7061,5441.0811,2844.1667,2134.815
7062,5836.7939,2900.2628,2197.3362
7063,6215.9172,2855.5051,2250.7049
7064,6374.0913,2889.5164,2292.9978
7065,6420.7591,2924.9655,2324.1807
7066,6424.6402,2941.8159,2313.1842
7067,6390.82,2904.429,2305.8413
7068,6327.4416,2896.5162,2283.8016
7069,6279.4262,2907.2757,2246.169
7070,6301.0385,2936.8577,2246.2063
7071,6652.7191,3149.8854,2361.0274
7072,7179.0637,3401.6405,2497.6284
7073,7263.7427,3192.0068,2450.2439
7074,6868.2775,3042.8434,2428.0628
7075,6391.9538,2878.0806,2293.9298
7076,5969.8361,2555.2141,2031.5828
7077,5608.1686,2241.7378,1771.1528
7078,5289.1959,2028.9627,1596.7202
7079,5020.7021,1968.3583,1533.2964
7080,4450.3687,1768.2385,1599.1649
7081,4348.4277,1695.2762,1531.2442
7082,4251.3244,1673.3781,1496.2911
7083,4230.8451,1693.4384,1489.7963
7084,4273.7979,1707.3394,1507.1772
7085,4203.7383,1698.1256,1514.5963
7086,4427.4149,1826.9551,1631.0948
7087,4748.3143,2033.4684,1830.9999
7088,5043.5627,2243.1283,2025.5785
7089,5305.029,2401.7714,2199.0651
7090,5325.5135,2460.9827,2288.14
7091,5346.9267,2496.7686,2327.6492
7092,5346.9422,2526.2926,2326.7918
7093,5318.3232,2574.3286,2308.4493
7094,5341.9194,2656.5363,2306.6116
7095,5447.3114,2809.9975,2328.5688
7096,5459.2381,2905.9537,2327.5155
7097,5451.552,2886.0592,2306.6396
7098,5555.6672,2877.3164,2303.4976
7099,5933.0464,2970.41,2443.8081
7100,5857.1329,2897.4108,2363.9464
7101,5390.0404,2534.2581,2119.8377
7102,4902.5103,2188.0242,1876.5492
7103,4594.7423,1959.5839,1741.4329
7104,4199.3585,1940.5379,1724.6295
7105,4145.9808,2042.5717,1740.0437
7106,4111.1055,2166.5141,1674.0912
7107,4051.9545,2416.1366,1619.2922
7108,4160.5483,2560.434,1648.1128
7109,4879.1011,2641.4617,1856.5353
7110,5424.9037,2701.0414,2102.3495
7111,5553.6183,2713.8598,2228.0769
7112,5755.185,2746.4464,2269.4532
7113,5926.9857,2783.8359,2295.2195
7114,5953.8061,2821.1544,2319.0968
7115,5967.1886,2794.8376,2291.6359
7116,5964.3609,2763.8941,2254.0779
7117,5942.9962,2773.2343,2254.0795
7118,5957.1758,2810.4159,2254.0593
7119,5950.9074,3050.7378,2243.0721
7120,5815.6594,2974.4577,2273.4613
7121,6039.9922,2911.0619,2575.1293
7122,6078.0693,2759.5253,2641.0305
7123,6008.4034,2505.384,2628.8236
7124,5806.9077,2278.8421,2582.5647
7125,5454.8825,2107.8779,2430.8922
7126,5018.1749,2015.7669,2223.4313
7127,4785.9205,1987.4149,2031.7297
7128,4534.5484,1889.4263,1589.0227
7129,4483.3883,1861.3769,1487.3064
7130,4603.7883,1825.7041,1482.7317
7131,4997.821,1883.217,1522.275
7132,5558.6367,2068.1164,1678.3823
7133,6045.4268,2372.5473,1944.4964
7134,6320.312,2642.5011,2183.0018
7135,6485.8997,2749.6247,2301.3816
7136,6451.4607,2845.8071,2354.6461
7137,6394.5896,2966.808,2414.3168
7138,6300.8438,3030.4986,2421.7343
7139,6226.4771,3097.1991,2434.6509
7140,6237.8464,3154.5989,2419.1123
7141,6144.0919,3225.9944,2392.5601
7142,6096.1613,3272.611,2352.2293
7143,6051.2385,3278.8807,2305.5047
7144,5984.6774,3201.2996,2256.0991
7145,6050.1452,3061.8289,2221.3186
7146,6525.4613,3052.4914,2445.7733
7147,6375.001,3230.6263,2615.0543
7148,5689.6825,2963.5534,2348.9247
7149,5162.3736,2561.4839,2052.5209
7150,4743.2863,2224.5954,1780.9327
7151,4530.456,2030.348,1652.3874
7152,4126.9393,1868.7371,1511.9976
7153,3880.7494,1806.5765,1489.9067
7154,4065.408,1867.2519,1530.2126
7155,4447.2258,2083.2842,1656.76
7156,4929.212,2336.7587,1842.9222
7157,5513.3677,2566.5737,1985.1761
7158,5766.1377,2750.9625,2124.8392
7159,5807.5256,2826.9558,2219.4863
7160,5948.5382,2809.9449,2238.8836
7161,5994.7775,2763.4441,2234.4457
7162,5913.4266,2744.7981,2250.1414
7163,5914.6549,2713.7809,2246.5422
7164,5889.2514,2665.7055,2220.0025
7165,5848.5318,2633.0899,2215.4293
7166,6023.0028,2715.3056,2270.3589
7167,6545.4696,2980.6538,2456.3826
7168,6335.4647,2937.7129,2411.5781
7169,6131.0495,3074.2921,2509.6051
7170,5928.2348,3013.4614,2440.0675
7171,5626.0523,2826.9453,2293.4689
7172,5155.0303,2579.78,2110.8406
7173,4754.2721,2368.4164,1934.5128
7174,4441.2441,2164.992,1809.4703
7175,4476.3937,2061.0099,1719.4135
7176,4600.5173,1857.8723,1597.3755
7177,4414.6062,1890.5273,1601.8553
7178,4411.5672,1921.605,1565.0724
7179,4554.7299,2038.1661,1567.7519
7180,4865.7602,2322.4577,1621.8272
7181,5158.9738,2695.2795,1751.4367
7182,5588.9594,2858.194,1936.167
7183,5764.9356,2866.0384,2087.7166
7184,5938.6146,2859.9581,2186.9151
7185,6078.7245,2807.2587,2243.8938
7186,6146.2004,2726.5572,2279.7509
7187,6191.1007,2662.8982,2338.418
7188,6309.3801,2616.2948,2331.9776
7189,6349.0411,2574.2839,2323.6638
7190,6396.8349,2532.3624,2294.2253
7191,6473.9844,2476.4241,2237.1875
7192,6491.6359,2467.355,2216.9482
7193,6460.447,2523.5275,2221.6784
7194,6496.1109,2757.7375,2282.558
7195,6574.3051,2956.1248,2333.2471
7196,6130.6513,2727.7109,2385.4007
7197,5505.1995,2413.9714,2224.6534
7198,5004.3647,2126.6699,1981.2451
7199,4736.6889,1993.0979,1801.2031
7200,4640.7012,2036.4625,1690.9319
7201,4469.1931,1954.2626,1548.6873
7202,4342.3394,1906.1924,1497.2698
7203,4278.9246,1906.324,1473.4049
7204,4340.1754,1974.8623,1501.9036
7205,4623.6107,2173.6995,1640.7403
