hour,nuclear_north,coal_north,ct_north,wind_north,ccgt_south_1,ccgt_south_2,ct_south,solar_south,coal_east,ccgt_east,ct_east,wind_east
6873,1.0,1.0,1.0,0.5156,1.0,1.0,0.0,0.292,1.0,1.0,1.0,0.8122
6874,1.0,1.0,1.0,0.491,1.0,1.0,0.0,0.3088,1.0,1.0,1.0,0.7757
6875,1.0,1.0,1.0,0.4984,1.0,1.0,0.0,0.3898,1.0,1.0,1.0,0.6924
6876,1.0,1.0,1.0,0.5088,1.0,1.0,0.0,0.4117,1.0,1.0,1.0,0.7167
6877,1.0,1.0,1.0,0.4371,1.0,1.0,0.0,0.3263,1.0,1.0,1.0,0.7056
6878,1.0,1.0,1.0,0.562,1.0,1.0,0.0,0.3199,1.0,1.0,1.0,0.5795
6879,1.0,1.0,1.0,0.5579,1.0,1.0,0.0,0.3001,1.0,1.0,1.0,0.7873
6880,1.0,1.0,1.0,0.5977,1.0,1.0,0.0,0.2311,1.0,1.0,1.0,0.6513
6881,1.0,1.0,1.0,0.626,1.0,1.0,0.0,0.0593,1.0,1.0,1.0,0.52
6882,1.0,1.0,1.0,0.6512,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5949
6883,1.0,1.0,1.0,0.5589,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.6411
6884,1.0,1.0,1.0,0.5524,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5721
6885,1.0,1.0,1.0,0.7282,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4968
6886,1.0,1.0,1.0,0.8167,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5313
6887,1.0,1.0,1.0,0.8157,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5577
6888,1.0,1.0,1.0,0.7871,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4916
6889,1.0,1.0,1.0,0.6166,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5728
6890,1.0,1.0,1.0,0.5671,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6136
6891,1.0,1.0,1.0,0.5542,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.7098
6892,1.0,1.0,1.0,0.5208,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.696
6893,1.0,1.0,1.0,0.4944,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.7436
6894,1.0,1.0,1.0,0.5447,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.7173
6895,1.0,1.0,1.0,0.4519,1.0,1.0,0.0,0.042,1.0,1.0,0.0,0.7447
6896,1.0,1.0,1.0,0.4729,1.0,1.0,0.0,0.1287,1.0,1.0,0.0,0.758
6897,1.0,1.0,1.0,0.4599,1.0,1.0,0.0,0.224,1.0,1.0,0.0,0.7994
6898,1.0,1.0,1.0,0.3819,1.0,1.0,0.0,0.2761,1.0,1.0,0.0,0.8177
6899,1.0,1.0,1.0,0.5255,1.0,1.0,0.0,0.2429,1.0,1.0,0.0,0.6841
6900,1.0,1.0,1.0,0.5852,1.0,1.0,0.0,0.2844,1.0,1.0,0.0,0.6244
6901,1.0,1.0,1.0,0.5104,1.0,1.0,0.0,0.2638,1.0,1.0,0.0,0.6225
6902,1.0,1.0,1.0,0.551,1.0,1.0,0.0,0.3074,1.0,1.0,0.0,0.6516
6903,1.0,1.0,1.0,0.4244,1.0,1.0,0.0,0.2801,1.0,1.0,0.0,0.7056
6904,1.0,1.0,1.0,0.3672,1.0,1.0,0.0,0.2375,1.0,1.0,0.0,0.7346
6905,1.0,1.0,1.0,0.48,1.0,1.0,0.0,0.0818,1.0,1.0,0.0,0.6724
6906,1.0,1.0,1.0,0.5071,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.7304
6907,1.0,1.0,1.0,0.5264,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6596
6908,1.0,1.0,1.0,0.6062,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.7431
6909,1.0,1.0,1.0,0.6492,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.8136
6910,1.0,1.0,1.0,0.6194,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.8028
6911,1.0,1.0,1.0,0.6864,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.7527
6912,1.0,1.0,1.0,0.5405,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6951
6913,1.0,1.0,1.0,0.4769,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5975
6914,1.0,1.0,1.0,0.465,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5096
6915,1.0,1.0,1.0,0.5098,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4881
6916,1.0,1.0,1.0,0.477,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4345
6917,1.0,1.0,1.0,0.3251,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.3014
6918,1.0,1.0,1.0,0.1981,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.2677
6919,1.0,1.0,1.0,0.1983,1.0,1.0,0.0,0.1045,1.0,1.0,0.0,0.2758
6920,1.0,1.0,1.0,0.1767,1.0,1.0,0.0,0.2985,1.0,1.0,0.0,0.2541
6921,1.0,1.0,1.0,0.1386,1.0,1.0,0.0,0.4716,1.0,1.0,0.0,0.2011
6922,1.0,1.0,1.0,0.1028,1.0,1.0,0.0,0.4498,1.0,1.0,0.0,0.1
6923,1.0,1.0,1.0,0.112,1.0,1.0,0.0,0.5716,1.0,1.0,0.0,0.1478
6924,1.0,1.0,1.0,0.1723,1.0,1.0,0.0,0.5541,1.0,1.0,0.0,0.15
6925,1.0,1.0,1.0,0.1837,1.0,1.0,0.0,0.4967,1.0,1.0,0.0,0.1691
6926,1.0,1.0,1.0,0.2683,1.0,1.0,0.0,0.4409,1.0,1.0,0.0,0.182
6927,1.0,1.0,1.0,0.246,1.0,1.0,0.0,0.3766,1.0,1.0,0.0,0.2133
6928,1.0,1.0,1.0,0.2793,1.0,1.0,0.0,0.3017,1.0,1.0,0.0,0.2309
6929,1.0,1.0,1.0,0.3863,1.0,1.0,0.0,0.0841,1.0,1.0,0.0,0.2397
6930,1.0,1.0,1.0,0.3727,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.2943
6931,1.0,1.0,1.0,0.3746,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.3711
6932,1.0,1.0,1.0,0.3442,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4877
6933,1.0,1.0,1.0,0.3931,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4108
6934,1.0,1.0,1.0,0.4696,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4294
6935,1.0,1.0,1.0,0.4971,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.2975
6936,1.0,1.0,1.0,0.4755,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.2663
6937,1.0,1.0,1.0,0.3461,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.2548
6938,1.0,1.0,1.0,0.343,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.3094
6939,1.0,1.0,1.0,0.3287,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.3012
6940,1.0,1.0,1.0,0.3484,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.3538
6941,1.0,1.0,1.0,0.3583,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.326
6942,1.0,1.0,1.0,0.4923,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.2833
6943,1.0,1.0,1.0,0.428,1.0,1.0,0.0,0.0745,1.0,1.0,0.0,0.231
6944,1.0,1.0,1.0,0.2997,1.0,1.0,0.0,0.2537,1.0,1.0,0.0,0.2797
6945,1.0,1.0,1.0,0.2246,1.0,1.0,0.0,0.3595,1.0,1.0,0.0,0.2551
6946,1.0,1.0,1.0,0.1915,1.0,1.0,0.0,0.5269,1.0,1.0,0.0,0.129
6947,1.0,1.0,1.0,0.2623,1.0,1.0,0.0,0.5644,1.0,1.0,0.0,0.1609
6948,1.0,1.0,1.0,0.1864,1.0,1.0,0.0,0.621,1.0,1.0,0.0,0.1247
6949,1.0,1.0,1.0,0.1356,1.0,1.0,0.0,0.6373,1.0,1.0,0.0,0.1366
6950,1.0,1.0,1.0,0.1586,1.0,1.0,0.0,0.5444,1.0,1.0,0.0,0.0993
6951,1.0,1.0,1.0,0.208,1.0,1.0,0.0,0.4592,1.0,1.0,0.0,0.1039
6952,1.0,1.0,1.0,0.1352,1.0,1.0,0.0,0.2813,1.0,1.0,0.0,0.0424
6953,1.0,1.0,1.0,0.0805,1.0,1.0,0.0,0.0909,1.0,1.0,0.0,0.045
6954,1.0,1.0,1.0,0.0657,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0358
6955,1.0,1.0,1.0,0.0862,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0251
6956,1.0,1.0,1.0,0.0948,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0355
6957,1.0,1.0,1.0,0.0782,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0367
6958,1.0,1.0,1.0,0.1043,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0364
6959,1.0,1.0,1.0,0.1132,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0307
6960,1.0,1.0,1.0,0.115,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0454
6961,1.0,1.0,1.0,0.0718,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.042
6962,1.0,1.0,1.0,0.059,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0735
6963,1.0,1.0,1.0,0.1175,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.1141
6964,1.0,1.0,1.0,0.1101,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.1809
6965,1.0,1.0,1.0,0.0849,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.241
6966,1.0,1.0,1.0,0.079,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.2066
6967,1.0,1.0,1.0,0.0865,1.0,1.0,0.0,0.077,1.0,1.0,1.0,0.2128
6968,1.0,1.0,1.0,0.12,1.0,1.0,0.0,0.2831,1.0,1.0,1.0,0.2041
6969,1.0,1.0,1.0,0.1504,1.0,1.0,0.0,0.5009,1.0,1.0,1.0,0.2596
6970,1.0,1.0,1.0,0.1265,1.0,1.0,0.0,0.6555,1.0,1.0,1.0,0.2609
6971,1.0,1.0,1.0,0.1908,1.0,1.0,0.0,0.7494,1.0,1.0,1.0,0.2467
6972,1.0,1.0,1.0,0.2438,1.0,1.0,0.0,0.7833,1.0,1.0,1.0,0.372
6973,1.0,1.0,1.0,0.2193,1.0,1.0,0.0,0.7507,1.0,1.0,1.0,0.3445
6974,1.0,1.0,1.0,0.2154,1.0,1.0,0.0,0.6555,1.0,1.0,1.0,0.2966
6975,1.0,1.0,1.0,0.2574,1.0,1.0,0.0,0.5057,1.0,1.0,1.0,0.269
6976,1.0,1.0,1.0,0.3391,1.0,1.0,0.0,0.3137,1.0,1.0,1.0,0.3508
6977,1.0,1.0,1.0,0.2324,1.0,1.0,0.0,0.0956,1.0,1.0,1.0,0.3653
6978,1.0,1.0,1.0,0.2405,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.4021
6979,1.0,1.0,1.0,0.2419,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.4199
6980,1.0,1.0,1.0,0.2102,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.2494
6981,1.0,1.0,1.0,0.1823,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.1878
6982,1.0,1.0,1.0,0.2492,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.1767
6983,1.0,1.0,1.0,0.2894,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.1973
6984,1.0,1.0,1.0,0.4651,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.1523
6985,1.0,1.0,1.0,0.4132,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.1149
6986,1.0,1.0,1.0,0.4237,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.1081
6987,1.0,1.0,1.0,0.4488,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.1675
6988,1.0,1.0,1.0,0.5247,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0887
6989,1.0,1.0,1.0,0.6355,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0389
6990,1.0,1.0,1.0,0.6356,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0741
6991,1.0,1.0,1.0,0.5352,1.0,1.0,0.0,0.0641,1.0,1.0,1.0,0.0472
6992,1.0,1.0,1.0,0.4681,1.0,1.0,0.0,0.241,1.0,1.0,1.0,0.044
6993,1.0,1.0,1.0,0.4776,1.0,1.0,0.0,0.3775,1.0,1.0,1.0,0.0284
6994,1.0,1.0,1.0,0.5722,1.0,1.0,0.0,0.4532,1.0,1.0,1.0,0.0278
6995,1.0,1.0,1.0,0.4403,1.0,1.0,0.0,0.5798,1.0,1.0,1.0,0.0289
6996,1.0,1.0,1.0,0.3413,1.0,1.0,0.0,0.6398,1.0,1.0,1.0,0.0538
6997,1.0,1.0,1.0,0.4041,1.0,1.0,0.0,0.6028,1.0,1.0,1.0,0.0725
6998,1.0,1.0,1.0,0.3004,1.0,1.0,0.0,0.5103,1.0,1.0,1.0,0.0501
6999,1.0,1.0,1.0,0.2263,1.0,1.0,0.0,0.4114,1.0,1.0,1.0,0.0281
7000,1.0,1.0,1.0,0.3079,1.0,1.0,0.0,0.268,1.0,1.0,1.0,0.0362
7001,1.0,1.0,1.0,0.2935,1.0,1.0,0.0,0.0803,1.0,1.0,1.0,0.0327
7002,1.0,1.0,1.0,0.2745,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0277
7003,1.0,1.0,1.0,0.3824,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0449
7004,1.0,1.0,1.0,0.2989,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0266
7005,1.0,1.0,1.0,0.2167,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0255
7006,1.0,1.0,1.0,0.3336,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0345
7007,1.0,1.0,1.0,0.3532,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0249
7008,1.0,1.0,1.0,0.4124,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0426
7009,1.0,1.0,1.0,0.3852,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0325
7010,1.0,1.0,1.0,0.3761,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0343
7011,1.0,1.0,1.0,0.3203,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0293
7012,1.0,1.0,1.0,0.3466,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.02
7013,1.0,1.0,1.0,0.416,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.02
7014,1.0,1.0,1.0,0.4316,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.02
7015,1.0,1.0,1.0,0.5222,1.0,1.0,1.0,0.0759,1.0,1.0,1.0,0.02
7016,1.0,1.0,1.0,0.5751,1.0,1.0,1.0,0.3058,1.0,1.0,1.0,0.02
7017,1.0,1.0,1.0,0.4779,1.0,1.0,1.0,0.4989,1.0,1.0,1.0,0.02
7018,1.0,1.0,1.0,0.4621,1.0,1.0,1.0,0.6498,1.0,1.0,1.0,0.02
7019,1.0,1.0,1.0,0.4208,1.0,1.0,1.0,0.7341,1.0,1.0,1.0,0.02
7020,1.0,1.0,1.0,0.4847,1.0,1.0,1.0,0.7788,1.0,1.0,1.0,0.02
7021,1.0,1.0,1.0,0.5217,1.0,1.0,1.0,0.7458,1.0,1.0,1.0,0.02
7022,1.0,1.0,1.0,0.5284,1.0,1.0,1.0,0.6413,1.0,1.0,1.0,0.02
7023,1.0,1.0,1.0,0.6106,1.0,1.0,1.0,0.3815,1.0,1.0,1.0,0.0339
7024,1.0,1.0,1.0,0.4423,1.0,1.0,1.0,0.2401,1.0,1.0,1.0,0.0258
7025,1.0,1.0,1.0,0.389,1.0,1.0,1.0,0.0672,1.0,1.0,1.0,0.0358
7026,1.0,1.0,1.0,0.3465,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.059
7027,1.0,1.0,1.0,0.3676,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0598
7028,1.0,1.0,1.0,0.4139,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0646
7029,1.0,1.0,1.0,0.4126,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0812
7030,1.0,1.0,1.0,0.3062,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0756
7031,1.0,1.0,1.0,0.3393,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0426
7032,1.0,1.0,1.0,0.3529,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0424
7033,1.0,1.0,1.0,0.2465,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0781
7034,1.0,1.0,1.0,0.2311,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0984
7035,1.0,1.0,1.0,0.2592,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1051
7036,1.0,1.0,1.0,0.3882,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1379
7037,1.0,1.0,1.0,0.3021,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1361
7038,1.0,1.0,1.0,0.3657,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1415
7039,1.0,1.0,1.0,0.2838,1.0,1.0,1.0,0.0707,1.0,1.0,1.0,0.1279
7040,1.0,1.0,1.0,0.2046,1.0,1.0,1.0,0.248,1.0,1.0,1.0,0.1525
7041,1.0,1.0,1.0,0.1473,1.0,1.0,1.0,0.4036,1.0,1.0,1.0,0.1334
7042,1.0,1.0,1.0,0.1815,1.0,1.0,1.0,0.5298,1.0,1.0,1.0,0.125
7043,1.0,1.0,1.0,0.193,1.0,1.0,1.0,0.5984,1.0,1.0,1.0,0.168
7044,1.0,1.0,1.0,0.1805,1.0,1.0,1.0,0.6652,1.0,1.0,1.0,0.1625
7045,1.0,1.0,1.0,0.2105,1.0,1.0,1.0,0.594,1.0,1.0,1.0,0.1957
7046,1.0,1.0,1.0,0.217,1.0,1.0,1.0,0.4723,1.0,1.0,1.0,0.2379
7047,1.0,1.0,1.0,0.2278,1.0,1.0,1.0,0.3199,1.0,1.0,1.0,0.2357
7048,1.0,1.0,1.0,0.2133,1.0,1.0,1.0,0.206,1.0,1.0,1.0,0.217
7049,1.0,1.0,1.0,0.1624,1.0,1.0,1.0,0.0583,1.0,1.0,1.0,0.151
7050,1.0,1.0,1.0,0.2661,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1112
7051,1.0,1.0,1.0,0.3755,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.139
7052,1.0,1.0,1.0,0.512,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1705
7053,1.0,1.0,1.0,0.4608,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.13
7054,1.0,1.0,1.0,0.3999,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1511
7055,1.0,1.0,1.0,0.365,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1654
7056,1.0,1.0,1.0,0.4587,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2223
7057,1.0,1.0,1.0,0.4563,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3831
7058,1.0,1.0,1.0,0.4074,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4302
7059,1.0,1.0,1.0,0.4376,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3696
7060,1.0,1.0,1.0,0.3739,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.431
7061,1.0,1.0,1.0,0.2711,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3421
7062,1.0,1.0,1.0,0.2831,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5308
7063,1.0,1.0,1.0,0.2504,1.0,1.0,1.0,0.0628,1.0,1.0,1.0,0.4184
7064,1.0,1.0,1.0,0.253,1.0,1.0,1.0,0.1866,1.0,1.0,1.0,0.4537
7065,1.0,1.0,1.0,0.1187,1.0,1.0,1.0,0.3418,1.0,1.0,1.0,0.4503
7066,1.0,1.0,1.0,0.0935,1.0,1.0,1.0,0.4688,1.0,1.0,1.0,0.4115
7067,1.0,1.0,1.0,0.0968,1.0,1.0,1.0,0.6008,1.0,1.0,1.0,0.3696
7068,1.0,1.0,1.0,0.0623,1.0,1.0,1.0,0.5151,1.0,1.0,1.0,0.4847
7069,1.0,1.0,1.0,0.0405,1.0,1.0,1.0,0.4887,1.0,1.0,1.0,0.5298
7070,1.0,1.0,1.0,0.0444,1.0,1.0,1.0,0.4869,1.0,1.0,1.0,0.5106
7071,1.0,1.0,1.0,0.0603,1.0,1.0,1.0,0.3547,1.0,1.0,1.0,0.652
7072,1.0,1.0,1.0,0.0478,1.0,1.0,1.0,0.2197,1.0,1.0,1.0,0.6336
7073,1.0,1.0,1.0,0.0471,1.0,1.0,1.0,0.0559,1.0,1.0,1.0,0.6832
7074,1.0,1.0,1.0,0.0467,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5638
7075,1.0,1.0,1.0,0.0297,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4448
7076,1.0,1.0,1.0,0.0482,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5034
7077,1.0,1.0,1.0,0.0487,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5253
7078,1.0,1.0,1.0,0.0494,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6963
7079,1.0,1.0,1.0,0.0599,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6314
7080,1.0,1.0,1.0,0.0384,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.679
7081,1.0,1.0,1.0,0.0565,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6505
7082,1.0,1.0,1.0,0.0848,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7068
7083,1.0,1.0,1.0,0.0935,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7508
7084,1.0,1.0,1.0,0.1134,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.739
7085,1.0,1.0,1.0,0.1069,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.675
7086,1.0,1.0,1.0,0.1453,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6389
7087,1.0,1.0,1.0,0.117,1.0,1.0,1.0,0.0648,1.0,1.0,1.0,0.5361
7088,1.0,1.0,1.0,0.1207,1.0,1.0,1.0,0.2625,1.0,1.0,1.0,0.5618
7089,1.0,1.0,1.0,0.1266,1.0,1.0,1.0,0.4555,1.0,1.0,1.0,0.3183
7090,1.0,1.0,1.0,0.13,1.0,1.0,1.0,0.6415,1.0,1.0,1.0,0.2765
7091,1.0,1.0,1.0,0.1848,1.0,1.0,1.0,0.6949,1.0,1.0,1.0,0.3462
7092,1.0,1.0,1.0,0.3345,1.0,1.0,1.0,0.7526,1.0,1.0,1.0,0.4187
7093,1.0,1.0,1.0,0.3274,1.0,1.0,1.0,0.6903,1.0,1.0,1.0,0.2886
7094,1.0,1.0,1.0,0.3663,1.0,1.0,1.0,0.6039,1.0,1.0,1.0,0.3339
7095,1.0,1.0,1.0,0.3043,1.0,1.0,1.0,0.4138,1.0,1.0,1.0,0.2518
7096,1.0,1.0,1.0,0.3881,1.0,1.0,1.0,0.2486,1.0,1.0,1.0,0.23
7097,1.0,1.0,1.0,0.346,1.0,1.0,1.0,0.0643,1.0,1.0,1.0,0.2843
7098,1.0,1.0,1.0,0.6151,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2216
7099,1.0,1.0,1.0,0.464,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3233
7100,1.0,1.0,1.0,0.645,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3438
7101,1.0,1.0,1.0,0.7134,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3812
7102,1.0,1.0,1.0,0.6172,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4719
7103,1.0,1.0,1.0,0.7791,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5457
7104,1.0,1.0,1.0,0.7097,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6105
7105,1.0,1.0,1.0,0.6777,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5465
7106,1.0,1.0,1.0,0.5629,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4435
7107,1.0,1.0,1.0,0.5449,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4163
7108,1.0,1.0,1.0,0.5355,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4548
7109,1.0,1.0,1.0,0.6022,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3442
7110,1.0,1.0,1.0,0.7758,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3916
7111,1.0,1.0,1.0,0.7332,1.0,1.0,1.0,0.0613,1.0,1.0,1.0,0.4217
7112,1.0,1.0,1.0,0.5008,1.0,1.0,1.0,0.2503,1.0,1.0,1.0,0.404
7113,1.0,1.0,1.0,0.5538,1.0,1.0,1.0,0.3331,1.0,1.0,1.0,0.4073
7114,1.0,1.0,1.0,0.5007,1.0,1.0,1.0,0.3787,1.0,1.0,1.0,0.4109
7115,1.0,1.0,1.0,0.6514,1.0,1.0,1.0,0.414,1.0,1.0,1.0,0.4467
7116,1.0,1.0,1.0,0.6412,1.0,1.0,1.0,0.5083,1.0,1.0,1.0,0.5086
7117,1.0,1.0,1.0,0.5704,1.0,1.0,1.0,0.4718,1.0,1.0,1.0,0.7348
7118,1.0,1.0,1.0,0.4766,1.0,1.0,1.0,0.4079,1.0,1.0,1.0,0.7367
7119,1.0,1.0,1.0,0.5283,1.0,1.0,1.0,0.332,1.0,1.0,1.0,0.6799
7120,1.0,1.0,1.0,0.4999,1.0,1.0,1.0,0.1877,1.0,1.0,1.0,0.511
7121,1.0,1.0,1.0,0.6223,1.0,1.0,1.0,0.0353,1.0,1.0,1.0,0.3848
7122,1.0,1.0,1.0,0.5978,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3232
7123,1.0,1.0,1.0,0.7039,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3787
7124,1.0,1.0,1.0,0.5848,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3458
7125,1.0,1.0,1.0,0.428,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3786
7126,1.0,1.0,1.0,0.4987,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3195
7127,1.0,1.0,1.0,0.4547,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3559
7128,1.0,1.0,1.0,0.4324,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4308
7129,1.0,1.0,1.0,0.3471,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3941
7130,1.0,1.0,1.0,0.2677,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4295
7131,1.0,1.0,1.0,0.317,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3898
7132,1.0,1.0,1.0,0.3176,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2922
7133,1.0,1.0,1.0,0.2448,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3355
7134,1.0,1.0,1.0,0.3037,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3688
