hour,NORTH,SOUTH,EAST
7053,1047.65,1161.62,706.53
7054,972.32,1067.67,653.35
7055,869.11,969.42,586.69
7056,906.7,966.74,595.39
7057,853.46,924.38,565.0
7058,842.38,904.03,552.38
7059,828.02,874.48,534.63
7060,845.47,890.42,547.27
7061,879.35,926.6,574.8
7062,970.26,1024.46,634.98
7063,1051.27,1141.43,677.68
7064,1110.26,1200.26,696.63
7065,1133.03,1230.73,709.3
7066,1150.91,1237.89,731.22
7067,1129.33,1254.67,744.83
7068,1124.53,1267.07,747.34
7069,1115.43,1265.0,732.86
7070,1114.7,1265.74,724.25
7071,1134.17,1283.77,735.83
7072,1158.05,1301.34,765.53
7073,1209.03,1352.76,804.83
7074,1265.11,1417.39,852.54
7075,1217.93,1422.89,838.57
7076,1170.41,1364.55,804.53
7077,1089.19,1302.65,738.33
7078,992.0,1209.24,683.93
7079,910.73,1104.31,638.64
7080,871.66,1022.49,593.61
7081,837.25,990.55,571.11
7082,812.39,974.03,566.49
7083,807.78,981.27,554.24
7084,824.33,1017.93,564.82
7085,864.16,1053.01,605.65
7086,940.36,1139.01,667.26
7087,1015.94,1199.49,733.75
7088,1066.44,1264.42,747.36
7089,1084.73,1300.13,767.34
7090,1079.83,1314.11,778.96
7091,1067.3,1307.09,773.43
7092,1077.39,1306.31,764.34
7093,1059.19,1297.31,762.77
7094,1062.77,1310.06,759.98
7095,1088.06,1326.95,777.74
7096,1100.8,1375.66,802.71
7097,1150.97,1436.89,840.21
7098,1189.06,1508.26,867.87
7099,1183.68,1504.52,862.91
7100,1148.19,1417.06,832.67
7101,1057.04,1347.67,783.69
7102,981.12,1258.85,718.26
7103,908.77,1156.56,666.66
7104,855.85,1087.69,630.96
7105,811.86,1051.86,601.65
7106,794.14,1002.87,585.6
7107,785.92,1001.76,580.03
7108,800.75,1006.93,574.11
7109,847.04,1070.82,605.37
7110,919.46,1176.27,677.91
7111,1013.49,1261.65,739.89
7112,1068.21,1304.22,769.86
7113,1089.43,1344.11,778.29
7114,1078.8,1351.28,789.16
7115,1086.38,1352.14,793.6
7116,1087.57,1340.4,804.41
7117,1061.36,1336.31,787.0
7118,1056.27,1362.01,781.56
7119,1048.3,1338.45,782.57
7120,1087.13,1421.36,821.81
7121,1140.42,1487.69,856.69
7122,1157.89,1547.36,880.13
7123,1154.1,1522.44,850.08
7124,1104.06,1452.94,804.21
7125,1041.15,1360.61,758.25
7126,956.16,1237.14,703.89
7127,867.69,1120.69,639.5
7128,813.19,1066.71,597.53
7129,769.57,994.8,581.56
7130,751.39,973.81,584.48
7131,744.13,956.03,583.24
7132,753.44,957.2,599.97
7133,790.19,1031.51,642.01
7134,866.95,1120.7,720.6
7135,977.1,1205.56,779.64
7136,1008.6,1253.22,800.62
7137,1022.5,1266.81,829.96
7138,1075.2,1280.31,825.38
7139,1089.91,1296.11,820.61
7140,1070.98,1300.57,808.67
7141,1070.96,1286.66,797.63
7142,1058.58,1276.32,777.64
7143,1080.19,1299.97,771.09
7144,1107.73,1336.25,787.23
7145,1152.74,1390.97,812.26
7146,1216.43,1467.72,852.88
7147,1212.44,1452.71,845.73
7148,1171.12,1407.59,814.69
7149,1099.93,1336.18,766.94
7150,1007.17,1249.18,705.3
7151,927.25,1150.73,653.3
7152,886.71,1078.66,617.41
7153,842.57,1023.0,584.45
7154,835.73,991.9,557.66
7155,829.79,952.53,553.86
7156,839.76,972.97,552.69
7157,883.25,1026.2,584.83
7158,969.6,1138.64,644.15
7159,1039.3,1238.68,691.38
7160,1078.63,1298.66,723.27
7161,1100.26,1301.31,740.12
7162,1103.03,1294.93,749.69
7163,1115.69,1268.65,758.75
7164,1113.5,1268.47,753.1
7165,1110.27,1246.19,751.87
7166,1115.96,1234.58,745.93
7167,1125.92,1254.84,743.92
7168,1137.33,1286.87,772.88
7169,1213.05,1325.83,819.04
7170,1251.0,1421.95,854.79
7171,1236.02,1410.84,845.27
7172,1174.93,1333.19,789.74
7173,1091.77,1240.26,753.91
7174,1023.38,1143.95,679.14
7175,949.78,1047.62,627.38
7176,836.38,932.34,563.75
7177,792.13,887.1,537.05
7178,774.96,885.13,524.91
7179,763.01,868.97,520.06
7180,769.2,885.34,527.86
7181,810.55,943.39,570.62
7182,884.64,1051.82,620.28
7183,965.48,1163.61,668.02
7184,1005.57,1205.95,692.55
7185,1030.22,1227.92,720.5
7186,1030.22,1202.26,721.51
7187,1046.41,1210.98,731.31
7188,1032.99,1226.89,739.42
7189,1014.38,1227.27,737.47
7190,1006.65,1224.67,744.4
7191,1002.53,1260.04,761.68
7192,1043.49,1288.17,783.74
7193,1078.73,1334.98,813.42
7194,1107.55,1373.52,841.39
7195,1114.64,1342.55,828.54
7196,1058.26,1293.63,813.23
7197,988.38,1214.91,754.1
7198,900.42,1127.98,696.99
7199,833.27,1026.99,625.4
7200,795.37,963.64,587.89
7201,762.76,892.42,556.03
7202,747.17,874.19,544.81
7203,737.05,864.14,540.66
7204,741.38,864.37,555.22
7205,772.23,909.66,591.27
7206,862.22,998.55,647.43
7207,948.03,1114.22,696.3
7208,978.11,1145.91,716.39
7209,997.15,1174.34,731.51
7210,1002.39,1170.72,738.21
7211,997.87,1175.3,745.79
7212,999.95,1180.95,739.42
7213,985.26,1167.91,742.96
7214,974.08,1169.25,728.53
7215,966.52,1186.8,729.27
7216,976.72,1214.76,739.86
7217,1020.14,1286.81,772.01
7218,1058.21,1328.56,811.01
7219,1040.17,1316.48,800.34
7220,1006.16,1265.71,765.71
7221,943.62,1188.99,721.88
7222,878.65,1105.52,662.32
7223,804.3,1016.17,608.62
7224,810.77,1032.09,616.81
7225,774.07,977.43,578.2
7226,743.88,939.93,559.94
7227,741.16,911.87,554.74
7228,743.93,906.17,570.43
7229,794.38,977.05,608.73
7230,871.91,1046.71,684.56
7231,965.87,1161.66,748.71
7232,993.56,1199.55,773.89
7233,1006.9,1243.95,786.68
7234,1024.02,1223.56,791.37
7235,1051.1,1234.76,793.45
7236,1073.79,1260.37,795.37
7237,1064.04,1260.94,789.94
7238,1087.54,1256.82,777.54
7239,1093.2,1240.13,793.86
7240,1138.37,1257.58,797.84
7241,1176.77,1343.5,832.19
7242,1223.85,1388.09,873.01
7243,1178.66,1377.68,870.46
7244,1112.59,1325.03,827.82
7245,1048.88,1222.75,791.92
7246,952.67,1136.31,725.01
7247,878.39,1037.3,647.31
7248,840.28,980.37,611.85
7249,794.88,927.61,569.24
7250,765.99,887.99,549.16
7251,752.55,874.26,546.35
7252,754.7,896.04,550.66
7253,795.14,950.39,583.99
7254,877.63,1048.17,633.49
7255,955.63,1158.71,698.86
7256,1018.3,1205.67,713.3
7257,1030.46,1232.45,740.28
7258,1059.72,1238.87,743.52
7259,1056.92,1267.71,765.19
7260,1058.9,1273.39,757.28
7261,1064.79,1253.47,767.55
7262,1079.41,1231.87,758.17
7263,1083.84,1263.3,748.91
7264,1122.17,1289.3,771.51
7265,1179.77,1352.78,820.25
7266,1213.12,1443.68,857.52
7267,1210.92,1444.77,861.4
7268,1182.82,1407.52,830.79
7269,1111.57,1307.72,769.27
7270,1029.89,1219.96,715.16
7271,948.35,1115.7,654.7
7272,879.0,1051.06,610.05
7273,839.31,1021.46,580.97
7274,806.74,989.38,565.13
7275,789.76,974.15,566.49
7276,820.24,974.61,569.65
7277,859.27,1034.66,594.91
7278,935.52,1128.34,648.41
7279,1033.2,1243.34,722.97
7280,1062.57,1267.75,746.31
7281,1076.92,1299.87,771.98
7282,1102.64,1300.86,768.86
7283,1112.26,1323.43,780.08
7284,1090.42,1321.39,781.42
7285,1086.42,1298.79,783.93
7286,1080.51,1291.66,792.14
7287,1110.44,1290.2,798.54
7288,1132.84,1340.56,814.52
7289,1199.34,1384.89,866.77
7290,1266.0,1429.8,888.7
7291,1239.86,1423.64,856.11
7292,1181.15,1388.06,800.19
7293,1109.17,1298.32,734.82
7294,1011.07,1192.96,683.49
7295,927.75,1095.24,643.26
7296,873.24,1003.01,590.25
7297,827.34,940.65,556.46
7298,805.86,913.35,543.37
7299,795.22,894.61,546.87
7300,806.67,890.07,548.9
7301,842.34,949.57,582.18
7302,919.97,1049.95,638.52
7303,1001.99,1149.33,718.6
7304,1043.07,1188.76,748.81
7305,1058.26,1216.01,765.93
7306,1073.01,1237.91,773.06
7307,1059.83,1247.49,775.65
7308,1051.5,1256.1,783.4
7309,1039.35,1233.21,764.16
7310,1030.0,1236.56,745.45
7311,1063.34,1267.86,751.58
7312,1095.29,1324.71,781.21
7313,1149.94,1408.37,811.95
7314,1184.86,1462.18,843.05
7315,1175.58,1448.56,823.62
7316,1108.82,1376.83,798.72
7317,1037.8,1260.72,753.89
7318,947.68,1144.34,695.35
7319,866.77,1047.07,637.93
7320,794.59,983.72,590.09
7321,747.74,953.16,552.42
7322,745.76,943.75,538.18
7323,746.11,923.28,535.19
7324,770.49,944.71,546.59
7325,826.17,988.26,573.16
7326,916.71,1095.7,636.68
7327,994.72,1205.98,706.66
7328,1023.57,1273.23,734.89
7329,1059.75,1289.06,751.97
7330,1071.24,1315.35,756.97
7331,1114.36,1296.91,762.78
7332,1108.18,1315.9,764.01
7333,1121.88,1301.03,771.61
7334,1117.54,1299.24,778.72
7335,1143.68,1278.94,792.28
7336,1196.45,1309.69,809.06
7337,1233.86,1393.6,836.48
7338,1267.54,1435.22,869.17
7339,1238.94,1434.51,872.91
7340,1166.29,1371.73,849.76
7341,1099.86,1299.69,771.32
7342,1010.97,1199.89,730.68
7343,925.53,1085.43,670.5
7344,817.91,948.42,591.13
7345,760.15,918.6,549.52
7346,752.05,898.78,532.86
7347,738.49,884.16,529.89
7348,752.64,917.92,528.53
7349,797.39,976.21,536.82
7350,890.2,1080.13,593.09
7351,968.12,1178.29,646.69
7352,981.9,1233.01,685.4
7353,1001.8,1263.57,697.27
7354,1013.59,1240.11,702.96
7355,1010.32,1254.44,715.3
7356,1012.22,1248.71,723.36
7357,998.15,1226.53,709.45
7358,982.23,1221.16,716.65
7359,1000.96,1208.51,718.15
7360,1023.38,1215.78,738.2
7361,1066.84,1291.89,777.97
7362,1099.89,1344.58,812.58
7363,1108.46,1293.93,807.1
7364,1060.28,1229.82,760.92
7365,994.25,1165.09,696.04
7366,912.53,1071.38,640.51
7367,840.95,996.51,593.47
7368,807.86,947.83,561.13
7369,774.01,886.41,534.89
7370,759.65,862.19,520.7
7371,754.1,846.34,515.31
7372,750.75,843.53,515.58
7373,781.58,873.12,547.6
7374,857.58,952.74,607.94
7375,927.45,1033.54,659.65
7376,954.12,1083.46,690.03
7377,951.95,1122.36,688.86
7378,947.24,1142.43,697.05
7379,956.24,1165.59,702.57
7380,958.34,1162.62,713.1
7381,942.36,1160.86,704.0
7382,946.46,1159.26,710.76
7383,953.33,1164.83,713.55
7384,997.67,1226.99,713.7
7385,1044.61,1248.15,745.41
7386,1093.89,1264.37,774.39
7387,1089.09,1262.14,769.5
7388,1025.27,1205.43,737.8
7389,961.2,1110.63,686.81
7390,874.82,1013.47,631.33
7391,802.45,920.18,570.66
7392,809.94,943.85,563.96
7393,776.7,914.25,537.14
7394,746.05,910.77,519.78
7395,739.01,882.11,521.47
7396,756.89,880.28,515.1
7397,808.14,912.22,546.08
7398,882.3,1023.45,618.71
7399,965.1,1124.99,674.42
7400,1009.98,1175.36,703.56
7401,1052.24,1204.47,722.44
7402,1044.35,1217.35,734.84
7403,1044.51,1214.01,738.82
7404,1083.81,1224.45,730.41
7405,1070.35,1211.98,730.33
7406,1046.43,1196.05,714.02
7407,1050.81,1219.35,730.06
7408,1045.95,1250.31,748.64
7409,1102.41,1315.24,785.0
7410,1157.57,1362.64,809.07
7411,1137.47,1368.38,817.9
7412,1084.94,1313.98,785.41
7413,1031.29,1218.28,733.05
7414,932.61,1129.81,673.8
7415,842.62,1040.43,616.57
7416,797.22,984.63,597.83
7417,754.12,948.91,559.51
7418,735.3,917.67,552.5
7419,716.89,913.16,548.76
7420,732.27,906.11,565.87
7421,772.94,953.29,599.14
7422,860.25,1046.1,657.92
7423,944.59,1162.69,725.02
7424,990.1,1209.02,755.59
7425,994.52,1242.51,775.69
7426,1014.79,1228.06,794.1
7427,1023.9,1235.8,800.13
7428,1025.35,1224.33,793.87
7429,1032.7,1251.63,778.39
7430,1026.0,1241.59,780.7
7431,1056.79,1255.22,778.52
7432,1108.89,1293.8,796.34
7433,1172.41,1328.61,822.95
7434,1200.34,1368.8,856.74
7435,1159.31,1365.76,840.94
7436,1126.49,1309.23,791.62
7437,1057.83,1192.63,731.48
7438,968.02,1094.84,670.55
7439,900.98,1018.28,611.19
7440,843.09,965.61,577.71
7441,798.9,933.6,549.1
7442,784.73,899.3,538.11
7443,764.74,902.45,534.46
7444,775.31,914.28,546.79
7445,828.65,981.21,562.43
7446,914.82,1078.68,610.9
7447,1014.02,1147.46,672.35
7448,1070.7,1208.38,703.24
7449,1091.53,1226.09,726.86
7450,1071.03,1232.93,720.67
7451,1067.74,1223.65,724.52
7452,1079.4,1249.94,723.13
7453,1049.76,1230.57,719.01
7454,1047.45,1254.96,720.53
7455,1064.18,1260.23,732.88
7456,1116.65,1282.1,753.85
7457,1161.42,1364.18,803.33
7458,1194.61,1411.24,849.24
7459,1185.12,1397.68,830.17
7460,1139.96,1316.17,794.48
7461,1066.47,1226.29,750.99
7462,997.32,1137.92,697.11
7463,904.84,1026.23,634.79
7464,856.87,959.16,598.79
7465,820.06,909.07,558.52
7466,795.49,888.07,544.23
7467,793.52,893.9,527.75
7468,805.61,903.09,538.75
7469,856.03,943.37,559.85
7470,943.35,1073.93,617.97
7471,1033.12,1164.9,677.66
7472,1067.31,1210.35,707.26
7473,1080.09,1229.1,716.5
7474,1106.76,1237.12,722.56
7475,1125.14,1250.61,741.16
7476,1110.47,1264.71,737.74
7477,1101.75,1258.11,731.39
7478,1070.15,1273.43,726.96
7479,1074.03,1299.99,743.93
7480,1119.53,1338.43,766.37
7481,1170.82,1404.62,795.01
7482,1215.21,1470.67,824.08
7483,1161.32,1435.99,815.14
7484,1108.09,1411.06,793.56
7485,1044.71,1309.72,742.6
7486,971.35,1200.09,673.53
7487,901.82,1081.31,621.05
7488,850.79,1000.59,597.29
7489,808.61,962.09,575.85
7490,775.94,961.19,553.12
7491,765.33,940.1,543.77
7492,764.9,954.54,550.59
7493,788.55,1005.21,579.22
7494,858.61,1116.1,639.82
7495,959.28,1245.2,694.75
7496,998.96,1314.36,715.56
7497,1025.03,1331.47,738.42
7498,1031.29,1347.13,735.42
7499,1020.74,1364.2,735.62
7500,1037.36,1358.26,726.09
7501,1002.2,1323.61,725.63
7502,999.52,1307.52,727.32
7503,1013.28,1334.01,742.98
7504,1050.36,1387.58,757.41
7505,1093.59,1443.83,781.32
7506,1110.45,1494.79,806.02
7507,1095.18,1496.87,798.65
7508,1043.11,1399.32,767.26
7509,972.45,1300.09,704.59
7510,914.29,1223.99,655.45
7511,828.18,1120.97,594.8
7512,734.82,963.97,517.62
7513,704.12,915.84,501.12
7514,698.07,900.53,475.93
7515,690.39,860.51,473.16
7516,709.39,872.57,482.8
7517,747.37,913.21,504.26
7518,829.12,984.05,553.17
7519,889.66,1074.44,614.72
7520,898.55,1117.2,657.42
7521,925.78,1139.14,679.79
7522,944.39,1145.45,702.07
7523,963.26,1142.53,702.4
7524,960.11,1123.16,688.83
7525,972.57,1104.68,682.04
7526,969.31,1118.75,688.96
7527,986.48,1134.39,680.13
7528,1024.74,1167.46,692.54
7529,1097.33,1207.8,718.72
7530,1132.76,1247.29,749.21
7531,1114.86,1250.21,746.09
7532,1047.95,1204.85,707.86
7533,1002.21,1122.65,665.54
7534,929.94,1003.46,606.15
7535,856.82,913.68,553.42
7536,840.14,855.96,513.76
7537,800.94,807.43,489.32
7538,767.31,785.47,473.4
7539,754.83,786.26,472.94
7540,755.54,798.8,480.46
7541,791.48,853.86,505.67
7542,866.55,923.5,570.19
7543,939.0,1006.57,625.86
7544,962.25,1025.82,649.72
7545,1002.4,1044.94,658.81
7546,1016.4,1045.33,656.6
7547,1023.78,1078.33,663.94
7548,1033.6,1087.94,667.96
7549,1029.38,1094.84,647.01
7550,1032.41,1091.48,637.75
7551,1050.42,1090.65,642.11
7552,1081.5,1110.5,653.86
7553,1139.96,1170.53,687.91
7554,1189.62,1244.26,717.2
7555,1179.71,1242.14,712.66
7556,1123.7,1184.4,689.09
7557,1069.48,1108.27,642.48
7558,978.84,1023.52,594.26
7559,898.83,962.38,539.02
7560,915.63,987.16,549.48
7561,863.04,941.46,524.95
7562,831.63,917.96,505.29
7563,816.37,908.51,499.54
7564,821.74,925.28,507.83
7565,849.56,968.25,538.38
7566,927.51,1053.66,596.5
7567,1015.87,1163.39,646.59
7568,1075.03,1211.21,682.19
7569,1103.53,1248.32,702.11
7570,1079.35,1283.2,703.99
7571,1099.54,1300.63,702.28
7572,1092.74,1302.94,698.59
7573,1089.21,1334.47,681.11
7574,1089.66,1332.21,685.74
7575,1098.29,1323.66,705.56
7576,1129.31,1353.24,740.96
7577,1182.56,1437.29,766.39
7578,1245.63,1461.87,803.41
7579,1234.37,1432.99,798.64
7580,1195.84,1385.15,742.44
7581,1131.28,1289.56,694.35
7582,1050.2,1185.07,638.77
7583,940.26,1096.25,595.9
7584,899.6,1019.01,555.88
7585,850.16,950.86,533.95
7586,834.69,910.27,520.7
7587,813.35,904.19,505.65
7588,812.14,918.42,510.32
7589,875.38,958.07,549.4
7590,951.12,1038.94,604.25
7591,1051.33,1130.08,667.96
7592,1095.52,1193.68,704.02
7593,1110.74,1205.15,714.71
7594,1120.17,1207.6,711.09
7595,1112.85,1202.52,708.97
7596,1112.78,1198.76,723.61
7597,1087.85,1194.07,718.95
7598,1083.44,1226.67,704.49
7599,1107.41,1241.7,720.34
7600,1143.25,1276.43,725.89
7601,1175.53,1349.64,753.9
7602,1231.55,1408.42,784.02
7603,1221.44,1385.35,804.33
7604,1161.22,1360.37,777.87
7605,1098.08,1270.98,724.48
7606,1011.04,1173.33,668.97
7607,913.2,1079.35,619.94
7608,883.16,1016.22,593.44
7609,839.82,981.47,562.43
7610,817.41,947.15,546.29
7611,802.71,940.76,533.56
7612,825.15,952.46,545.07
7613,862.72,1011.06,580.63
7614,931.3,1106.02,623.54
7615,1008.35,1198.35,677.19
7616,1068.7,1255.55,695.41
7617,1101.33,1282.27,711.54
7618,1108.49,1279.13,708.41
7619,1137.59,1308.51,704.86
7620,1146.63,1315.56,716.71
7621,1130.64,1297.72,709.6
7622,1127.25,1287.02,710.32
7623,1141.59,1301.56,722.29
7624,1161.82,1345.62,753.02
7625,1215.56,1379.06,784.73
7626,1262.97,1431.84,809.55
7627,1226.26,1427.36,799.59
7628,1170.72,1325.42,776.0
7629,1092.74,1242.94,726.42
7630,1021.12,1154.77,668.01
7631,914.43,1063.4,615.11
7632,860.75,1007.15,591.93
7633,814.98,952.59,563.17
7634,804.74,915.46,546.61
7635,794.42,883.42,551.6
7636,823.34,907.12,566.71
7637,873.28,962.37,603.29
7638,955.3,1072.26,658.01
7639,1044.72,1158.11,711.2
7640,1083.12,1216.53,723.72
7641,1115.81,1217.36,746.01
7642,1108.15,1215.99,753.01
7643,1107.91,1229.72,743.33
7644,1114.65,1239.47,753.88
7645,1120.53,1251.57,743.0
7646,1090.67,1246.35,740.64
7647,1120.68,1244.21,734.03
7648,1151.05,1265.41,760.04
7649,1177.65,1313.57,800.46
7650,1176.19,1397.54,828.42
7651,1146.95,1396.52,817.05
7652,1101.2,1351.37,806.31
7653,1034.16,1259.48,743.33
7654,965.09,1159.69,679.29
7655,880.31,1068.97,627.22
7656,822.48,996.8,582.8
7657,781.17,943.51,547.14
7658,764.44,910.88,540.81
7659,759.39,893.39,537.54
7660,764.29,905.35,547.63
7661,816.82,943.19,577.32
7662,893.99,1041.04,629.38
7663,967.51,1139.32,684.33
7664,1004.38,1183.83,712.08
7665,1042.51,1195.3,733.63
7666,1053.92,1208.88,744.14
7667,1057.73,1213.44,742.54
7668,1073.46,1214.73,749.39
7669,1094.17,1219.57,726.94
7670,1097.86,1201.03,724.39
7671,1125.86,1245.3,721.7
7672,1172.54,1279.11,735.6
7673,1217.63,1344.44,789.71
7674,1261.08,1378.84,803.7
7675,1230.67,1384.93,789.78
7676,1174.76,1321.34,761.56
7677,1092.25,1230.34,709.93
7678,1003.36,1126.28,657.09
7679,911.44,1027.82,613.21
7680,799.06,902.7,541.17
7681,766.33,860.12,511.88
7682,746.49,837.29,498.1
7683,720.69,818.94,494.88
7684,725.17,822.22,505.32
7685,750.74,861.1,531.86
7686,831.39,953.23,587.36
7687,915.76,1048.68,643.16
7688,959.63,1102.85,668.74
7689,971.5,1124.37,676.79
7690,986.87,1140.08,689.31
7691,993.05,1148.11,697.94
7692,981.43,1123.77,680.23
7693,984.44,1110.67,667.27
7694,997.21,1106.34,663.98
7695,1020.79,1103.88,669.58
7696,1043.7,1129.44,699.98
7697,1110.14,1186.28,761.44
7698,1143.75,1213.36,764.9
7699,1144.13,1194.86,761.13
7700,1088.22,1168.19,728.55
7701,1017.06,1073.79,680.61
7702,911.18,990.49,631.81
7703,833.33,895.95,579.42
7704,790.04,836.54,542.71
7705,749.38,796.42,516.31
7706,748.13,768.79,506.32
7707,728.64,767.23,502.13
7708,734.57,793.42,509.57
7709,766.15,845.8,532.25
7710,838.99,943.59,604.83
7711,929.89,1012.89,661.19
7712,988.51,1053.63,693.3
7713,1000.65,1082.77,701.33
7714,1002.86,1106.56,708.29
7715,999.84,1141.94,715.18
7716,1018.73,1156.04,697.97
7717,1024.39,1155.86,684.81
7718,1023.78,1189.65,678.53
7719,1016.91,1199.1,680.2
7720,1030.96,1226.26,691.04
7721,1083.96,1282.99,724.47
7722,1132.74,1311.69,763.88
7723,1096.06,1299.03,758.53
7724,1047.17,1215.51,715.25
7725,1003.61,1130.23,661.8
7726,924.78,1040.65,608.35
7727,864.11,963.56,548.2
7728,885.24,985.73,558.15
7729,831.31,925.79,540.94
7730,807.88,923.46,523.89
7731,796.88,911.11,518.18
7732,798.98,924.05,522.96
7733,832.33,952.63,546.99
7734,934.89,1039.26,604.16
7735,1008.81,1147.25,654.7
7736,1066.7,1196.09,676.4
7737,1083.25,1220.13,677.5
7738,1094.79,1233.93,686.95
7739,1114.28,1223.32,705.17
7740,1106.95,1221.5,712.96
7741,1105.08,1229.76,720.3
7742,1078.31,1244.13,714.83
7743,1096.8,1252.32,730.01
7744,1095.71,1309.98,741.35
7745,1147.11,1348.28,783.58
7746,1204.62,1378.57,828.23
7747,1206.34,1395.57,825.6
7748,1137.34,1341.31,804.68
7749,1051.97,1249.15,747.01
7750,964.83,1149.28,687.07
7751,888.79,1040.85,621.78
7752,820.38,980.27,585.12
7753,783.68,933.42,558.1
7754,769.88,908.49,543.62
7755,759.83,883.23,533.13
7756,778.06,897.34,536.92
7757,823.95,938.01,567.53
7758,902.72,1019.35,622.97
7759,963.52,1129.33,670.17
7760,1009.68,1206.14,682.43
7761,1021.21,1255.86,692.17
7762,1027.96,1274.12,688.33
7763,1049.18,1278.88,689.64
7764,1072.61,1274.49,688.17
7765,1064.75,1264.95,682.6
7766,1075.05,1255.65,679.05
7767,1068.21,1284.2,707.43
7768,1105.77,1287.05,717.81
7769,1159.67,1340.44,764.85
7770,1222.83,1399.45,791.94
7771,1206.16,1371.41,780.08
7772,1152.46,1306.58,753.21
7773,1095.49,1230.8,702.45
7774,1010.47,1153.94,642.57
7775,913.87,1038.86,602.98
7776,892.13,959.58,552.8
7777,837.73,902.15,525.45
7778,816.26,862.92,514.41
7779,809.57,837.22,517.67
7780,823.47,839.8,522.59
7781,865.14,900.02,568.84
7782,949.95,987.81,631.15
7783,1033.92,1079.91,668.73
7784,1063.1,1113.42,684.73
7785,1114.52,1147.16,701.54
7786,1122.4,1187.24,699.36
7787,1141.51,1186.37,712.36
7788,1136.62,1212.46,709.44
7789,1120.82,1205.82,693.4
7790,1114.84,1205.59,686.66
7791,1105.01,1222.64,702.86
7792,1136.18,1262.98,706.4
7793,1184.94,1349.95,751.87
7794,1246.99,1404.04,791.27
7795,1219.15,1397.81,782.57
7796,1159.54,1327.61,736.85
7797,1075.55,1252.84,696.65
7798,1012.19,1140.26,640.02
7799,918.17,1043.88,576.35
7800,874.71,1012.46,557.44
7801,843.01,932.94,525.38
7802,820.42,910.05,503.63
7803,796.6,899.45,500.38
7804,794.81,907.48,508.04
7805,847.57,951.54,546.28
7806,919.27,1046.45,599.03
7807,1010.13,1136.74,651.63
7808,1055.78,1185.91,682.91
7809,1083.87,1201.31,699.4
7810,1102.46,1241.05,709.23
7811,1101.62,1247.04,719.35
7812,1090.09,1253.16,721.47
7813,1091.6,1229.13,711.46
7814,1084.83,1240.69,719.43
7815,1059.93,1260.94,723.57
7816,1103.59,1300.66,752.19
7817,1143.4,1342.25,800.58
7818,1195.56,1375.73,821.93
7819,1209.89,1389.24,838.0
7820,1159.8,1314.44,793.61
7821,1101.47,1238.09,736.1
7822,1018.98,1127.38,682.79
7823,952.2,1043.4,627.93
7824,887.81,971.26,590.78
7825,844.92,912.33,566.69
7826,830.46,880.88,552.91
7827,817.77,863.39,557.82
7828,840.39,879.32,563.39
7829,879.67,926.3,585.76
7830,991.41,1005.45,638.98
7831,1106.85,1097.09,699.81
7832,1153.81,1127.57,731.8
7833,1181.33,1160.63,746.78
7834,1205.84,1184.71,745.24
7835,1197.41,1196.13,761.17
7836,1176.58,1200.31,776.71
7837,1180.44,1213.85,767.27
7838,1181.56,1210.4,780.89
7839,1187.26,1207.5,793.24
7840,1219.21,1250.61,833.0
7841,1238.6,1290.71,872.2
7842,1279.33,1333.58,900.33
7843,1256.51,1312.86,896.58
7844,1215.32,1245.82,849.39
7845,1150.99,1164.14,795.34
7846,1067.76,1086.76,740.99
7847,981.14,1009.07,681.28
7848,845.47,891.68,593.1
7849,809.49,850.94,562.67
7850,793.95,825.86,550.17
7851,794.06,791.68,544.55
7852,822.94,806.44,553.52
7853,847.19,825.85,581.79
7854,926.06,888.39,631.03
7855,1000.01,970.13,680.33
7856,1042.76,1017.0,709.53
7857,1062.67,1034.2,727.51
7858,1069.07,1067.64,737.23
7859,1091.66,1086.0,735.64
7860,1076.14,1084.08,731.6
7861,1051.95,1093.51,712.51
7862,1039.01,1114.74,699.29
7863,1045.14,1131.85,705.42
7864,1060.05,1152.93,735.83
7865,1110.62,1198.55,769.17
7866,1149.64,1219.85,812.07
7867,1130.37,1209.85,800.9
7868,1095.09,1143.46,763.98
7869,1025.97,1067.98,705.25
7870,959.84,989.86,646.4
7871,877.39,885.59,582.67
7872,828.87,821.35,537.82
7873,783.53,778.83,504.29
7874,764.07,761.01,492.09
7875,761.24,748.77,481.48
7876,767.86,758.78,485.32
7877,813.88,794.28,513.99
7878,886.73,860.68,555.16
7879,977.03,936.69,607.27
7880,1010.89,977.63,640.21
7881,1042.39,997.76,661.1
7882,1053.44,1013.67,671.98
7883,1083.1,1033.49,678.08
7884,1067.41,1046.47,673.03
7885,1038.31,1031.25,666.17
7886,1031.29,1013.91,679.79
7887,1024.76,1045.08,688.23
7888,1038.17,1083.93,706.69
7889,1098.19,1123.98,744.21
7890,1139.82,1172.02,770.54
7891,1125.55,1181.01,765.26
7892,1073.82,1156.34,729.15
7893,1000.35,1086.96,678.87
7894,944.36,1016.07,633.23
7895,858.24,916.97,566.01
7896,858.77,927.09,576.22
7897,827.23,878.87,544.9
7898,805.43,860.64,518.83
7899,816.65,866.44,506.54
7900,822.76,880.25,514.02
7901,875.8,915.78,542.73
7902,976.3,992.12,603.45
7903,1058.09,1104.93,665.55
7904,1092.35,1157.78,680.64
7905,1124.7,1186.61,698.51
7906,1143.54,1192.48,712.48
7907,1134.82,1207.28,721.77
7908,1119.87,1192.39,726.51
7909,1075.86,1186.37,702.9
