hour,122_HYDRO_1,122_HYDRO_2,122_HYDRO_3,122_HYDRO_4,122_HYDRO_5,122_HYDRO_6,201_HYDRO_4,215_HYDRO_1,215_HYDRO_2,215_HYDRO_3,222_HYDRO_1,222_HYDRO_2,222_HYDRO_3,222_HYDRO_4,222_HYDRO_5,222_HYDRO_6,322_HYDRO_1,322_HYDRO_2,322_HYDRO_3,322_HYDRO_4,320_PV_1,314_PV_1,314_PV_2,313_PV_1,314_PV_3,314_PV_4,313_PV_2,310_PV_1,324_PV_1,312_PV_1,310_PV_2,324_PV_2,324_PV_3,113_PV_1,319_PV_1,215_PV_1,102_PV_1,101_PV_1,102_PV_2,104_PV_1,212_CSP_1,101_PV_2,101_PV_3,101_PV_4,103_PV_1,119_PV_1,308_RTPV_1,313_RTPV_1,313_RTPV_2,313_RTPV_3,313_RTPV_4,313_RTPV_5,313_RTPV_6,313_RTPV_7,313_RTPV_8,313_RTPV_9,313_RTPV_10,313_RTPV_11,313_RTPV_12,320_RTPV_1,320_RTPV_2,320_RTPV_3,313_RTPV_13,320_RTPV_4,320_RTPV_5,118_RTPV_1,118_RTPV_2,118_RTPV_3,118_RTPV_4,118_RTPV_5,118_RTPV_6,320_RTPV_6,118_RTPV_7,118_RTPV_8,118_RTPV_9,118_RTPV_10,213_RTPV_1,309_WIND_1,317_WIND_1,303_WIND_1,122_WIND_1
7714,0.32,0.32,0.32,0.32,0.32,0.32,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.556,0.556,0.556,0.556,0.77519,0.75775,0.74031,0.76025,0.80043,0.74031,0.77385,0.74275,0.77465,0.78959,0.75581,0.76744,0.77647,0.69124,0.79384,0.72982,0.74219,0.72201,0.75889,0.69403,1.0,0.7191,0.73282,0.72481,0.7626,0.7027,0.71457,0.70993,0.70365,0.70948,0.6597,0.6466,0.68966,0.72543,0.67267,0.74519,0.70852,0.75,0.71942,0.7326,0.74074,0.72438,0.72059,0.73704,0.73759,0.70968,0.69072,0.73404,0.73626,0.72527,0.69072,0.70213,0.69492,0.69643,0.69903,0.71111,0.66667,0.65813,0.63959,0.04569,0.44135
7715,0.538,0.538,0.538,0.538,0.538,0.538,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.582,0.582,0.582,0.582,0.76163,0.74419,0.71899,0.77182,0.80475,0.72093,0.78564,0.73888,0.75252,0.80128,0.75194,0.74612,0.7549,0.71368,0.78268,0.73062,0.73828,0.71429,0.75494,0.68657,1.0,0.71536,0.72901,0.74031,0.7935,0.72673,0.73538,0.7296,0.7496,0.7156,0.67612,0.67747,0.70219,0.73479,0.6967,0.75321,0.72945,0.76994,0.73741,0.75092,0.75926,0.74205,0.73897,0.75926,0.75887,0.74194,0.71134,0.76596,0.75824,0.75824,0.71134,0.73404,0.71186,0.73214,0.70874,0.75556,0.66667,0.6298,0.51358,0.08996,0.28914
7716,0.538,0.538,0.538,0.538,0.538,0.538,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.576,0.576,0.576,0.576,0.72674,0.7093,0.69767,0.74448,0.75728,0.69767,0.75777,0.72727,0.72837,0.7779,0.73837,0.72868,0.73725,0.71688,0.75664,0.71783,0.72266,0.70656,0.73518,0.6791,1.0,0.70037,0.71374,0.73643,0.75447,0.66667,0.68583,0.67945,0.72108,0.68043,0.63433,0.68827,0.66144,0.73635,0.65015,0.75481,0.69357,0.7316,0.66547,0.67766,0.68148,0.66431,0.70588,0.71852,0.7234,0.68817,0.65979,0.7234,0.69231,0.71429,0.64948,0.69149,0.66949,0.69643,0.67961,0.71111,0.62121,0.86177,0.45013,0.14085,0.12558
7717,0.528,0.528,0.528,0.528,0.528,0.528,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.622,0.622,0.622,0.622,0.68992,0.67442,0.67248,0.67928,0.68501,0.67248,0.69239,0.69826,0.70221,0.71307,0.71124,0.67442,0.68039,0.67842,0.72104,0.68985,0.67969,0.66795,0.69565,0.64552,1.0,0.65918,0.67176,0.7093,0.6439,0.54805,0.61447,0.60964,0.61014,0.60398,0.57612,0.59568,0.57524,0.62715,0.55556,0.64263,0.60239,0.6365,0.58273,0.59341,0.6,0.58657,0.60662,0.62593,0.62057,0.55914,0.53608,0.62766,0.57143,0.61538,0.53608,0.59574,0.57627,0.59821,0.59223,0.62222,0.52273,0.86581,0.38581,0.22916,0.13259
7718,0.518,0.518,0.518,0.518,0.518,0.518,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.606,0.606,0.606,0.606,0.62016,0.60853,0.61628,0.54364,0.56311,0.61628,0.55949,0.61509,0.64588,0.57811,0.62791,0.62016,0.62549,0.57158,0.63656,0.58433,0.58594,0.58687,0.60079,0.5709,1.0,0.57303,0.58397,0.60465,0.4374,0.4039,0.43409,0.43068,0.43423,0.43272,0.40597,0.39043,0.42006,0.45086,0.40691,0.46314,0.4275,0.45245,0.42086,0.42857,0.43333,0.4311,0.4375,0.44444,0.44326,0.4086,0.39175,0.45745,0.41758,0.43956,0.38144,0.43617,0.42373,0.4375,0.41748,0.44444,0.35606,0.75995,0.34626,0.39138,0.037
7719,0.528,0.528,0.528,0.528,0.528,0.528,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.56,0.56,0.56,0.56,0.37984,0.37016,0.37597,0.28812,0.30097,0.37597,0.29904,0.39265,0.4004,0.32944,0.40698,0.38566,0.3902,0.27885,0.39532,0.29257,0.30469,0.28958,0.31225,0.25746,0.7145,0.30337,0.30916,0.28682,0.15285,0.14264,0.18335,0.18191,0.15531,0.18196,0.14776,0.00154,0.12853,0.18409,0.13814,0.1891,0.17489,0.19939,0.17266,0.17582,0.17778,0.19081,0.18382,0.19259,0.19504,0.15054,0.14433,0.18085,0.14286,0.17582,0.12371,0.17021,0.10169,0.125,0.13592,0.13333,0.10606,0.38436,0.34126,0.32656,0.04541
7720,0.518,0.518,0.518,0.518,0.518,0.518,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.556,0.556,0.556,0.556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25084,0.25391,0.30614,0.04471
7721,0.528,0.528,0.528,0.528,0.528,0.528,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.618,0.618,0.618,0.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20229,0.30447,0.13388,0.01135
7722,0.518,0.518,0.518,0.518,0.518,0.518,0.386,0.386,0.386,0.386,0.386,0.386,0.386,0.386,0.386,0.386,0.59,0.59,0.59,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3675,0.17057,0.1137,0.06321
7723,0.528,0.528,0.528,0.528,0.528,0.528,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.588,0.588,0.588,0.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49359,0.20773,0.08949,0.17477
7724,0.518,0.518,0.518,0.518,0.518,0.518,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.592,0.592,0.592,0.592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43156,0.35064,0.09374,0.25074
7725,0.302,0.302,0.302,0.302,0.302,0.302,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.582,0.582,0.582,0.582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47067,0.61507,0.14522,0.72263
7726,0.264,0.264,0.264,0.264,0.264,0.264,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.552,0.552,0.552,0.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46527,0.82067,0.18689,0.95207
7727,0.254,0.254,0.254,0.254,0.254,0.254,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.502,0.502,0.502,0.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55428,0.90252,0.30071,0.96903
7728,0.264,0.264,0.264,0.264,0.264,0.264,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.482,0.482,0.482,0.482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39987,0.94631,0.44734,0.9787
7729,0.274,0.274,0.274,0.274,0.274,0.274,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.386,0.386,0.386,0.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47876,0.97234,0.43636,0.98753
7730,0.264,0.264,0.264,0.264,0.264,0.264,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.426,0.426,0.426,0.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62374,0.98999,0.71806,0.99397
7731,0.274,0.274,0.274,0.274,0.274,0.274,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.402,0.402,0.402,0.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70398,0.99387,0.968,0.99622
7732,0.274,0.274,0.274,0.274,0.274,0.274,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.234,0.234,0.234,0.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63385,0.98999,0.90425,0.99215
7733,0.274,0.274,0.274,0.274,0.274,0.274,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.426,0.426,0.426,0.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70196,0.97948,0.85183,0.96342
7734,0.264,0.264,0.264,0.264,0.264,0.264,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.494,0.494,0.494,0.494,0.28488,0.25775,0.25194,0.12934,0.1521,0.25194,0.12862,0.25338,0.0,0.14346,0.25,0.0,0.0,0.30769,0.29809,0.33413,0.41406,0.40541,0.41897,0.39179,0.0,0.38577,0.39313,0.4031,0.05854,0.03453,0.00297,0.00393,0.00792,0.00459,0.00448,0.00617,0.0047,0.00624,0.0045,0.00641,0.00598,0.00613,0.00719,0.00733,0.00741,0.0106,0.01103,0.00741,0.01064,0.02151,0.02062,0.02128,0.01099,0.01099,0.01031,0.02128,0.01695,0.01786,0.01942,0.02222,0.01515,0.61699,0.96108,0.81783,0.96188
7735,0.274,0.274,0.274,0.274,0.274,0.274,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.704,0.704,0.704,0.704,0.60853,0.59109,0.56395,0.43323,0.47681,0.56395,0.43944,0.55126,0.57143,0.43252,0.54457,0.56008,0.56667,0.63462,0.61318,0.61471,0.66797,0.66795,0.67984,0.64179,0.4295,0.62921,0.65267,0.67442,0.34634,0.29129,0.24083,0.23992,0.26783,0.24312,0.23881,0.25463,0.24608,0.26053,0.23724,0.26763,0.25112,0.26227,0.26619,0.27106,0.27407,0.27562,0.27206,0.26667,0.28014,0.27957,0.26804,0.28723,0.28571,0.27473,0.26804,0.2766,0.27119,0.28571,0.27184,0.28889,0.26515,0.56844,0.88787,0.82798,0.94982
7736,0.264,0.264,0.264,0.264,0.264,0.264,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.408,0.668,0.668,0.668,0.668,0.69186,0.67442,0.65504,0.59201,0.62244,0.65504,0.60129,0.65571,0.666,0.5898,0.65116,0.66667,0.67451,0.74466,0.69766,0.71303,0.75,0.73745,0.76285,0.70896,1.0,0.71161,0.74046,0.74031,0.55285,0.46396,0.44103,0.43854,0.48336,0.4526,0.43433,0.46451,0.44828,0.47426,0.43544,0.48558,0.46039,0.4816,0.46763,0.47619,0.48148,0.4735,0.47426,0.48519,0.49291,0.47312,0.45361,0.48936,0.47253,0.46154,0.45361,0.46809,0.4322,0.47321,0.45631,0.48889,0.45455,0.79703,0.90614,0.77981,0.94744
7737,0.264,0.264,0.264,0.264,0.264,0.264,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.748,0.748,0.748,0.748,0.71705,0.70155,0.67636,0.65089,0.70334,0.67829,0.66238,0.65764,0.68813,0.65037,0.6531,0.67442,0.68235,0.75855,0.73539,0.73221,0.75781,0.73745,0.77075,0.70522,1.0,0.7191,0.74427,0.73643,0.67805,0.59309,0.57879,0.57522,0.6355,0.61162,0.57164,0.61111,0.59091,0.59594,0.57658,0.61218,0.6009,0.62577,0.60791,0.61905,0.62593,0.61131,0.61397,0.62963,0.6383,0.6129,0.58763,0.64894,0.62637,0.61538,0.58763,0.62766,0.54237,0.625,0.61165,0.64444,0.59091,0.9737,0.98135,0.95218,0.92488
7738,0.358,0.358,0.358,0.358,0.358,0.358,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.676,0.676,0.676,0.676,0.71705,0.69961,0.6938,0.71504,0.7411,0.6938,0.72883,0.68665,0.70423,0.71307,0.68217,0.6938,0.7,0.75,0.70935,0.73301,0.75391,0.74903,0.77075,0.71642,1.0,0.71536,0.74427,0.74806,0.75122,0.64565,0.6551,0.65093,0.71632,0.6789,0.64179,0.6929,0.66614,0.69267,0.65015,0.71154,0.66966,0.70245,0.70504,0.71795,0.72593,0.71025,0.6875,0.7,0.71277,0.67742,0.64948,0.70213,0.68132,0.67033,0.64948,0.68085,0.67797,0.70536,0.69903,0.71111,0.65909,0.76871,0.96909,0.82432,0.68367
7739,0.528,0.528,0.528,0.528,0.528,0.528,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.674,0.674,0.674,0.674,0.72674,0.71124,0.6938,0.73291,0.76591,0.6938,0.74598,0.69052,0.70423,0.73114,0.68605,0.68605,0.69216,0.74359,0.74389,0.71223,0.75,0.73745,0.76285,0.70522,1.0,0.71161,0.74046,0.73256,0.75447,0.68769,0.69673,0.69125,0.74485,0.70489,0.63881,0.71759,0.67868,0.72855,0.66216,0.7484,0.69656,0.73006,0.72302,0.73626,0.74444,0.72792,0.71691,0.72593,0.74113,0.72043,0.69072,0.74468,0.73626,0.7033,0.70103,0.7234,0.70339,0.72321,0.70874,0.73333,0.65152,0.89548,0.97572,0.86718,0.99622
7740,0.538,0.538,0.538,0.538,0.538,0.538,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.664,0.664,0.664,0.664,0.71318,0.69574,0.67829,0.69295,0.74002,0.67829,0.70632,0.66151,0.69014,0.69394,0.65891,0.64341,0.64902,0.72329,0.70935,0.68425,0.73047,0.69112,0.74308,0.66045,1.0,0.69288,0.72137,0.72868,0.7187,0.64565,0.68087,0.67552,0.71157,0.6896,0.62985,0.68981,0.65987,0.66615,0.64414,0.68429,0.65471,0.68865,0.67626,0.68864,0.6963,0.67845,0.67279,0.68519,0.69504,0.68817,0.65979,0.71277,0.69231,0.67033,0.64948,0.69149,0.63559,0.6875,0.67961,0.71111,0.61364,0.99258,0.98598,0.9595,1.0
7741,0.528,0.528,0.528,0.528,0.528,0.528,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.714,0.714,0.714,0.714,0.6938,0.67636,0.64922,0.64458,0.68069,0.64922,0.65595,0.6499,0.65996,0.64825,0.64535,0.64535,0.65294,0.68269,0.70882,0.66267,0.69922,0.6332,0.71146,0.60821,1.0,0.66292,0.69084,0.69767,0.61138,0.54354,0.57284,0.56834,0.61173,0.59939,0.55075,0.59105,0.56897,0.57098,0.55255,0.58654,0.5725,0.60123,0.57914,0.58974,0.5963,0.58657,0.57353,0.5963,0.5922,0.56989,0.54639,0.61702,0.58242,0.58242,0.54639,0.59574,0.57627,0.59821,0.59223,0.62222,0.52273,0.98921,0.99524,0.92338,0.98823
7742,0.538,0.538,0.538,0.538,0.538,0.538,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.714,0.714,0.714,0.714,0.61434,0.60271,0.58527,0.54679,0.55771,0.58527,0.55949,0.60735,0.59356,0.55367,0.60271,0.60271,0.6098,0.5844,0.63018,0.57954,0.59375,0.56371,0.6087,0.54851,1.0,0.56929,0.5916,0.5969,0.41301,0.38138,0.42616,0.42183,0.44691,0.42508,0.39552,0.42901,0.41379,0.43838,0.3979,0.45032,0.42152,0.44479,0.42086,0.42857,0.43333,0.4311,0.43382,0.44074,0.44326,0.39785,0.38144,0.43617,0.3956,0.41758,0.37113,0.42553,0.4322,0.4375,0.43689,0.44444,0.34848,0.98651,0.999,0.932,0.99692
7743,0.538,0.538,0.538,0.538,0.538,0.538,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.71,0.71,0.71,0.71,0.39535,0.38372,0.37016,0.28286,0.30636,0.37016,0.2926,0.38104,0.38028,0.30818,0.38178,0.36628,0.37059,0.27885,0.40064,0.28377,0.26562,0.28958,0.32016,0.25746,0.722,0.30337,0.27099,0.28682,0.14634,0.14114,0.17542,0.17306,0.18542,0.18043,0.16418,0.17901,0.17398,0.18253,0.14865,0.1875,0.17339,0.18405,0.16547,0.1685,0.17037,0.18375,0.17647,0.18519,0.19149,0.15054,0.14433,0.18085,0.14286,0.16484,0.12371,0.17021,0.19492,0.19643,0.19417,0.2,0.10606,0.98651,0.99024,0.88229,0.93146
7744,0.528,0.528,0.528,0.528,0.528,0.528,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.71,0.71,0.71,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87053,0.88174,0.98335,0.61542
7745,0.528,0.528,0.528,0.528,0.528,0.528,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.508,0.508,0.508,0.508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6298,0.92955,0.8778,0.9424
7746,0.538,0.538,0.538,0.538,0.538,0.538,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.728,0.728,0.728,0.728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84895,0.93092,0.96505,0.82313
7747,0.378,0.378,0.378,0.378,0.378,0.378,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.808,0.808,0.808,0.808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67026,0.80866,0.87273,0.86741
7748,0.274,0.274,0.274,0.274,0.274,0.274,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.806,0.806,0.806,0.806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82401,0.85296,0.97001,0.67064
7749,0.264,0.264,0.264,0.264,0.264,0.264,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.752,0.752,0.752,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97977,0.72181,0.98867,0.35011
7750,0.264,0.264,0.264,0.264,0.264,0.264,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.73,0.73,0.73,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96156,0.87711,0.99705,0.70049
