hour,Node_101,Node_102,Node_103,Node_104,Node_105,Node_106,Node_107,Node_108,Node_109,Node_110,Node_111,Node_112,Node_113,Node_114,Node_115,Node_116,Node_117,Node_118,Node_119,Node_120,Node_121,Node_122,Node_123,Node_124,Node_201,Node_202,Node_203,Node_204,Node_205,Node_206,Node_207,Node_208,Node_209,Node_210,Node_211,Node_212,Node_213,Node_214,Node_215,Node_216,Node_217,Node_218,Node_219,Node_220,Node_221,Node_222,Node_223,Node_224,Node_301,Node_302,Node_303,Node_304,Node_305,Node_306,Node_307,Node_308,Node_309,Node_310,Node_311,Node_312,Node_313,Node_314,Node_315,Node_316,Node_317,Node_318,Node_319,Node_320,Node_321,Node_322,Node_323,Node_324,Node_325
7799,36.285,32.5893,60.475,24.8619,23.854,45.6922,41.9965,57.4513,58.7952,65.5146,0.0,0.0,89.0327,65.1786,106.5032,33.5972,0.0,111.8788,60.811,43.0045,0.0,0.0,0.0,0.0,41.8026,37.5449,69.671,28.6425,27.4813,52.6403,48.3827,66.1875,67.7357,75.4769,0.0,0.0,102.5712,75.0899,122.6984,38.7061,0.0,128.8914,70.0581,49.5438,0.0,0.0,0.0,0.0,51.1129,45.907,85.1882,35.0218,33.602,64.3644,59.1585,80.9288,82.8219,92.2873,0.0,0.0,125.416,91.814,150.0259,47.3268,0.0,157.5982,85.6615,60.5783,0.0,0.0,0.0,0.0,0.0
7800,35.5235,31.9054,59.2058,24.3402,23.3534,44.7333,41.1152,56.2455,57.5612,64.1397,0.0,0.0,87.1642,63.8107,104.2681,32.8921,0.0,109.5308,59.5348,42.1019,0.0,0.0,0.0,0.0,39.9496,35.8807,66.5827,27.3729,26.2632,50.3069,46.238,63.2536,64.7332,72.1313,0.0,0.0,98.0246,71.7614,117.2596,36.9904,0.0,123.178,66.9526,47.3477,0.0,0.0,0.0,0.0,46.3296,41.6109,77.2161,31.7444,30.4575,58.341,53.6223,73.3553,75.0712,83.6507,0.0,0.0,113.6792,83.2218,135.9861,42.8978,0.0,142.8497,77.645,54.9092,0.0,0.0,0.0,0.0,0.0
7801,35.3765,31.7734,58.9609,24.2395,23.2568,44.5482,40.9451,56.0129,57.3231,63.8743,0.0,0.0,86.8036,63.5468,103.8367,32.7561,0.0,109.0777,59.2885,41.9278,0.0,0.0,0.0,0.0,38.7086,34.7661,64.5144,26.5226,25.4473,48.7442,44.8017,61.2887,62.7223,69.8906,0.0,0.0,94.9795,69.5322,113.617,35.8413,0.0,119.3516,64.8728,45.8769,0.0,0.0,0.0,0.0,43.0668,38.6803,71.7779,29.5087,28.3124,54.2322,49.8458,68.189,69.7841,77.7594,0.0,0.0,105.673,77.3606,126.4089,39.8766,0.0,132.7891,72.1767,51.0421,0.0,0.0,0.0,0.0,0.0
7802,35.3097,31.7134,58.8496,24.1937,23.2129,44.4641,40.8678,55.9071,57.2149,63.7537,0.0,0.0,86.6397,63.4268,103.6406,32.6942,0.0,108.8717,59.1765,41.8486,0.0,0.0,0.0,0.0,38.1646,34.2775,63.6077,26.1499,25.0897,48.0592,44.172,60.4274,61.8409,68.9084,0.0,0.0,93.6447,68.555,112.0203,35.3376,0.0,117.6743,63.9611,45.2322,0.0,0.0,0.0,0.0,41.3584,37.146,68.9307,28.3382,27.1893,52.081,47.8686,65.4842,67.016,74.6749,0.0,0.0,101.4813,74.292,121.3947,38.2948,0.0,127.5218,69.3137,49.0174,0.0,0.0,0.0,0.0,0.0
7803,35.5101,31.8934,59.1836,24.331,23.3446,44.7165,41.0997,56.2244,57.5396,64.1155,0.0,0.0,87.1314,63.7867,104.2288,32.8798,0.0,109.4896,59.5124,42.0861,0.0,0.0,0.0,0.0,38.0796,34.2012,63.4661,26.0916,25.0338,47.9521,44.0737,60.2928,61.7031,68.7549,0.0,0.0,93.4362,68.4023,111.7708,35.2589,0.0,117.4122,63.8187,45.1314,0.0,0.0,0.0,0.0,40.1284,36.0413,66.8807,27.4954,26.3807,50.5321,46.445,63.5367,65.0229,72.4541,0.0,0.0,98.4633,72.0826,117.7844,37.156,0.0,123.7294,67.2523,47.5596,0.0,0.0,0.0,0.0,0.0
7804,36.2449,32.5533,60.4082,24.8345,23.8277,45.6418,41.9501,57.3878,58.7302,65.4422,0.0,0.0,88.9343,65.1066,106.3856,33.5601,0.0,111.7552,60.7438,42.957,0.0,0.0,0.0,0.0,38.4536,34.5371,64.0894,26.3479,25.2797,48.4231,44.5065,60.8849,62.3091,69.4302,0.0,0.0,94.3538,69.0741,112.8686,35.6052,0.0,118.5654,64.4455,45.5747,0.0,0.0,0.0,0.0,40.1797,36.0873,66.9661,27.5305,26.4144,50.5966,46.5043,63.6178,65.106,72.5467,0.0,0.0,98.5891,72.1746,117.9348,37.2034,0.0,123.8874,67.3382,47.6204,0.0,0.0,0.0,0.0,0.0
7805,37.6744,33.8372,62.7907,25.814,24.7674,47.4419,43.6047,59.6512,61.0465,68.0233,0.0,0.0,92.4419,67.6744,110.5814,34.8837,0.0,116.1628,63.1395,44.6512,0.0,0.0,0.0,0.0,39.4396,35.4226,65.7327,27.0235,25.9279,49.6647,45.6477,62.4461,63.9068,71.2105,0.0,0.0,96.7732,70.8453,115.7626,36.5182,0.0,121.6055,66.0979,46.7433,0.0,0.0,0.0,0.0,41.5463,37.3148,69.2439,28.4669,27.3129,52.3176,48.086,65.7817,67.3205,75.0142,0.0,0.0,101.9424,74.6295,121.9462,38.4688,0.0,128.1012,69.6286,49.2401,0.0,0.0,0.0,0.0,0.0
7806,38.5962,34.6651,64.3271,26.4456,25.3735,48.6027,44.6716,61.1107,62.5402,69.6877,0.0,0.0,94.7037,69.3303,113.2871,35.7373,0.0,119.0051,64.6844,45.7437,0.0,0.0,0.0,0.0,38.7936,34.8424,64.6561,26.5808,25.5032,48.8513,44.9,61.4233,62.8601,70.0441,0.0,0.0,95.1881,69.6849,113.8665,35.92,0.0,119.6137,65.0153,45.9776,0.0,0.0,0.0,0.0,43.323,38.9105,72.205,29.6843,28.4809,54.5549,50.1424,68.5947,70.1993,78.2221,0.0,0.0,106.3018,77.8209,127.161,40.1139,0.0,133.5792,72.6061,51.3458,0.0,0.0,0.0,0.0,0.0
7807,40.0524,35.973,66.7541,27.4433,26.3308,50.4364,46.357,63.4164,64.8998,72.3169,0.0,0.0,98.2768,71.9461,117.5614,37.0856,0.0,123.4951,67.1249,47.4696,0.0,0.0,0.0,0.0,38.5386,34.6134,64.2311,26.4061,25.3356,48.5301,44.6049,61.0195,62.4469,69.5837,0.0,0.0,94.5624,69.2268,113.1181,35.6839,0.0,118.8275,64.5879,45.6754,0.0,0.0,0.0,0.0,46.7396,41.9791,77.8994,32.0253,30.727,58.8573,54.0968,74.0044,75.7355,84.391,0.0,0.0,114.6852,83.9582,137.1895,43.2774,0.0,144.1139,78.3322,55.3951,0.0,0.0,0.0,0.0,0.0
7808,40.7071,36.561,67.8451,27.8919,26.7611,51.2608,47.1147,64.4529,65.9605,73.4989,0.0,0.0,99.8831,73.122,119.4828,37.6917,0.0,125.5135,68.222,48.2454,0.0,0.0,0.0,0.0,39.9326,35.8654,66.5544,27.3612,26.252,50.2855,46.2183,63.2267,64.7057,72.1006,0.0,0.0,97.9828,71.7308,117.2097,36.9747,0.0,123.1256,66.9241,47.3276,0.0,0.0,0.0,0.0,52.0354,46.7355,86.7257,35.6539,34.2085,65.5261,60.2262,82.3894,84.3167,93.9529,0.0,0.0,127.6795,93.4711,152.7336,48.181,0.0,160.4426,87.2075,61.6716,0.0,0.0,0.0,0.0,0.0
7809,41.1079,36.921,68.5131,28.1665,27.0246,51.7655,47.5786,65.0875,66.61,74.2225,0.0,0.0,100.8665,73.8419,120.6592,38.0628,0.0,126.7493,68.8937,48.7204,0.0,0.0,0.0,0.0,41.0376,36.8579,68.396,28.1184,26.9784,51.677,47.4972,64.9762,66.4961,74.0957,0.0,0.0,100.6942,73.7157,120.453,37.9978,0.0,126.5327,68.776,48.6372,0.0,0.0,0.0,0.0,56.46,50.7094,94.1,38.6855,37.1172,71.0978,65.3472,89.395,91.4861,101.9416,0.0,0.0,138.5361,101.4189,165.7205,52.2778,0.0,174.0849,94.6227,66.9155,0.0,0.0,0.0,0.0,0.0
7810,41.2014,37.0049,68.669,28.2306,27.0861,51.8832,47.6868,65.2355,66.7615,74.3914,0.0,0.0,101.096,74.0099,120.9337,38.1494,0.0,127.0376,69.0505,48.8313,0.0,0.0,0.0,0.0,41.7006,37.4533,69.501,28.5726,27.4143,52.5119,48.2646,66.026,67.5704,75.2928,0.0,0.0,102.321,74.9067,122.399,38.6117,0.0,128.5769,69.8871,49.4229,0.0,0.0,0.0,0.0,59.552,53.4866,99.2534,40.8042,39.15,74.9915,68.926,94.2907,96.4964,107.5245,0.0,0.0,146.1231,106.9731,174.7963,55.1408,0.0,183.6188,99.8048,70.5802,0.0,0.0,0.0,0.0,0.0
7811,41.0945,36.909,68.4908,28.1573,27.0158,51.7486,47.5631,65.0663,66.5883,74.1984,0.0,0.0,100.8337,73.8179,120.62,38.0505,0.0,126.7081,68.8714,48.7046,0.0,0.0,0.0,0.0,42.2786,37.9725,70.4643,28.9687,27.7943,53.2397,48.9336,66.9411,68.507,76.3364,0.0,0.0,103.7392,75.9449,124.0955,39.1469,0.0,130.359,70.8558,50.108,0.0,0.0,0.0,0.0,61.2604,55.0209,102.1006,41.9747,40.273,77.1427,70.9032,96.9956,99.2645,110.609,0.0,0.0,150.3148,110.0418,179.8105,56.7226,0.0,188.8861,102.6678,72.6049,0.0,0.0,0.0,0.0,0.0
7812,41.0945,36.909,68.4908,28.1573,27.0158,51.7486,47.5631,65.0663,66.5883,74.1984,0.0,0.0,100.8337,73.8179,120.62,38.0505,0.0,126.7081,68.8714,48.7046,0.0,0.0,0.0,0.0,42.4996,38.1709,70.8327,29.1201,27.9396,53.518,49.1894,67.291,68.8651,76.7354,0.0,0.0,104.2814,76.3419,124.7442,39.3515,0.0,131.0405,71.2262,50.3699,0.0,0.0,0.0,0.0,62.1145,55.788,103.5242,42.5599,40.8345,78.2183,71.8918,98.348,100.6485,112.1512,0.0,0.0,152.4106,111.5761,182.3176,57.5134,0.0,191.5198,104.0993,73.6172,0.0,0.0,0.0,0.0,0.0
7813,41.2548,37.0529,68.758,28.2672,27.1212,51.9505,47.7486,65.3201,66.8481,74.4879,0.0,0.0,101.2271,74.1059,121.0905,38.1989,0.0,127.2024,69.14,48.8946,0.0,0.0,0.0,0.0,42.3806,38.0641,70.6343,29.0386,27.8613,53.3682,49.0516,67.1026,68.6723,76.5205,0.0,0.0,103.9895,76.1281,124.3949,39.2413,0.0,130.6735,71.0268,50.2289,0.0,0.0,0.0,0.0,62.0462,55.7267,103.4103,42.5131,40.7896,78.1322,71.8127,98.2398,100.5378,112.0278,0.0,0.0,152.243,111.4533,182.1171,57.4502,0.0,191.3091,103.9848,73.5362,0.0,0.0,0.0,0.0,0.0
7814,41.669,37.4249,69.4483,28.551,27.3935,52.472,48.228,65.9759,67.5192,75.2357,0.0,0.0,102.2433,74.8498,122.3062,38.5824,0.0,128.4793,69.8341,49.3855,0.0,0.0,0.0,0.0,42.4146,38.0946,70.691,29.0619,27.8837,53.411,49.091,67.1565,68.7274,76.5819,0.0,0.0,104.0729,76.1892,124.4947,39.2728,0.0,130.7784,71.0837,50.2692,0.0,0.0,0.0,0.0,61.5337,55.2664,102.5562,42.162,40.4527,77.4869,71.2196,97.4283,99.7074,111.1025,0.0,0.0,150.9854,110.5327,180.6128,56.9756,0.0,189.7289,103.1259,72.9288,0.0,0.0,0.0,0.0,0.0
7815,42.1499,37.8569,70.2499,28.8805,27.7097,53.0777,48.7846,66.7374,68.2985,76.104,0.0,0.0,103.4234,75.7138,123.7178,39.0277,0.0,129.9623,70.6402,49.9555,0.0,0.0,0.0,0.0,42.2276,37.9266,70.3793,28.9337,27.7607,53.1755,48.8745,66.8604,68.4244,76.2443,0.0,0.0,103.614,75.8533,123.9459,39.0996,0.0,130.2018,70.7703,50.0475,0.0,0.0,0.0,0.0,60.577,54.4071,100.9617,41.5065,39.8238,76.2822,70.1123,95.9136,98.1572,109.3752,0.0,0.0,148.6381,108.8143,177.8048,56.0898,0.0,186.7792,101.5226,71.795,0.0,0.0,0.0,0.0,0.0
7816,44.4211,39.8967,74.0351,30.4367,29.2027,55.9377,51.4133,70.3334,71.9786,80.2047,0.0,0.0,108.9962,79.7934,130.3841,41.1306,0.0,136.965,74.4464,52.6472,0.0,0.0,0.0,0.0,44.4546,39.9268,74.091,30.4596,29.2248,55.9799,51.4521,70.3864,72.0329,80.2652,0.0,0.0,109.0784,79.8536,130.4824,41.1617,0.0,137.0683,74.5026,52.6869,0.0,0.0,0.0,0.0,60.8162,54.622,101.3603,41.6704,39.981,76.5834,70.3891,96.2923,98.5448,109.807,0.0,0.0,149.2249,109.2439,178.5068,56.3113,0.0,187.5166,101.9234,72.0785,0.0,0.0,0.0,0.0,0.0
7817,47.1197,42.3205,78.5329,32.2857,30.9769,59.336,54.5367,74.6063,76.3514,85.0773,0.0,0.0,115.6179,84.641,138.3052,43.6294,0.0,145.2859,78.9692,55.8456,0.0,0.0,0.0,0.0,49.4865,44.4462,82.4776,33.9074,32.5328,62.3164,57.2761,78.3537,80.1865,89.3507,0.0,0.0,121.4253,88.8925,145.2522,45.8209,0.0,152.5835,82.9358,58.6507,0.0,0.0,0.0,0.0,64.4891,57.9208,107.4818,44.187,42.3956,81.2085,74.6401,102.1077,104.4962,116.4386,0.0,0.0,158.2371,115.8415,189.2874,59.7121,0.0,198.8413,108.0789,76.4315,0.0,0.0,0.0,0.0,0.0
7818,45.3028,40.6886,75.5047,31.0408,29.7824,57.048,52.4338,71.7295,73.4073,81.7968,0.0,0.0,111.1597,81.3773,132.9722,41.9471,0.0,139.6837,75.9242,53.6922,0.0,0.0,0.0,0.0,47.7696,42.9041,79.6159,32.731,31.4041,60.1543,55.2888,75.6351,77.4044,86.2506,0.0,0.0,117.2123,85.8083,140.2125,44.2311,0.0,147.2895,80.0582,56.6158,0.0,0.0,0.0,0.0,64.2158,57.6753,107.0263,43.9997,42.2159,80.8643,74.3238,101.6749,104.0533,115.9451,0.0,0.0,157.5664,115.3505,188.4851,59.459,0.0,197.9986,107.6208,76.1076,0.0,0.0,0.0,0.0,0.0
7819,43.6863,39.2368,72.8105,29.9332,28.7197,55.0124,50.5628,69.17,70.788,78.878,0.0,0.0,107.1932,78.4735,128.2274,40.4503,0.0,134.6994,73.215,51.7763,0.0,0.0,0.0,0.0,46.6306,41.8812,77.7176,31.9506,30.6553,58.72,53.9706,73.8317,75.5588,84.1941,0.0,0.0,114.4176,83.7623,136.8694,43.1765,0.0,143.7776,78.1494,55.2659,0.0,0.0,0.0,0.0,62.5416,56.1716,104.236,42.8526,41.1153,78.7561,72.3861,99.0242,101.3406,112.9223,0.0,0.0,153.4586,112.3432,183.5712,57.9089,0.0,192.8366,104.8151,74.1234,0.0,0.0,0.0,0.0,0.0
7820,41.6022,37.3649,69.337,28.5052,27.3496,52.3879,48.1507,65.8701,67.4109,75.115,0.0,0.0,102.0794,74.7298,122.1101,38.5205,0.0,128.2734,69.7222,49.3063,0.0,0.0,0.0,0.0,45.3896,40.7666,75.6493,31.1003,29.8394,57.1572,52.5342,71.8668,73.5479,81.9534,0.0,0.0,111.3726,81.5331,133.2268,42.0274,0.0,139.9512,76.0696,53.7951,0.0,0.0,0.0,0.0,60.6795,54.4992,101.1326,41.5767,39.8912,76.4113,70.2309,96.0759,98.3233,109.5603,0.0,0.0,148.8896,108.9984,178.1057,56.1848,0.0,187.0952,101.6944,71.9165,0.0,0.0,0.0,0.0,0.0
7821,39.3177,35.3131,65.5294,26.9399,25.8477,49.5111,45.5066,62.253,63.7092,70.9902,0.0,0.0,96.4739,70.6262,115.4046,36.4052,0.0,121.2295,65.8935,46.5987,0.0,0.0,0.0,0.0,44.4376,39.9115,74.0626,30.448,29.2136,55.9584,51.4324,70.3595,72.0054,80.2345,0.0,0.0,109.0367,79.8231,130.4326,41.1459,0.0,137.0159,74.4741,52.6668,0.0,0.0,0.0,0.0,58.0487,52.1363,96.7479,39.7741,38.1617,73.0984,67.186,91.9105,94.0604,104.8102,0.0,0.0,142.4344,104.2727,170.3837,53.7488,0.0,178.9835,97.2854,68.7985,0.0,0.0,0.0,0.0,0.0
7822,37.1534,33.3692,61.9223,25.457,24.4249,46.7857,43.0016,58.8262,60.2023,67.0825,0.0,0.0,91.1634,66.7385,109.0521,34.4013,0.0,114.5563,62.2663,44.0336,0.0,0.0,0.0,0.0,43.2646,38.858,72.1077,29.6443,28.4425,54.4813,50.0748,68.5023,70.1047,78.1166,0.0,0.0,106.1585,77.716,126.9896,40.0598,0.0,133.3992,72.5083,51.2766,0.0,0.0,0.0,0.0,54.205,48.6841,90.3417,37.1405,35.6348,68.2581,62.7373,85.8246,87.8322,97.8701,0.0,0.0,133.003,97.3682,159.1017,50.1898,0.0,167.1321,90.8436,64.243,0.0,0.0,0.0,0.0,0.0
7823,36.0713,32.3973,60.1188,24.7155,23.7135,45.4231,41.7491,57.1128,58.4488,65.1286,0.0,0.0,88.5082,64.7947,105.8758,33.3993,0.0,111.2197,60.4527,42.7511,0.0,0.0,0.0,0.0,41.1566,36.9647,68.5944,28.1999,27.0567,51.8269,47.635,65.1646,66.689,74.3106,0.0,0.0,100.9861,73.9295,120.8023,38.108,0.0,126.8996,68.9754,48.7782,0.0,0.0,0.0,0.0,49.4559,44.4187,82.4264,33.8864,32.5127,62.2778,57.2406,78.3051,80.1368,89.2953,0.0,0.0,121.35,88.8374,145.1621,45.7925,0.0,152.4889,82.8844,58.6144,0.0,0.0,0.0,0.0,0.0
7824,35.3632,31.7614,58.9386,24.2303,23.248,44.5314,40.9296,55.9917,57.3015,63.8502,0.0,0.0,86.7708,63.5228,103.7975,32.7437,0.0,109.0365,59.2661,41.9119,0.0,0.0,0.0,0.0,39.2186,35.2241,65.3644,26.872,25.7826,49.3864,45.3919,62.0962,63.5487,70.8114,0.0,0.0,96.2309,70.4483,115.114,36.3136,0.0,120.9241,65.7275,46.4813,0.0,0.0,0.0,0.0,45.6463,40.9972,76.0772,31.2762,30.0082,57.4805,52.8314,72.2733,73.9639,82.417,0.0,0.0,112.0025,81.9943,133.9804,42.2651,0.0,140.7428,76.4998,54.0993,0.0,0.0,0.0,0.0,0.0
7825,35.1227,31.5454,58.5379,24.0656,23.0899,44.2286,40.6513,55.611,56.9118,63.416,0.0,0.0,86.1807,63.0908,103.0917,32.521,0.0,108.295,58.8631,41.6269,0.0,0.0,0.0,0.0,38.0116,34.1401,63.3527,26.045,24.9891,47.8665,43.995,60.1851,61.5929,68.6321,0.0,0.0,93.2693,68.2802,111.5712,35.196,0.0,117.2026,63.7047,45.0508,0.0,0.0,0.0,0.0,42.2297,37.9285,70.3828,28.9351,27.7621,53.1781,48.8769,66.8637,68.4277,76.248,0.0,0.0,103.6191,75.857,123.9519,39.1016,0.0,130.2082,70.7738,50.05,0.0,0.0,0.0,0.0,0.0
7826,35.0559,31.4854,58.4265,24.0198,23.046,44.1445,40.574,55.5052,56.8036,63.2954,0.0,0.0,86.0168,62.9708,102.8956,32.4592,0.0,108.0891,58.7511,41.5477,0.0,0.0,0.0,0.0,37.2127,33.4225,62.0211,25.4976,24.4639,46.8604,43.0702,58.92,60.2983,67.1895,0.0,0.0,91.3088,66.845,109.226,34.4562,0.0,114.739,62.3657,44.1039,0.0,0.0,0.0,0.0,40.2651,36.164,67.1085,27.5891,26.4706,50.7042,46.6031,63.7531,65.2444,72.7009,0.0,0.0,98.7986,72.3281,118.1855,37.2825,0.0,124.1507,67.4813,47.7216,0.0,0.0,0.0,0.0,0.0
7827,35.2162,31.6294,58.6937,24.1296,23.1514,44.3464,40.7595,55.759,57.0633,63.5849,0.0,0.0,86.4102,63.2588,103.3662,32.6076,0.0,108.5834,59.0198,41.7378,0.0,0.0,0.0,0.0,37.0597,33.2851,61.7661,25.3927,24.3633,46.6677,42.8931,58.6778,60.0504,66.9133,0.0,0.0,90.9334,66.5701,108.777,34.3145,0.0,114.2673,62.1092,43.9226,0.0,0.0,0.0,0.0,38.1126,34.2308,63.521,26.1142,25.0555,47.9937,44.1118,60.345,61.7566,68.8145,0.0,0.0,93.5171,68.4616,111.8676,35.2895,0.0,117.5139,63.8739,45.1705,0.0,0.0,0.0,0.0,0.0
7828,35.5769,31.9534,59.2949,24.3768,23.3885,44.8006,41.177,56.3302,57.6478,64.2361,0.0,0.0,87.2953,63.9067,104.4249,32.9416,0.0,109.6956,59.6243,42.1653,0.0,0.0,0.0,0.0,37.1787,33.3919,61.9644,25.4743,24.4415,46.8176,43.0309,58.8662,60.2432,67.1281,0.0,0.0,91.2254,66.7839,109.1262,34.4247,0.0,114.6342,62.3087,44.0636,0.0,0.0,0.0,0.0,38.3689,34.4609,63.9481,26.2898,25.224,48.3164,44.4084,60.7507,62.1718,69.2771,0.0,0.0,94.1458,68.9219,112.6197,35.5267,0.0,118.304,64.3034,45.4742,0.0,0.0,0.0,0.0,0.0
7829,36.4052,32.6973,60.6754,24.9443,23.9331,45.8436,42.1357,57.6416,58.99,65.7317,0.0,0.0,89.3277,65.3946,106.8561,33.7086,0.0,112.2495,61.0125,43.147,0.0,0.0,0.0,0.0,37.8416,33.9874,63.0694,25.9285,24.8774,47.6524,43.7982,59.9159,61.3175,68.3252,0.0,0.0,92.8522,67.9748,111.0722,35.0386,0.0,116.6784,63.4198,44.8494,0.0,0.0,0.0,0.0,39.8551,35.7958,66.4252,27.3081,26.201,50.1879,46.1286,63.1039,64.58,71.9606,0.0,0.0,97.7926,71.5916,116.9821,36.9029,0.0,122.8866,66.7942,47.2357,0.0,0.0,0.0,0.0,0.0
7830,36.9396,33.1773,61.5661,25.3105,24.2844,46.5166,42.7542,58.4878,59.8559,66.6966,0.0,0.0,90.6389,66.3545,108.4247,34.2034,0.0,113.8972,61.9081,43.7803,0.0,0.0,0.0,0.0,36.8217,33.0713,61.3694,25.2297,24.2068,46.368,42.6177,58.301,59.6647,66.4836,0.0,0.0,90.3494,66.1426,108.0784,34.0941,0.0,113.5334,61.7104,43.6405,0.0,0.0,0.0,0.0,40.3164,36.2101,67.1939,27.6242,26.5043,50.7687,46.6624,63.8342,65.3274,72.7934,0.0,0.0,98.9244,72.4201,118.336,37.33,0.0,124.3088,67.5672,47.7823,0.0,0.0,0.0,0.0,0.0
7831,38.2088,34.3172,63.6813,26.1801,25.1188,48.1148,44.2232,60.4973,61.9124,68.9881,0.0,0.0,93.7531,68.6343,112.1499,35.3785,0.0,117.8105,64.0351,45.2845,0.0,0.0,0.0,0.0,36.8217,33.0713,61.3694,25.2297,24.2068,46.368,42.6177,58.301,59.6647,66.4836,0.0,0.0,90.3494,66.1426,108.0784,34.0941,0.0,113.5334,61.7104,43.6405,0.0,0.0,0.0,0.0,42.1272,37.8364,70.212,28.8649,27.6947,53.049,48.7583,66.7014,68.2616,76.063,0.0,0.0,103.3676,75.6729,123.6511,39.0066,0.0,129.8921,70.602,49.9285,0.0,0.0,0.0,0.0,0.0
7832,39.0638,35.0851,65.1064,26.766,25.6809,49.1915,45.2128,61.8511,63.2979,70.5319,0.0,0.0,95.8511,70.1702,114.6596,36.1702,0.0,120.4468,65.4681,46.2979,0.0,0.0,0.0,0.0,38.2496,34.3538,63.7494,26.2081,25.1456,48.1662,44.2704,60.5619,61.9786,69.0619,0.0,0.0,93.8533,68.7077,112.2698,35.4163,0.0,117.9364,64.1036,45.3329,0.0,0.0,0.0,0.0,46.7909,42.0252,77.9848,32.0604,30.7607,58.9219,54.1561,74.0856,75.8186,84.4835,0.0,0.0,114.811,84.0503,137.3399,43.3249,0.0,144.2719,78.4181,55.4559,0.0,0.0,0.0,0.0,0.0
7833,39.8921,35.829,66.4869,27.3335,26.2254,50.2345,46.1714,63.1625,64.64,72.0275,0.0,0.0,97.8835,71.6581,117.0908,36.9372,0.0,123.0007,66.8563,47.2796,0.0,0.0,0.0,0.0,39.9156,35.8501,66.5261,27.3496,26.2408,50.2641,46.1986,63.1997,64.6781,72.0699,0.0,0.0,97.9411,71.7003,117.1598,36.9589,0.0,123.0732,66.8956,47.3074,0.0,0.0,0.0,0.0,51.3179,46.0911,85.5299,35.1623,33.7368,64.6226,59.3958,81.2534,83.1541,92.6574,0.0,0.0,125.919,92.1822,150.6276,47.5166,0.0,158.2303,86.0051,60.8213,0.0,0.0,0.0,0.0,0.0
7834,40.2929,36.189,67.1549,27.6081,26.4889,50.7392,46.6353,63.7971,65.2895,72.7511,0.0,0.0,98.8669,72.378,118.2672,37.3083,0.0,124.2365,67.528,47.7546,0.0,0.0,0.0,0.0,41.0886,36.9037,68.481,28.1533,27.012,51.7412,47.5563,65.057,66.5788,74.1878,0.0,0.0,100.8193,73.8073,120.6027,38.045,0.0,126.6899,68.8615,48.6976,0.0,0.0,0.0,0.0,54.7346,49.1598,91.2243,37.5033,35.9829,68.925,63.3502,86.6631,88.6903,98.8263,0.0,0.0,134.3024,98.3195,160.6561,50.6802,0.0,168.7649,91.7311,64.8706,0.0,0.0,0.0,0.0,0.0
7835,41.2415,37.0409,68.7358,28.258,27.1124,51.9337,47.7332,65.299,66.8264,74.4638,0.0,0.0,101.1943,74.0819,121.0513,38.1865,0.0,127.1612,69.1176,48.8788,0.0,0.0,0.0,0.0,41.9216,37.6518,69.8694,28.7241,27.5596,52.7902,48.5204,66.3759,67.9285,75.6918,0.0,0.0,102.8632,75.3036,123.0477,38.8163,0.0,129.2583,70.2575,49.6849,0.0,0.0,0.0,0.0,57.4508,51.5993,95.7513,39.3644,37.7686,72.3455,66.494,90.9638,93.0916,103.7306,0.0,0.0,140.9673,103.1987,168.6288,53.1952,0.0,177.14,96.2833,68.0898,0.0,0.0,0.0,0.0,0.0
7836,41.8026,37.5449,69.671,28.6425,27.4813,52.6403,48.3826,66.1874,67.7357,75.4769,0.0,0.0,102.5711,75.0898,122.6983,38.7061,0.0,128.8913,70.058,49.5438,0.0,0.0,0.0,0.0,42.1086,37.8198,70.181,28.8522,27.6825,53.0257,48.7368,66.672,68.2315,76.0294,0.0,0.0,103.3221,75.6395,123.5966,38.9895,0.0,129.8349,70.5709,49.9065,0.0,0.0,0.0,0.0,59.0225,53.0109,98.3708,40.4413,38.8018,74.3246,68.313,93.4522,95.6382,106.5683,0.0,0.0,144.8236,106.0218,173.2419,54.6504,0.0,181.9859,98.9173,69.9525,0.0,0.0,0.0,0.0,0.0
7837,42.8446,38.4808,71.4077,29.3565,28.1664,53.9525,49.5887,67.8373,69.4242,77.3584,0.0,0.0,105.128,76.9617,125.7569,39.671,0.0,132.1043,71.8044,50.7788,0.0,0.0,0.0,0.0,42.2446,37.9419,70.4077,28.9454,27.7719,53.1969,48.8942,66.8873,68.4519,76.275,0.0,0.0,103.6558,75.8838,123.9958,39.1154,0.0,130.2542,70.7988,50.0677,0.0,0.0,0.0,0.0,60.15,54.0236,100.2499,41.2139,39.543,75.7444,69.618,95.2374,97.4652,108.6041,0.0,0.0,147.5902,108.0471,176.5512,55.6944,0.0,185.4624,100.8069,71.2888,0.0,0.0,0.0,0.0,0.0
